Gene = Lax1
index = 625
Annotated 5SS: [ 300 1288 6103 6571 7126]
Annotated 3SS: [1103 5998 6465 7054 9472]
SMsplice 5SS: [ 300 6103 6571 7126]
SMsplice 3SS: [5998 6465 7054 9472]
top_k =  100
Partition function (log Z): -5.5753226399739475

Sorted 5' Splice Sites (High to Low Probability):
Position 6103: 0.8753997920425944
Position 6571: 0.859371094696434
Position 7126: 0.753316358226887
Position 300: 0.6936246909426994
Position 1288: 0.35731247109683323
Position 294: 0.2858423240194473
Position 8558: 0.17341326639091015
Position 3404: 0.15403383006564322
Position 9372: 0.0836196109974397
Position 7145: 0.08350691812894823
Position 6703: 0.048965015935836735
Position 8311: 0.043825657704988814
Position 3021: 0.018845281700251203
Position 200: 0.009170583623978837
Position 500: 0.00601782934082523
Position 308: 0.0057700390431654255
Position 6107: 0.0051945341731725785
Position 6124: 0.0051851984645546224
Position 1475: 0.0028902248736694678
Position 6894: 0.002064567035110649
Position 684: 0.00045671503710405405
Position 28: 0.0002492853869027959
Position 619: 0.00015419938616882854
Position 623: 9.60752939949922e-05
Position 55: 4.5624962850851704e-05
Position 25: 5.152010275508532e-06
Position 35: 3.5095134413037824e-06
Position 337: 1.5160478085251652e-07
Position 133: 4.002750722974125e-09
Position 224: 2.1728495345621076e-09
Position 101: 2.0753701566147786e-09
Position 161: 6.356729029579292e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6465: 0.8936410631838603
Position 5998: 0.8835132136466202
Position 7054: 0.8147860209345674
Position 9472: 0.5758572700753495
Position 9235: 0.22930119958532677
Position 1103: 0.22335855766237403
Position 8458: 0.22152079408613648
Position 3147: 0.15403383006564322
Position 1049: 0.12669260443394084
Position 8164: 0.07456751511571233
Position 7715: 0.04953008777632819
Position 6992: 0.036941891028122634
Position 9322: 0.03525142084155817
Position 9343: 0.02183995617861794
Position 2896: 0.018845281700251203
Position 6935: 0.016460299110974682
Position 8850: 0.014050381132524763
Position 9824: 0.01058607399631591
Position 7892: 0.00985497636379831
Position 6643: 0.009103787486776328
Position 10093: 0.008808380754320114
Position 1226: 0.007261309000518138
Position 6777: 0.005981850719639378
Position 6667: 0.005173450803623355
Position 6489: 0.004949263402825541
Position 6486: 0.0042650756496600065
Position 6702: 0.0036110938658935393
Position 5774: 0.002266311033701464
Position 1335: 0.002097473646666403
Position 6517: 0.0020006370246233923
Position 1357: 0.0007927512270030618
Position 519: 0.0005917872864325734
Position 420: 0.00035480360539541294
Position 123: 0.0002808655965953191
Position 471: 0.00010788763297054266
Position 649: 1.993622284085814e-05
Position 439: 1.8858291876195215e-05
Position 568: 1.7270843167638874e-05
Position 425: 1.3913147760884497e-05
Position 101: 1.2749037263740905e-05
Position 150: 9.923697383892696e-06
Position 500: 6.7715003059469464e-06
Position 293: 1.4221902852614057e-06
