Gene = Pask
index = 795
Annotated 5SS: [  264  5445  7180  8247 11231 12035 15574 17426 18588 22015 22296 22830
 25769 26005 28509 29994 32022]
Annotated 3SS: [ 5208  6943  8075 11089 11899 15312 17256 18433 20566 22113 22661 25642
 25869 28308 29859 31874 32539]
SMsplice 5SS: [  264  2383  7180  8247 11231 12035 15574 17426 18588 22015 22296 25769
 26005 28509 29994 32022]
SMsplice 3SS: [ 2288  6943  8075 11089 11899 15312 17256 18433 21855 22113 25642 25869
 28308 29859 31874 32539]
top_k =  100
Partition function (log Z): 16.535557947853743

Sorted 5' Splice Sites (High to Low Probability):
Position 29994: 1.0000000000000004
Position 18588: 1.0000000000000002
Position 15574: 0.9862147102162857
Position 12035: 0.9687711366948913
Position 8247: 0.9112190089650399
Position 28509: 0.8822652127041121
Position 22015: 0.8672465883497333
Position 25769: 0.862542010867604
Position 264: 0.8590408262781272
Position 26005: 0.7946868323352566
Position 7180: 0.7778956244089775
Position 11231: 0.7665005478600833
Position 32022: 0.6792388345319794
Position 2383: 0.6090407177679732
Position 17426: 0.5842798089399908
Position 8597: 0.5427237829328665
Position 22296: 0.5375748379024291
Position 5445: 0.49053478513734716
Position 22830: 0.42704167000198917
Position 28799: 0.416987943468827
Position 22357: 0.3568176594431443
Position 15229: 0.3494848447630637
Position 23532: 0.26117238333976706
Position 32000: 0.224832855004335
Position 10512: 0.2048902038762851
Position 15089: 0.19897824794209998
Position 26083: 0.19851050306694937
Position 23999: 0.19385740064557214
Position 22739: 0.17790091525863316
Position 8558: 0.16235668287862415
Position 20590: 0.13597824298311975
Position 19737: 0.1211706485874557
Position 28652: 0.1102178752943657
Position 8251: 0.08752566624978209
Position 55: 0.0786287299135322
Position 15883: 0.07840517388077024
Position 25776: 0.07361637192407933
Position 1177: 0.06728540984451985
Position 15163: 0.06011539067454416
Position 7029: 0.05661676134671915
Position 10680: 0.051593744739278705
Position 281: 0.05052167568008649
Position 13285: 0.047512335781255195
Position 22394: 0.04347922945282916
Position 1156: 0.04195532178714327
Position 8401: 0.03862134714849178
Position 25745: 0.03602282783856321
Position 20107: 0.03555389612716555
Position 15184: 0.030111330230276817
Position 26869: 0.025967129055438663
Position 13270: 0.022473087093855315
Position 2555: 0.021748132445479917
Position 12892: 0.018330913337356876
Position 12844: 0.016784365444385194
Position 18888: 0.015864378264058673
Position 22435: 0.015440488123055488
Position 22348: 0.014036159699953383
Position 12039: 0.012783013611099315
Position 5685: 0.012565502977452118
Position 22597: 0.010611381594282314
Position 14175: 0.010439873650170703
Position 22179: 0.010185907506462073
Position 23464: 0.008810821516973563
Position 649: 0.00870311792620046
Position 97: 0.008683613913106096
Position 20147: 0.006626247005004237
Position 556: 0.005029751851953661
Position 2517: 0.003656735308228461
Position 3130: 0.003413370422270458
Position 26037: 0.003393572625368651
Position 2511: 0.003013272167925024
Position 19253: 0.002303618061360823
Position 22300: 0.0017389448266041591
Position 1152: 0.00128479811641537
Position 1202: 0.0010176441745540633
Position 8331: 0.000583832149914014
Position 8267: 0.0005180113006617657
Position 85: 0.0002863870655047731
Position 949: 0.0002823077367608671
Position 622: 0.000251077750489816
Position 489: 0.00012259622994888498
Position 962: 0.0001078885136035588
Position 26418: 9.035815476601223e-05
Position 435: 8.506866873394252e-05
Position 8257: 4.3866153468582904e-05
Position 101: 2.7886976529350178e-05
Position 95: 1.0875811365185033e-05
Position 111: 8.367283264118514e-06
Position 20: 7.1669695603333725e-06
Position 23: 2.742375951138618e-06
Position 561: 8.572033172768991e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 29859: 1.0000000000000004
Position 18433: 0.9999578650653667
Position 25869: 0.9965909080275748
Position 15312: 0.986214710216286
Position 11899: 0.9814539583795888
Position 22113: 0.979273226954477
Position 25642: 0.9721812106302467
Position 8075: 0.9375448947561712
Position 28308: 0.8911189264410482
Position 21855: 0.8672465883497332
Position 31874: 0.8570120529221649
Position 6943: 0.8345123857556977
Position 11089: 0.7665005478600828
Position 14984: 0.6386898136099849
Position 32539: 0.6226720738726788
Position 22661: 0.6049425852606226
Position 2288: 0.5878607612517501
Position 17256: 0.5842798089399908
Position 8472: 0.5764400232398387
Position 5208: 0.5031002881147995
Position 28723: 0.3492450350519525
Position 23352: 0.26998320485674077
Position 10482: 0.25648394861556345
Position 23843: 0.19385740064557205
Position 28582: 0.16654365404331953
Position 1041: 0.11154317392263274
Position 8330: 0.10667792807684086
Position 20516: 0.09459869220157215
Position 31906: 0.09459432448076728
Position 33745: 0.08952009247863424
Position 19624: 0.07923630494703834
Position 33165: 0.07424310206976778
Position 13101: 0.06998542287511049
Position 8025: 0.06234549006269618
Position 8375: 0.06058386164330291
Position 15807: 0.05516990465583752
Position 32497: 0.04746791169582087
Position 19944: 0.041928640133871126
Position 20566: 0.04137955078154762
Position 33386: 0.038300945032817224
Position 12737: 0.03511527878174206
Position 19327: 0.026681544937111383
Position 26747: 0.025967129055438642
Position 15763: 0.023235269224932725
Position 33703: 0.019791686055314117
Position 2456: 0.019250456965486475
Position 2336: 0.016219277003194706
Position 32636: 0.015791994768293353
Position 32727: 0.015729331549573733
Position 19411: 0.015252798703305936
Position 33850: 0.014247919172644908
Position 2310: 0.014055695253949797
Position 18706: 0.012336429835426502
Position 14031: 0.010439873650170703
