Gene = E030018B13Rik
index = 352
Annotated 5SS: [ 239 2572]
Annotated 3SS: [2382 3095]
SMsplice 5SS: [239]
SMsplice 3SS: [2264]
top_k =  100
Partition function (log Z): -8.70241503103247

Sorted 5' Splice Sites (High to Low Probability):
Position 239: 0.8915761946547534
Position 500: 0.5662146057938643
Position 1714: 0.5464362569847739
Position 1260: 0.19139561265105232
Position 316: 0.011690202128547645
Position 1868: 0.01013264534773442
Position 504: 0.007061758128528141
Position 243: 0.005332588649880934
Position 84: 0.0031714980113731594
Position 285: 0.0027447747480443103
Position 158: 0.0004313321545392941
Position 342: 0.000329916053308331
Position 108: 0.0002825790233288189
Position 147: 0.0001723476019411429
Position 190: 0.0001550406910694872
Position 354: 0.0001510861064712475
Position 263: 0.00011869568172473123
Position 248: 0.0001004028555867091
Position 369: 8.734847967662252e-05
Position 179: 4.421626669059125e-05
Position 227: 3.435325117683754e-05
Position 278: 2.604675613883473e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 2264: 0.4342114779000728
Position 406: 0.3933037284742974
Position 1593: 0.17415805974638332
Position 1806: 0.15974905799840886
Position 1093: 0.11941602022484107
Position 1659: 0.10374457311271128
Position 1622: 0.09339754130654121
Position 434: 0.09261361617418098
Position 1638: 0.09197609245224406
Position 2115: 0.08395942716505671
Position 2714: 0.07786759849420641
Position 1062: 0.06853949217118155
Position 3176: 0.06251495758567654
Position 1929: 0.05933653170033612
Position 1756: 0.05801339701550294
Position 1563: 0.0514597873209063
Position 1212: 0.026407713169584044
Position 1641: 0.02148161895680601
Position 1460: 0.017534597936380927
Position 536: 0.008475027384950248
Position 373: 0.00731626570230472
Position 1149: 0.007104253293234292
Position 566: 0.00503257709706778
Position 333: 0.0048872146752105446
Position 353: 0.004465466893946896
Position 1180: 0.0026575257746147664
Position 994: 0.0024536183264846937
Position 1219: 0.0017280039674489626
Position 413: 0.0012138751514619846
Position 379: 0.0008872645116034313
Position 363: 0.0008478277952969122
Position 474: 0.0008054103066472255
Position 313: 8.244747139102964e-05
Position 383: 4.381903402875635e-05
Position 257: 1.0612129739384177e-06
Position 381: 9.540868148441176e-07
Position 315: 6.674957600924839e-07
Position 306: 5.374597482617711e-07
Position 278: 3.9547389702450904e-07
