Gene = Lair1
index = 617
Annotated 5SS: [  106  7257 34468 52445 52585 52709 52924]
Annotated 3SS: [ 7220 34137 52327 52541 52670 52873 53339]
SMsplice 5SS: [  106  2265 18416 34468 35103 42328 52445 52709]
SMsplice 3SS: [ 2147 18324 34137 34992 42210 52327 52541 53339]
top_k =  100
Partition function (log Z): -36.93984793110438

Sorted 5' Splice Sites (High to Low Probability):
Position 2265: 0.7977059902523331
Position 106: 0.7354728136922165
Position 49: 0.25495913979107726
Position 1770: 0.15712238421890778
Position 1586: 0.1354181136227987
Position 1978: 0.08364899994333404
Position 2611: 0.03367036229653119
Position 1754: 0.018904548631847207
Position 281: 0.0069348907431973136
Position 1786: 0.005804286730696795
Position 54: 0.0016328952501740285
Position 531: 0.00023946924610361288
Position 99: 0.00019765828591950655
Position 913: 0.0001966282837986129
Position 497: 0.0001717654594227158
Position 130: 0.00016396405959635355
Position 1199: 0.00013305438231421654
Position 1473: 0.00011983996185839308
Position 700: 0.00011376701120014011
Position 218: 6.656835784811335e-05
Position 1411: 3.626564561563308e-05
Position 1560: 3.6107437942179434e-05
Position 69: 1.2592910248610472e-08
Position 87: 9.302505061086684e-09
Position 74: 2.8380067312557403e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2147: 0.8609721436416107
Position 1499: 0.20716347463533044
Position 9104: 0.17982569480177235
Position 1680: 0.16919643836413498
Position 8380: 0.12366276784826902
Position 4314: 0.09727485193303176
Position 7552: 0.09429754683264198
Position 5054: 0.09098937975649644
Position 1635: 0.08020281040209475
Position 7027: 0.0627580029544961
Position 1718: 0.030044565980338236
Position 1926: 0.026041263793504146
Position 2502: 0.02476781582184332
Position 6877: 0.02299239211154583
Position 2462: 0.021382047097427515
Position 6528: 0.020704081737927264
Position 6389: 0.01984386776300784
Position 5242: 0.01843803749862495
Position 2690: 0.01654032917288629
Position 4018: 0.01438540865336009
Position 3062: 0.013141124093745248
Position 3805: 0.012904635549684277
Position 3610: 0.010123208541544988
Position 3840: 0.003663811982531516
Position 1885: 0.0028691172534503193
Position 3096: 0.002549030217686784
Position 853: 0.001367190827793495
Position 492: 0.0013093543300829445
Position 2515: 0.0012906973656624252
Position 158: 0.0007652486216371934
Position 637: 0.0006078910772201713
Position 2083: 0.00020727323055965154
Position 2053: 0.00020640593062908231
Position 1323: 0.00015610560747402613
Position 827: 2.303973225742641e-05
Position 1043: 2.0236075660172952e-05
Position 1131: 1.789850347281669e-05
Position 602: 1.6613697874955976e-05
Position 771: 1.4448262371374795e-05
Position 1026: 1.3286336482980625e-05
