Gene = Emsy
index = 377
Annotated 5SS: [  306  2036  8975 10331 11613 15287 19519 26649 30314 35389 37481 41304
 43796 46113 54197 56108 59747 62028 63449]
Annotated 3SS: [ 1926  8874 10255 11570 15110 19258 26371 30058 35238 37309 41166 43621
 45913 54031 55951 59594 61466 62968 65894]
SMsplice 5SS: [  306  2036  8975  9284 10331 15287 19519 26649 30314 32214 35389 37481
 41304 43796 46113 54197 56108 57133 59747 61564 63449]
SMsplice 3SS: [ 1926  8874  9194 10255 15211 19258 26371 30058 32069 35238 37309 41166
 43621 45913 54072 55951 57027 59594 61466 63345 65894]
top_k =  100
Partition function (log Z): -15.197718140448227

Sorted 5' Splice Sites (High to Low Probability):
Position 30314: 1.0000000000000095
Position 26649: 1.0000000000000087
Position 8975: 0.9796666858267917
Position 41304: 0.9561433488916831
Position 35389: 0.9463418703716696
Position 37481: 0.9370693293822522
Position 306: 0.9241372756401227
Position 46113: 0.889556211400199
Position 9284: 0.863219409712005
Position 10331: 0.7865385628871566
Position 43796: 0.68028179193317
Position 19519: 0.5951137314817583
Position 2036: 0.5685436346317915
Position 32214: 0.4967605481770091
Position 19390: 0.40488626851825105
Position 6119: 0.19118718598725712
Position 32205: 0.18400967553354125
Position 38400: 0.14090742418827623
Position 46490: 0.1308994644247009
Position 45716: 0.12865425078996295
Position 2146: 0.127524499943078
Position 38439: 0.08690126661061968
Position 41308: 0.03890934724309508
Position 45601: 0.02348870738635771
Position 1830: 0.017224043495494563
Position 196: 0.01601710402985168
Position 46500: 0.015762091469563054
Position 858: 0.01535559401247493
Position 35373: 0.010154651946862615
Position 725: 0.010049519017638238
Position 37423: 0.007241678323517135
Position 35618: 0.007020502291524499
Position 356: 0.006655517998497338
Position 496: 0.006356449234514249
Position 24: 0.006216502547233005
Position 37485: 0.005688887173031927
Position 400: 0.004122461783864593
Position 37420: 0.003874175512727651
Position 479: 0.003100755093090545
Position 502: 0.002498734856925933
Position 717: 0.002084098310428903
Position 37496: 0.001970956624611139
Position 396: 0.001679704164330273
Position 788: 0.0009835543171750616
Position 37466: 0.0005673408112980872
Position 1750: 0.0004539817598776473
Position 59: 1.7023794408107208e-05
Position 62: 1.36532707761989e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 8874: 1.000000000000011
Position 19258: 1.0000000000000087
Position 30058: 1.0000000000000087
Position 26371: 1.0000000000000084
Position 45913: 0.9954787357708356
Position 41166: 0.9950526961347796
Position 35238: 0.9564965223185322
Position 37309: 0.9545396518628797
Position 9194: 0.8428860955387889
Position 32069: 0.6807702237105502
Position 43621: 0.6229175155795977
Position 10255: 0.6179996563583222
Position 1926: 0.6123066561975403
Position 50530: 0.38699819061677854
Position 38243: 0.2280199852974023
Position 46346: 0.20122792506850415
Position 6006: 0.19118718598725656
Position 45423: 0.15578358302864478
Position 48821: 0.09214668902198841
Position 48579: 0.07604306628550239
Position 50498: 0.07007786135449745
Position 46611: 0.05962368147228652
Position 43525: 0.05736427635357242
Position 10072: 0.056384936370640695
Position 1804: 0.05512406693249968
Position 10023: 0.0534301473245332
Position 50513: 0.03499566369119253
Position 10226: 0.030971550104395885
Position 47830: 0.029122078258556665
Position 10266: 0.027752272729263755
Position 50004: 0.026128845736864834
Position 46249: 0.020676905872064884
Position 47542: 0.014340102286898573
Position 46373: 0.012436606545197328
Position 47229: 0.012400151084129802
Position 2063: 0.01165241121031695
Position 1953: 0.00952595720779417
Position 2000: 0.007904215393927768
Position 35520: 0.007020502291524524
Position 1754: 0.0054845282348279815
Position 2082: 0.005365525284823461
Position 1636: 0.004664720376927484
Position 37339: 0.0020289578409819022
Position 41702: 0.0005131030019128546
Position 1854: 0.0002554577204387083
Position 1699: 0.0002491711270935397
Position 1655: 0.0002290168486220498
Position 138: 0.00013759935604834055
Position 772: 0.00010129030548380609
Position 784: 2.120376151876371e-05
