Gene = Gdpgp1
index = 430
Annotated 5SS: [341]
Annotated 3SS: [5348]
SMsplice 5SS: [341]
SMsplice 3SS: [5348]
top_k =  100
Partition function (log Z): -9.857988212537396

Sorted 5' Splice Sites (High to Low Probability):
Position 341: 0.5067392590015616
Position 5588: 0.39015232334347455
Position 134: 0.3038444748727592
Position 4990: 0.22814488503428276
Position 6469: 0.18004452388611758
Position 5093: 0.16612405027397306
Position 191: 0.14084932928729624
Position 404: 0.05175649269211091
Position 546: 0.02832350325862642
Position 5209: 0.0282930811098765
Position 291: 0.027777851234339398
Position 6474: 0.023947484125056845
Position 680: 0.007116124906172279
Position 394: 0.006916192082184452
Position 1070: 0.0013941086161649043
Position 172: 0.0003553367565198612
Position 102: 0.00010282109714659183
Position 364: 7.500611283564607e-05
Position 124: 6.285285625518357e-05
Position 332: 3.865540751795849e-05
Position 57: 2.3765225526619315e-05
Position 45: 2.183260272152785e-05
Position 278: 9.311935472255563e-06
Position 61: 3.946746203956567e-06
Position 36: 3.764016293555536e-06
Position 26: 2.9252956598721923e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5348: 0.7257466657391253
Position 4951: 0.31651440600157266
Position 6988: 0.18947244664555016
Position 6395: 0.13000869609621285
Position 4857: 0.1288626704590969
Position 5381: 0.08890473316923943
Position 5406: 0.07813466431487957
Position 6273: 0.06917389951606409
Position 7751: 0.06895289271337478
Position 3190: 0.06858539160525239
Position 7541: 0.06751787897409979
Position 7492: 0.06420910501044988
Position 447: 0.03348893410128254
Position 254: 0.02861563475444176
Position 257: 0.005834614138921682
Position 6139: 0.004809412398897519
Position 913: 0.004448727596608947
Position 363: 0.004414943741874479
Position 3825: 0.00383670367986365
Position 420: 0.0036543335076712692
Position 539: 0.0035512105312556904
Position 2299: 0.001543407994216599
Position 2073: 0.0008231404510391696
Position 1028: 0.0004552457508608542
Position 981: 0.0003541908365385792
Position 219: 0.00016111277942818607
Position 227: 9.885068250344139e-06
Position 290: 8.45620957215954e-06
Position 221: 7.347630077221514e-06
Position 278: 7.182208165527954e-06
Position 310: 4.635300039872788e-06
Position 260: 4.2915115205294995e-06
Position 189: 2.8019156383518943e-06
Position 332: 7.001900956259527e-07
Position 265: 6.431922678140243e-07
