Gene = 1110004F10Rik
index = 2
Annotated 5SS: [  225  6223  8704 10020]
Annotated 3SS: [ 6138  8642  9909 10910]
SMsplice 5SS: [  87 6223 8704]
SMsplice 3SS: [ 6138  8642 10890]
top_k =  100
Partition function (log Z): -8.53860830554146

Sorted 5' Splice Sites (High to Low Probability):
Position 8704: 0.955414766745809
Position 87: 0.7828231838580824
Position 11168: 0.47731450828056127
Position 6223: 0.40243183106384617
Position 623: 0.16585548473534903
Position 925: 0.13470049979841622
Position 10999: 0.03138671876924609
Position 11123: 0.02375846171412381
Position 268: 0.016222789021568162
Position 9475: 0.01598766444464776
Position 483: 0.012338250965475412
Position 11114: 0.011770878704227945
Position 225: 0.009583862938107599
Position 10933: 0.008925597931139255
Position 718: 0.007423888929211949
Position 125: 0.004413603021038776
Position 11740: 0.0034477228196799488
Position 29: 0.0020931059317695366
Position 195: 0.0019293655502527632
Position 11479: 0.0016978241874027085
Position 202: 0.0016946980073676457
Position 2769: 0.0007743305548893317
Position 74: 0.0001531857709969958
Position 245: 3.7445602374814944e-05
Position 179: 3.666261639195413e-05
Position 144: 1.5955720795069914e-05
Position 166: 7.0749952851172655e-06
Position 23: 6.801768483104714e-06
Position 256: 4.868958100352499e-06
Position 102: 2.677896807935593e-06
Position 53: 1.6969314972116562e-06
Position 282: 1.4014607092359878e-06
Position 100: 1.2519261242811217e-06
Position 14: 6.890623931458466e-07
Position 129: 6.510409764293103e-07
Position 127: 5.230064226352471e-07
Position 61: 3.693294141168861e-07
Position 107: 2.1451595466574212e-07
Position 394: 5.102057717253586e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8642: 0.9554147667458085
Position 10890: 0.6239612385882297
Position 11421: 0.5259700618420281
Position 6138: 0.40243183106384617
Position 10910: 0.33262994925916567
Position 788: 0.1081385387590566
Position 11879: 0.0340019924326746
Position 9262: 0.02094752920767754
Position 11457: 0.016806771848116756
Position 11304: 0.015510663289748
Position 832: 0.015056364370731734
Position 615: 0.007100750565948541
Position 347: 0.00552715938928599
Position 660: 0.0035363743808024058
Position 11843: 0.0032987926878777904
Position 9098: 0.001020798570667239
Position 2667: 0.0007743305548893302
Position 509: 7.660826844814335e-05
Position 4460: 4.46223541129163e-05
Position 1772: 1.0654301023735664e-05
Position 596: 7.5963941916374e-07
Position 356: 1.475958562027089e-09
