Gene = Fip1l1
index = 409
Annotated 5SS: [  313  1397  1533  5541  6664 10028 10712 11377 21701 35744 37137 49624
 51609 52752 56545 59763]
Annotated 3SS: [ 1351  1492  5482  6559  9962 10603 11245 21590 35649 36979 49596 51553
 52695 56324 59624 60389]
SMsplice 5SS: [  313  5541  6664 10712 11377 17355 21701 25121 29178 37137 52752 56545
 59763 60552]
SMsplice 3SS: [ 5482  6559 10555 11245 17274 21590 25071 29069 37049 52695 56324 59624
 60389 61118]
top_k =  100
Partition function (log Z): -21.168571422644916

Sorted 5' Splice Sites (High to Low Probability):
Position 10712: 1.0000000000000042
Position 5541: 0.9954825959373268
Position 6664: 0.9932434062547925
Position 313: 0.9732687739931376
Position 17355: 0.9707274699462208
Position 21701: 0.9707274699462208
Position 11377: 0.9537998620520428
Position 25121: 0.7156243853055428
Position 8177: 0.40279792247366764
Position 7733: 0.37079013361236823
Position 14077: 0.34546493506858483
Position 22292: 0.30121279019950425
Position 10028: 0.22695833318512929
Position 10055: 0.13261128292177277
Position 11727: 0.1317211235778142
Position 13238: 0.11597642198784007
Position 845: 0.04836241512241862
Position 711: 0.041062697704230496
Position 89: 0.029987802460345245
Position 10390: 0.027325353721215345
Position 1533: 0.023333181681332343
Position 11041: 0.020475312253130238
Position 1986: 0.019817522373459656
Position 1713: 0.018961268280070134
Position 8442: 0.015995824372499804
Position 1397: 0.015472344448689173
Position 3738: 0.011360117110258494
Position 3774: 0.01085863966123901
Position 5687: 0.010464368738251796
Position 1227: 0.008956120452614028
Position 7297: 0.00871150669628165
Position 11229: 0.008184720914269184
Position 740: 0.0073711120899961815
Position 3499: 0.006871541645402856
Position 5940: 0.005259053803798164
Position 675: 0.004985216586646913
Position 5715: 0.004048151357693382
Position 1681: 0.0036619266665840378
Position 7364: 0.0022940040730362117
Position 6680: 0.001504889685144877
Position 6684: 0.0012935749266874898
Position 7478: 0.0007420709840255456
Position 13814: 0.0005690712974948681
Position 106: 0.00022923164778466325
Position 305: 0.00021760210206769122
Position 216: 0.00012023531558324911
Position 246: 0.00010024238570961212
Position 331: 8.455294465066292e-05
Position 6658: 5.972475673896883e-05
Position 340: 2.2734162751231487e-05
Position 183: 2.0846917010106863e-05
Position 6696: 1.6716434409988064e-05
Position 54: 1.092886505989337e-05
Position 120: 9.188898145656086e-06
Position 71: 6.051751568015363e-06
Position 327: 3.669853218699418e-06
Position 25: 1.3110234136463934e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 17274: 0.9930444099322647
Position 6559: 0.9922828439815634
Position 21590: 0.9707274699462243
Position 5482: 0.9608351816108422
Position 11245: 0.8754303796889962
Position 25071: 0.8275907146552186
Position 10555: 0.625410117424449
Position 8025: 0.39196078873540435
Position 22174: 0.39028798869606784
Position 10603: 0.3745898825755554
Position 9962: 0.35956961610690275
Position 13948: 0.35169002007676053
Position 25663: 0.29043536359102395
Position 26356: 0.2761822713299349
Position 7630: 0.17025629846973583
Position 26840: 0.14900675038458205
Position 7548: 0.14530199922879192
Position 11657: 0.13189418916112552
Position 13079: 0.11597642198784007
Position 642: 0.061124298607726404
Position 7634: 0.04713169470713578
Position 11114: 0.04531011928788294
Position 1492: 0.03988198978027236
Position 5441: 0.03464741432648549
Position 11087: 0.034549196274902244
Position 10299: 0.02732535372121531
Position 22603: 0.027080925532358066
Position 3625: 0.0222187567714976
Position 460: 0.020998933691389592
Position 5616: 0.019771573899743364
Position 21848: 0.01816688617683695
Position 715: 0.017129892190953892
Position 1811: 0.016660876959622515
Position 8351: 0.01596665712382341
Position 10931: 0.01593508889167135
Position 7180: 0.011152452381076419
Position 21818: 0.008813745085236312
Position 8062: 0.008714539304504769
Position 7397: 0.008695270578970841
Position 1096: 0.008204601041972825
Position 3425: 0.006871541645402856
Position 11287: 0.00674819587117554
Position 1567: 0.0060738263658692134
Position 1304: 0.005253103599418396
Position 1267: 0.0045730384919537995
Position 245: 0.004502755203853518
Position 10901: 0.004472011731970267
Position 1351: 0.003302475939225975
Position 1867: 0.0031566454138371343
Position 942: 0.003090999018911393
Position 6482: 0.002698397751652795
Position 419: 0.0021076127690059683
Position 7943: 0.001951654893828414
Position 6632: 0.0011370703245570568
Position 13715: 0.0005690712974948681
Position 14153: 0.0002225507409161325
Position 11961: 0.0001589205841042341
Position 12633: 0.0001226599945873864
Position 7978: 0.00011739450121228097
Position 10785: 6.821162948862083e-05
Position 7904: 5.354503871751698e-05
Position 8363: 2.9167248676417763e-05
Position 1210: 1.5752758843083667e-06
Position 1007: 1.365035178538785e-06
Position 1325: 1.2579347587654702e-06
Position 758: 6.176394112995971e-07
Position 605: 3.593554443382283e-07
Position 1422: 2.5835580050575956e-07
Position 1125: 1.9407418159424143e-07
Position 1069: 1.566158620188766e-07
Position 662: 1.4436594643320619e-07
