Gene = Mto1
index = 723
Annotated 5SS: [  303  1411  1628  4846  9115  9399  9840 12830 13484 16795 22584]
Annotated 3SS: [ 1210  1509  4555  9001  9207  9708 12624 13311 16675 22422 25581]
SMsplice 5SS: [  303  1411  9115  9399  9840 13484 16795 18671 22584]
SMsplice 3SS: [ 1210  9001  9207  9708 13343 16675 18457 22422 25581]
top_k =  100
Partition function (log Z): -1.7674714150393687

Sorted 5' Splice Sites (High to Low Probability):
Position 1411: 1.0000000000000018
Position 9115: 1.0000000000000018
Position 16795: 0.9991113902020077
Position 9840: 0.9951962959129637
Position 9399: 0.9698830239993331
Position 22584: 0.8144549511111663
Position 303: 0.7860399645467252
Position 13484: 0.7517600551184853
Position 18671: 0.7407996165570008
Position 12830: 0.6073250910555293
Position 997: 0.4396941409795034
Position 13387: 0.24806594171280333
Position 22906: 0.11917638218382487
Position 433: 0.06063768646239582
Position 51: 0.04535738466830718
Position 13001: 0.038952918210107795
Position 11818: 0.03782669024068815
Position 520: 0.036994461280119594
Position 22889: 0.020849278046135955
Position 203: 0.007309959761497925
Position 57: 0.006410475920078917
Position 9427: 0.0049118500213943955
Position 9533: 0.004849589890530124
Position 569: 0.004095727497849417
Position 956: 0.002650796230930021
Position 559: 0.002415299430345296
Position 959: 0.0020494247080468497
Position 381: 0.001948760828179042
Position 390: 0.0019138002128680227
Position 66: 0.0010431406229443481
Position 337: 0.00011594030672305649
Position 364: 6.389757971385108e-05
Position 358: 2.266491259665148e-05
Position 374: 7.723454575664537e-06
Position 200: 6.898967052652588e-06
Position 91: 6.388583310923446e-06
Position 153: 3.689896425778883e-06
Position 290: 1.3186429932850947e-06
Position 108: 1.5117442909213442e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1210: 1.0000000000000018
Position 9001: 1.0000000000000018
Position 9708: 0.839267237962465
Position 16675: 0.8072442486781078
Position 25581: 0.7634233109105456
Position 13311: 0.5593298905552425
Position 18457: 0.534710254328621
Position 22422: 0.5284127562238924
Position 13343: 0.4405072230472362
Position 9207: 0.40160347425590354
Position 12613: 0.35498939884884295
Position 9262: 0.30688776939738194
Position 22451: 0.2892155154415071
Position 9232: 0.26380776122310134
Position 22803: 0.2574699649141711
Position 12624: 0.2523356922066862
Position 18547: 0.2087057310240291
Position 16634: 0.19186714152389975
Position 894: 0.09555197765269659
Position 788: 0.08004889965905074
Position 811: 0.07515069068292479
Position 9735: 0.043481873719856776
Position 22653: 0.043192659378037845
Position 9666: 0.040970033280000984
Position 11744: 0.037848339397410856
Position 9800: 0.03575740863049837
Position 468: 0.03513491058041169
Position 12904: 0.03334053419224604
Position 917: 0.029144872603783865
Position 165: 0.028554165223535148
Position 23347: 0.021356251575818455
Position 25341: 0.021169086184589826
Position 9746: 0.01933629767517133
Position 24787: 0.011289439465404389
Position 727: 0.010499717785135214
Position 24810: 0.01029053558351894
Position 853: 0.009857287166643403
Position 877: 0.008548108918887574
Position 743: 0.006615265454776734
Position 9606: 0.005492565699291222
Position 9676: 0.005061777460978502
Position 138: 0.004819301982537427
Position 125: 0.004378016331672695
Position 9332: 0.003862851177435956
Position 843: 0.0035482791947926166
Position 9311: 0.0034826078574350856
Position 9764: 0.0029986859104306454
Position 12916: 0.002950352560133207
Position 9523: 0.002830373703232067
Position 12927: 0.0026620314577285205
Position 672: 0.002064517304196198
Position 703: 0.00177926920034362
Position 21406: 0.0013353523182316868
Position 598: 0.0012610423654499667
Position 17542: 0.0012091755569825782
Position 17470: 0.0010869885441155873
Position 508: 0.0008255680655511797
Position 16164: 0.0005605105302367453
Position 19968: 0.000558134968755793
Position 171: 0.000533482445798327
Position 432: 0.0004743240494220383
Position 19538: 0.00041795694188508624
Position 19180: 0.0003530829642718971
Position 17750: 0.00019542177575559982
Position 10281: 0.00014123724080047844
Position 14174: 0.00013580656759300732
Position 13765: 1.82895314510292e-05
Position 9532: 4.1871038805573587e-08
