Gene = C530008M17Rik
index = 197
Annotated 5SS: [   76   325  8383 10806 14519 18547 25592 26736]
Annotated 3SS: [  189  8217 10736 14335 15731 25400 26572 29917]
SMsplice 5SS: [  325  8383  9512  9797 10806 14519 25592 26736]
SMsplice 3SS: [ 8217  9242  9612 10736 14335 25400 26572 29917]
top_k =  100
Partition function (log Z): -3.6969406505575084

Sorted 5' Splice Sites (High to Low Probability):
Position 10806: 1.0000000000000013
Position 325: 0.9963815972787143
Position 8383: 0.7607197144654108
Position 2600: 0.7173601132441599
Position 9512: 0.6365122564236605
Position 9797: 0.6246188754128169
Position 14519: 0.49943294165415975
Position 14540: 0.409433605324989
Position 5466: 0.31522823883310686
Position 7703: 0.2945362422884701
Position 9770: 0.29394716219672157
Position 8432: 0.23928028553459
Position 5640: 0.204232134825221
Position 2476: 0.1476209224713339
Position 12484: 0.0987410019829641
Position 14506: 0.0586751084620464
Position 1901: 0.056141000168496706
Position 7631: 0.05584237435264701
Position 85: 0.048336145729200086
Position 10346: 0.0480776556386066
Position 10339: 0.03492004296141962
Position 9565: 0.028227027667737176
Position 2496: 0.009285205647204553
Position 13468: 0.0071134483616251964
Position 10171: 0.00535172714401867
Position 104: 0.004792026420506747
Position 2745: 0.0039950829321089305
Position 4218: 0.003921915154422333
Position 947: 0.002876675570287994
Position 263: 0.001938752658679061
Position 694: 0.001849699187171823
Position 1793: 0.0010555842742001492
Position 189: 0.0008434421183011864
Position 54: 0.0006363041554787978
Position 865: 0.0004617701033265703
Position 1852: 0.00039889768010678995
Position 49: 0.00032369983947608234
Position 173: 0.0003173702507725308
Position 143: 0.00026267322270760317
Position 11: 9.959354999908564e-05
Position 712: 7.473952067364431e-05
Position 733: 3.122283697939701e-05
Position 2589: 2.383861779337042e-05
Position 1416: 8.507726943879677e-06
Position 840: 4.082301139653739e-06
Position 1512: 3.729567391658777e-06
Position 219: 3.9778795433393025e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 8217: 1.0000000000000009
Position 14335: 0.9977570302592559
Position 9612: 0.9185660376095385
Position 10736: 0.7462509189908352
Position 17784: 0.5461072940543388
Position 2408: 0.5033393321499722
Position 9242: 0.3422845938110746
Position 2577: 0.33228538742561164
Position 5234: 0.3152282388331067
Position 9263: 0.2907597793966171
Position 7557: 0.28592178490011894
Position 10718: 0.23348692821561093
Position 14638: 0.21906740795654803
Position 5587: 0.204232134825221
Position 17801: 0.12932556091931946
Position 10254: 0.08299773624856302
Position 12338: 0.07493932063585682
Position 7597: 0.0644568317409981
Position 1702: 0.05425810004734764
Position 188: 0.05160455602343979
Position 15731: 0.04845912969606336
Position 9269: 0.031694910883705685
Position 2524: 0.028920642468102862
Position 10591: 0.02026211514501878
Position 12312: 0.01890232163095907
Position 15042: 0.016044397664420996
Position 2475: 0.012357616538973885
Position 18101: 0.007254896749983269
Position 13258: 0.0071134483616251964
Position 12143: 0.00489935971614825
Position 4080: 0.003921915154422333
Position 9996: 0.0036678053415023716
Position 233: 0.002686282911898403
Position 1804: 0.0025306964260267224
Position 10082: 0.0016839218025162936
Position 2662: 0.0013780197082040506
Position 854: 0.0013446104934246171
Position 14367: 0.0013334333287253395
Position 15159: 0.001282968400521439
Position 259: 0.0010205815711352162
Position 750: 0.000865864477968037
Position 914: 0.0005340915790166984
Position 11930: 0.00046586903457895075
Position 772: 0.00041483803258841325
Position 477: 0.0003646076099994658
Position 1645: 0.00031393877879321854
Position 10888: 0.00025802083762177264
Position 1720: 0.00025096952577369506
Position 1758: 0.0002417773448624581
Position 836: 0.00018264802816239146
Position 11029: 0.00011471998862371376
Position 291: 0.00010774656978921632
Position 501: 9.54176104052763e-05
Position 14305: 7.092655119494654e-05
Position 1246: 6.358843684096081e-06
Position 1375: 5.8784506514423904e-06
Position 2558: 4.16462173594299e-06
Position 655: 2.607347399354816e-06
Position 594: 2.040043531188635e-06
Position 513: 1.9106403718205017e-06
Position 600: 1.4526287756815358e-06
Position 169: 9.369634643234347e-07
