Gene = Cops8
index = 287
Annotated 5SS: [ 647 1465 2532 3689 7220 8057 8607]
Annotated 3SS: [1393 2482 3555 7111 7993 8558 9192]
SMsplice 5SS: [ 647 1465 3689 7220 8057]
SMsplice 3SS: [1393 3555 7111 7993 9192]
top_k =  100
Partition function (log Z): -7.100697723306334

Sorted 5' Splice Sites (High to Low Probability):
Position 3689: 0.9555041700886672
Position 7220: 0.7949226006547615
Position 1465: 0.7651374763731716
Position 647: 0.7288782943122549
Position 8057: 0.7107473140696889
Position 9356: 0.3598370817246471
Position 350: 0.3215968645222274
Position 1645: 0.14378385425101806
Position 2224: 0.14288726949927183
Position 8490: 0.1068010234250429
Position 8184: 0.09736186497167859
Position 2742: 0.03881036899470845
Position 2532: 0.031720141176798715
Position 691: 0.023546740301616628
Position 139: 0.018439581852700424
Position 8607: 0.01805962234034863
Position 1169: 0.01208032040469426
Position 673: 0.011634945866699921
Position 67: 0.010754550233086173
Position 1256: 0.010616614192877016
Position 159: 0.010061383882813494
Position 466: 0.00829702687402778
Position 3328: 0.007860292962751867
Position 581: 0.0071201626327916144
Position 848: 0.006462855718345889
Position 2927: 0.0063927254507222895
Position 660: 0.006154316596639798
Position 1534: 0.005885985333507674
Position 216: 0.005327621570634181
Position 2937: 0.005039022723800428
Position 1428: 0.0046591429578604895
Position 444: 0.004140461925602556
Position 625: 0.0035023756181060328
Position 1546: 0.0035000488969138843
Position 224: 0.003272279938175288
Position 57: 0.0025869471162083472
Position 812: 0.00243212397231999
Position 105: 0.0014415443981174367
Position 371: 0.0013146074686748773
Position 542: 0.0010166278493935715
Position 287: 0.0010012402518370656
Position 190: 0.0008954200364318932
Position 1047: 0.0005960858725084053
Position 668: 0.0005530739356972167
Position 252: 0.0003602768067326134
Position 265: 0.00033676740065757946
Position 185: 0.00029691685450508284
Position 63: 1.1397131102042321e-05
Position 48: 5.188688448521144e-06
Position 42: 3.7676872360440553e-06
Position 603: 2.8737072418558273e-06
Position 8: 2.0236827924717055e-06
Position 10: 1.8865356650888726e-06
Position 6: 1.8130332877734643e-06
Position 12: 1.7144605559478411e-06
Position 4: 1.6862794005206786e-06
Position 14: 1.479817418214917e-06
Position 16: 1.1808724200084721e-06
Position 61: 1.0568833033992586e-06
Position 18: 9.519657244323353e-07
Position 36: 9.058157323275201e-07
Position 20: 8.694062311210672e-07
Position 86: 8.137183701729284e-07
Position 22: 8.088292812387917e-07
Position 24: 7.39292892368338e-07
Position 210: 9.729673936009143e-08
Position 232: 3.374300840364264e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3555: 0.9337422917453055
Position 1393: 0.9031942044877416
Position 9192: 0.8267563903241892
Position 7993: 0.8100182365094764
Position 7111: 0.727176358964125
Position 9708: 0.18392740929161058
Position 539: 0.17325633197900248
Position 2067: 0.09697880556315484
Position 9431: 0.08824640801679717
Position 8558: 0.06532132933315261
Position 7150: 0.060283674134810096
Position 8269: 0.05649561484031037
Position 9456: 0.05184052109282168
Position 10327: 0.046471754564913016
Position 2123: 0.04590846393611688
Position 9795: 0.04190697587576017
Position 8209: 0.03879162623638959
Position 2482: 0.03768994654300813
Position 8286: 0.030279926523652023
Position 2566: 0.022661239223592314
Position 3521: 0.021300234397820576
Position 541: 0.01796442554581431
Position 1350: 0.017561327920585734
Position 8373: 0.016631854275425417
Position 7776: 0.012815954249510986
Position 2832: 0.011431748174522721
Position 1153: 0.010780776638341073
Position 2628: 0.010179324404906718
Position 7015: 0.008146616490285108
Position 3198: 0.007860292962751859
Position 8183: 0.006007646327864667
Position 7171: 0.005978232704567919
Position 8671: 0.004881004134514551
Position 3586: 0.0029955082501354883
Position 1586: 0.0017510368456682118
Position 3499: 0.0015362533228797392
Position 519: 0.0014820748737431058
Position 5044: 0.0014075392558705433
Position 513: 0.0004961594185221044
Position 1358: 0.00048343583855209386
Position 174: 0.0003304733517508772
Position 329: 0.00018851740853726088
Position 768: 0.0001711314093187748
Position 444: 0.00016570387636023051
Position 609: 0.00016268511417765394
Position 268: 9.851382836925075e-06
Position 215: 1.3837288634120694e-06
Position 1222: 6.216585346838279e-07
