Gene = Angptl8
index = 118
Annotated 5SS: [ 305  568 1443]
Annotated 3SS: [ 405 1332 1549]
SMsplice 5SS: [ 305  568 1443]
SMsplice 3SS: [ 405 1332 1549]
top_k =  100
Partition function (log Z): -2.1273798884250374

Sorted 5' Splice Sites (High to Low Probability):
Position 1443: 0.957234147084592
Position 568: 0.9074981092945396
Position 305: 0.5930098623660677
Position 335: 0.36085547126046535
Position 1452: 0.010293673151697689
Position 877: 0.007735720448063163
Position 703: 0.004754923231658012
Position 583: 0.004754183689027659
Position 496: 0.0031828950365628606
Position 354: 0.0017755727333361724
Position 1058: 0.00175330113109644
Position 1468: 0.0009116945321871371
Position 1254: 0.0007178152142645772
Position 536: 0.0005779536603822077
Position 53: 0.00030130415660524083
Position 1290: 0.00016940422254672552
Position 163: 0.0001331550887673031
Position 68: 3.635615341209718e-05
Position 84: 3.28997225224591e-05
Position 81: 2.893161391023982e-05
Position 14: 3.2776511569496034e-06
Position 34: 1.745289187529091e-06
Position 248: 1.6412601699883388e-07
Position 324: 1.407041132264416e-07
Position 322: 5.202363013220374e-08
Position 292: 4.9936464108669265e-08
Position 161: 2.8131571111463612e-08
Position 406: 3.2688231149860873e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1332: 0.9630277407528395
Position 1549: 0.8677282081350226
Position 405: 0.6768221350165896
Position 433: 0.11074791787729418
Position 1710: 0.04139913592917347
Position 480: 0.038141494040244334
Position 445: 0.026080078494750594
Position 1560: 0.020836711992290362
Position 1386: 0.017674046203320158
Position 1563: 0.009987517752032788
Position 1604: 0.009588655981651045
Position 1650: 0.007892020928471551
Position 670: 0.007565410232775751
Position 439: 0.006787347287893449
Position 1676: 0.006098761004017338
Position 477: 0.00399288015820176
Position 1638: 0.003519774665949013
Position 1312: 0.0028427469041920413
Position 1572: 0.002678263776373928
Position 1712: 0.0024947997503624955
Position 402: 0.002486255272042677
Position 1339: 0.002332661629809386
Position 370: 0.002094232580372898
Position 463: 0.0019502882857555157
Position 959: 0.0019143028415903153
Position 412: 0.0016098464890804687
Position 1598: 0.0015857270217232255
Position 368: 0.00136024449988303
Position 414: 0.0013423633055966518
Position 737: 0.0013104681532434973
Position 1097: 0.0010719979422901967
Position 1205: 0.001066527716507199
Position 1578: 0.0010405365230767613
Position 1260: 0.001038073290364933
Position 1616: 0.0010086543803264905
Position 1659: 0.0009392477940946897
Position 1514: 0.0007616516711354204
Position 640: 0.0007606914670039939
Position 652: 0.0006870132458949279
Position 1350: 0.0006838728465903352
Position 1272: 0.00040713007251178506
Position 1188: 0.0003485406694094196
Position 642: 0.00029051696758688523
Position 139: 0.0002820349192497828
Position 707: 0.0001932423111226963
Position 745: 0.00018391345340061316
Position 676: 0.00018195138898550694
Position 1392: 0.00018116717103152055
Position 1690: 0.00013175954008042175
Position 1627: 0.0001252633361326127
Position 690: 0.00011044732181349932
Position 503: 0.00010306167386955524
Position 1717: 0.00010134165101294477
Position 168: 8.267389558321871e-05
Position 245: 4.333706445534557e-05
Position 222: 2.4222657784723716e-05
Position 191: 5.8431784423672275e-06
Position 274: 3.3200625599974025e-06
Position 143: 2.8510944302826685e-06
Position 304: 2.7339281040728055e-06
Position 248: 1.760744180314478e-06
Position 511: 1.142099702977125e-06
Position 176: 9.207517284643169e-07
Position 288: 8.177561973655084e-07
Position 224: 4.88618731543655e-07
Position 204: 4.193118310663481e-07
Position 541: 3.223277782257302e-07
Position 252: 3.217108845411804e-07
Position 262: 2.540686326959255e-07
Position 148: 2.2013204214809182e-07
Position 170: 2.0428132382864845e-07
Position 194: 1.9406966749115195e-07
Position 89: 8.622278007893464e-08
Position 277: 2.3364239430426343e-08
