Gene = Dmac2
index = 338
Annotated 5SS: [  47 1679 3011 4525 4776]
Annotated 3SS: [1481 2929 4384 4612 5300]
SMsplice 5SS: [  47 1679 3028 4525 4776]
SMsplice 3SS: [1481 2929 4384 4647 5300]
top_k =  100
Partition function (log Z): -2.8893121786251568

Sorted 5' Splice Sites (High to Low Probability):
Position 4525: 0.8802979729048093
Position 3028: 0.6631915371442056
Position 1679: 0.6335677226351074
Position 4776: 0.6265868491051554
Position 47: 0.48110207423241863
Position 1404: 0.3149391461673923
Position 1540: 0.23110323893327345
Position 2634: 0.18011723850973219
Position 317: 0.16812772134275694
Position 1051: 0.16398752990177004
Position 3033: 0.15102670312418384
Position 3011: 0.10450512187833973
Position 1095: 0.07678416167600388
Position 2099: 0.05770947328946106
Position 867: 0.0509790620900206
Position 751: 0.05048347522112374
Position 2974: 0.039998883080020385
Position 4543: 0.03863178336848122
Position 3150: 0.03334567123743687
Position 4873: 0.03234374708101166
Position 2610: 0.02950530442854974
Position 930: 0.027079822784497866
Position 1205: 0.01934736141103839
Position 5390: 0.01652119681963938
Position 686: 0.01600362130906559
Position 2963: 0.01388279961067979
Position 51: 0.01356344980313157
Position 4516: 0.012583405744331488
Position 423: 0.011747068702605909
Position 218: 0.009538870896443997
Position 2202: 0.009056640889416032
Position 5395: 0.005973888075921417
Position 1250: 0.0042178127837075065
Position 1634: 0.004133339584859069
Position 936: 0.004082383283525645
Position 309: 0.003579150476942768
Position 211: 0.003433914004545825
Position 270: 0.0027692258860518943
Position 1548: 0.0024451619502560743
Position 1291: 0.002233379732226487
Position 1416: 0.0015044406053412434
Position 565: 0.001408362403774489
Position 395: 0.001387826217477341
Position 692: 0.0010108865526486704
Position 91: 0.0009658548173904814
Position 465: 0.0007898107964173871
Position 249: 0.0007784284191545482
Position 99: 0.0006901584471352523
Position 479: 0.00021148780918665844
Position 68: 9.93705335125766e-07
Position 62: 8.457517624826027e-07
Position 82: 8.080824154594995e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2929: 0.9939238266767818
Position 4384: 0.938466506520812
Position 1481: 0.870666150655064
Position 4647: 0.5653304042856896
Position 5300: 0.45967411835907357
Position 1249: 0.3012356776337745
Position 4612: 0.26027376464478535
Position 5868: 0.2150497927661236
Position 2558: 0.17177980984511093
Position 5350: 0.153426976228583
Position 2009: 0.05770947328946105
Position 671: 0.04215536837179806
Position 2380: 0.03784273309317094
Position 1084: 0.03666314823284069
Position 929: 0.023944772182235508
Position 963: 0.01955605692368234
Position 2098: 0.009056640889416037
Position 5557: 0.00838604448347887
Position 5478: 0.007883312926908474
Position 3091: 0.007499986844089724
Position 856: 0.006191037235045502
Position 3109: 0.004526902553994729
Position 5017: 0.003757789480897753
Position 504: 0.0012873306761310695
Position 149: 0.0008494187571372884
Position 740: 0.0006920059491729907
Position 4227: 0.0006901334029978659
Position 1613: 0.000519497084810198
Position 685: 0.00012003588369117401
Position 691: 0.00010610700239191327
Position 787: 9.07087101816438e-06
Position 595: 2.920958010179538e-06
