Gene = AA986860
index = 81
Annotated 5SS: [ 248 5712 9208]
Annotated 3SS: [ 5525  9026 10352]
SMsplice 5SS: [ 248 9208]
SMsplice 3SS: [ 9026 10352]
top_k =  100
Partition function (log Z): -10.241838260050674

Sorted 5' Splice Sites (High to Low Probability):
Position 248: 0.9938355215965567
Position 9208: 0.5149069006672262
Position 1677: 0.19158511104501588
Position 2470: 0.12327857285435705
Position 5712: 0.06792787787759838
Position 1394: 0.02601105135371325
Position 2891: 0.02543826760716773
Position 3243: 0.008335837572104458
Position 822: 0.005807262609563132
Position 809: 0.004288685866820078
Position 120: 0.002843533235524975
Position 1706: 0.002102207613690794
Position 1224: 0.0019720115465475738
Position 1485: 0.0015809282721410323
Position 1469: 0.0005016622797392956
Position 2285: 0.00045011785900803754
Position 813: 9.796094436820441e-05
Position 39: 4.4845185512059885e-05
Position 345: 3.587570056449571e-05
Position 8: 4.6392385011126835e-06
Position 80: 3.4142068968802124e-06
Position 68: 3.2421966961298916e-06
Position 531: 2.9555861159012797e-06
Position 99: 2.354779329933821e-06
Position 152: 2.259397731425753e-06
Position 135: 6.55360925337599e-07
Position 72: 6.549737706371731e-08
Position 124: 3.1467249738723e-08
Position 82: 2.693747043979836e-08
Position 84: 1.0382267818224375e-08
Position 114: 3.244222368315822e-09
Position 252: 4.0841807769721985e-10
Position 180: 2.76744608951262e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10352: 0.7341530987089407
Position 9026: 0.5414556984563608
Position 1545: 0.19635060451805902
Position 5525: 0.1447396764771971
Position 2148: 0.1237787860687376
Position 5603: 0.0637435484059729
Position 2595: 0.03687316999634784
Position 1292: 0.03173071023167571
Position 3136: 0.021527753760649103
Position 3333: 0.014511147799665301
Position 3719: 0.013713757623859929
Position 2772: 0.011025091040409479
Position 2313: 0.008943097571017248
Position 3436: 0.005107096720233987
Position 5836: 0.004905261703973899
Position 700: 0.004420164922452213
Position 2081: 0.0030823232138900945
Position 723: 0.002005219191759439
Position 3110: 0.0018881588588066287
Position 937: 0.0015699022784707141
Position 1826: 0.0014629087816334261
Position 1122: 0.0007542195181576153
Position 2432: 0.0006179701315529167
Position 2164: 0.00048073334517228995
Position 413: 0.00043927347131993106
Position 1436: 0.00038924402706536727
Position 550: 0.0002625831647248816
Position 1223: 0.0002593050836544251
Position 1074: 0.00013915804016822707
Position 1589: 0.0001258181520607391
Position 1386: 0.00012196340111057632
Position 1592: 0.00010057400124280622
Position 1312: 8.501667324712046e-05
Position 230: 8.153199703350441e-05
Position 509: 6.539201954463239e-05
Position 119: 4.865517699070343e-05
Position 1141: 4.8534402312872144e-05
Position 205: 4.110774378998668e-05
Position 2616: 7.346742584300948e-06
Position 1601: 1.6217869732350586e-06
Position 1512: 1.6124626201809995e-06
Position 1625: 1.3996427320785396e-06
Position 962: 9.239309870102946e-07
Position 893: 5.55016785619873e-07
Position 560: 5.328488648654667e-07
Position 984: 5.229187317765173e-07
Position 566: 4.710900199006426e-07
Position 1200: 4.3178950653628736e-07
Position 208: 2.1575809905629575e-07
