Gene = Qprt
index = 879
Annotated 5SS: [  254 13518 13893]
Annotated 3SS: [12981 13760 13984]
SMsplice 5SS: [  254 13082 13518 13893]
SMsplice 3SS: [12981 13303 13760 13984]
top_k =  100
Partition function (log Z): -10.756974874524666

Sorted 5' Splice Sites (High to Low Probability):
Position 254: 0.9994700975238727
Position 13082: 0.5647065701968919
Position 4074: 0.21814174883503681
Position 5055: 0.15757964578909214
Position 6640: 0.02759023607499931
Position 100: 0.0007949873087480689
Position 93: 0.0004094479869256868
Position 56: 0.00019946103421641449
Position 3833: 0.00011245853675645508
Position 1081: 0.00011019905780917405
Position 1222: 8.446286052222592e-05
Position 3094: 8.376502282233146e-05
Position 526: 5.967006112271887e-05
Position 1095: 4.508460140295694e-05
Position 95: 4.499129890171936e-05
Position 83: 1.6674052076430967e-05
Position 845: 1.2017429717885988e-05
Position 21: 1.0186338222095178e-05
Position 63: 3.867477204423419e-06
Position 7: 2.870855280182806e-06
Position 205: 5.427104713179586e-07
Position 513: 4.2364457198626543e-07
Position 2025: 3.216346398669993e-07
Position 1064: 2.5639741057234797e-07
Position 1286: 2.3202931959187215e-07
Position 235: 2.6338814741429954e-08
Position 263: 2.0777256677387435e-08
Position 202: 1.6342945751365571e-09
Position 274: 1.18866398684168e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 13984: 0.8889456978469731
Position 12981: 0.6569740634092301
Position 3908: 0.18763449892028436
Position 4690: 0.08945193756792642
Position 5015: 0.0691739753407431
Position 3661: 0.034954374962951694
Position 6519: 0.02802488891017324
Position 7038: 0.006357085142919715
Position 323: 0.0010771396339837908
Position 981: 0.001072348705115971
Position 8729: 0.0008942269541716509
Position 352: 0.0007060828713289342
Position 158: 0.0006010467078696613
Position 7672: 0.0005647467908140977
Position 2985: 0.00041617221111125844
Position 4211: 0.00032088266226906314
Position 5193: 0.0002860181562632705
Position 6006: 0.00028397381917008097
Position 170: 0.0002697057073611589
Position 1810: 0.0002460806502123858
Position 4099: 0.00018886074447962205
Position 5394: 0.00018048271520225347
Position 578: 0.00015260076744483757
Position 5475: 0.00013527012413114378
Position 176: 8.295726279579139e-05
Position 4287: 7.674015006160212e-05
Position 3043: 6.053821397501644e-05
Position 618: 5.561540099202292e-05
Position 575: 4.607754154303647e-05
Position 1588: 4.327198807266284e-05
Position 2779: 3.204333073716382e-05
Position 776: 2.750046136971819e-05
Position 389: 2.5010357560227255e-05
Position 1752: 2.3805531790479064e-05
Position 690: 2.1706858373175136e-05
Position 2042: 1.772411262335304e-05
Position 1847: 1.616454894680927e-05
Position 1967: 1.5598618581628034e-05
Position 1599: 1.5377709562650276e-05
Position 517: 7.575284000081926e-06
Position 779: 3.4955956285751113e-07
Position 235: 3.2152427840382914e-08
Position 113: 1.3534254780294959e-08
Position 128: 2.7676405398347054e-09
Position 117: 7.763816070917621e-10
Position 77: 2.6656563266910085e-11
Position 104: 1.0244518389261303e-11
