Gene = Eif3k
index = 370
Annotated 5SS: [ 141 1371 3945 4614 7212 7666 9283]
Annotated 3SS: [ 1271  3823  4538  7144  7587  9156 10375]
SMsplice 5SS: [ 141 1371 6726 7212 7666 9283]
SMsplice 3SS: [ 1271  6635  7144  7587  9156 10375]
top_k =  100
Partition function (log Z): -0.3835327243193434

Sorted 5' Splice Sites (High to Low Probability):
Position 7666: 0.9540884807493776
Position 1371: 0.9362461798697502
Position 7212: 0.9240592046995277
Position 9283: 0.9237225131798745
Position 141: 0.5489800625159357
Position 6726: 0.5262837792698899
Position 131: 0.3033962160984005
Position 3945: 0.2955870793146965
Position 3925: 0.18173171017442058
Position 4614: 0.14525736905129716
Position 8438: 0.12737668698792212
Position 3983: 0.0674917355802812
Position 1496: 0.0637538201302507
Position 112: 0.054434667250812224
Position 601: 0.052739604350409676
Position 7706: 0.01945424660405245
Position 3919: 0.016655034846602565
Position 635: 0.016227358091459435
Position 120: 0.012469283908393245
Position 385: 0.006952785212772546
Position 7687: 0.006694001107186972
Position 9785: 0.006358115035702474
Position 9637: 0.006139571697456917
Position 562: 0.005286602674405694
Position 492: 0.00463866766353197
Position 497: 0.004580949477364884
Position 858: 0.004192155023335503
Position 2875: 0.003825320511292288
Position 250: 0.0018585987053285613
Position 1142: 0.0015372713555451742
Position 299: 0.001457010398169288
Position 240: 0.0011475468935913313
Position 180: 0.0008064061353920062
Position 802: 0.0006604714795767964
Position 2871: 0.0005204023021218313
Position 2076: 0.00019394478106832234
Position 2245: 0.00017495243429716244
Position 3553: 0.00017000562722154432
Position 2133: 0.00011028508615134683
Position 309: 2.4552603961480266e-06
Position 207: 1.6154303649700612e-06
Position 76: 1.3865479270363e-06
Position 260: 1.1087650028030353e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1271: 0.9825366455626717
Position 7587: 0.9793029661611801
Position 9156: 0.9428493592357425
Position 7144: 0.9093746866050593
Position 3823: 0.5608791162928747
Position 10375: 0.5587295109002963
Position 6635: 0.5020088775979973
Position 8274: 0.08399996302939099
Position 9892: 0.08371410392844336
Position 9528: 0.07194287781929862
Position 10222: 0.07075841566529897
Position 4538: 0.06813526222448216
Position 10053: 0.0672433903611257
Position 4562: 0.04264126663196275
Position 9700: 0.04000163744946277
Position 8353: 0.03925405012745035
Position 6488: 0.024274901671892474
Position 4466: 0.02144560735785483
Position 9398: 0.018124660955716375
Position 7065: 0.014684518094468836
Position 9104: 0.013803767850007424
Position 4330: 0.013035232836997406
Position 9405: 0.0126859143910021
Position 9809: 0.012463909943360968
Position 9636: 0.01037476730178136
Position 424: 0.009652786864853782
Position 1242: 0.00901306628279148
Position 10260: 0.008614989901778773
Position 372: 0.0076327298364939865
Position 8567: 0.005958405963395546
Position 8183: 0.005420882578494159
Position 10080: 0.005109451729893498
Position 9111: 0.0044086274898582
Position 8329: 0.0040644364782335875
Position 2808: 0.0034280163354735637
Position 7528: 0.0033128430007179723
Position 1141: 0.0031539958424357884
Position 1199: 0.0025789723786196353
Position 991: 0.0018473385516478377
Position 1161: 0.0015619374571113872
Position 7912: 0.001533093211052778
Position 746: 0.0010367163673404743
Position 1995: 0.00047918230151683183
Position 1402: 0.00045292345963379737
Position 3757: 0.00044811731711434064
Position 309: 0.0004356184293814806
Position 291: 0.00039681443484432824
Position 1207: 0.0003923369159908877
Position 2656: 0.0003885570481550962
Position 2778: 0.00034406957553133555
Position 347: 0.000262143827926834
Position 776: 0.00022189382071503974
Position 461: 0.00019624830101303405
Position 2676: 0.00018507985425412587
Position 3472: 0.00017000562722154422
Position 7442: 0.00016107358144388332
Position 3851: 0.00013832630601226184
Position 7312: 5.163071474609526e-07
Position 1035: 5.4904644070962455e-08
