Gene = Aspdh
index = 145
Annotated 5SS: [ 145  844 1165 1423 1715 1943]
Annotated 3SS: [ 698 1079 1272 1493 1787 2251]
SMsplice 5SS: [ 145  844 1165 1423]
SMsplice 3SS: [ 698 1079 1272 2251]
top_k =  100
Partition function (log Z): -1.0446231572706683

Sorted 5' Splice Sites (High to Low Probability):
Position 1423: 0.9360659902310571
Position 844: 0.8473948472837299
Position 145: 0.6714820754061461
Position 1165: 0.5493559812142725
Position 1185: 0.39121922516455027
Position 1715: 0.2626252362570674
Position 117: 0.22924711844566534
Position 986: 0.08759287370327874
Position 1943: 0.06504745211289759
Position 149: 0.06399449298389506
Position 1599: 0.0471649615314209
Position 91: 0.018100673009920014
Position 1455: 0.012422517017611809
Position 126: 0.008282525282398947
Position 365: 0.004728636434930207
Position 1844: 0.003916495099754615
Position 64: 0.0029726044420370964
Position 1564: 0.0017908388166209478
Position 1728: 0.0012143751460551991
Position 24: 0.0009139548160094347
Position 607: 0.0002763557045998323
Position 592: 0.00019908559198276947
Position 319: 0.00013739163721758528
Position 1273: 2.9414042595672317e-05
Position 1695: 9.278463782344772e-06
Position 105: 2.258971881104871e-06
Position 123: 1.6185243755702824e-06
Position 166: 2.0461381918033767e-07
Position 71: 3.7738428929414446e-08
Position 452: 1.6125667082966035e-08
Position 337: 1.5874899984964655e-08
Position 454: 4.986930946124648e-09
Position 456: 4.78794343459324e-09
Position 277: 4.173615270327433e-09
Position 14: 1.8403226498486095e-09
Position 3: 7.987963533506291e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1079: 0.9214139356509322
Position 1272: 0.8183542882123102
Position 2251: 0.6872952570905937
Position 698: 0.6589620812288756
Position 1493: 0.3789031880780911
Position 1787: 0.17645210667250127
Position 730: 0.0862317973002316
Position 1288: 0.06958075272815523
Position 814: 0.06492792526446732
Position 681: 0.04103824283853224
Position 2041: 0.03120228567442635
Position 980: 0.03039638471273999
Position 535: 0.029905480970593562
Position 2113: 0.027674575810038127
Position 2232: 0.0261190126983986
Position 1309: 0.023476424940725226
Position 703: 0.01805181348912427
Position 1302: 0.017427465211660373
Position 606: 0.014496176274443606
Position 2094: 0.012362873877934947
Position 1871: 0.012080470228604414
Position 645: 0.007694977109000501
Position 1366: 0.007114602914708845
Position 1921: 0.0065361969078952566
Position 1050: 0.004987604478231664
Position 984: 0.004232766911460914
Position 1714: 0.003576254209335292
Position 1669: 0.002947685912887398
Position 1647: 0.0028556620899974623
Position 791: 0.0025721183934479847
Position 1541: 0.002506651939567649
Position 1495: 0.002028195364748105
Position 1185: 0.00200331582942483
Position 843: 0.0016712720464162065
Position 1581: 0.001550481175110965
Position 230: 0.0015039377753093542
Position 1099: 0.0014745156359646093
Position 198: 0.0012832628573163855
Position 1314: 0.0007850643651322865
Position 737: 0.0006473911757457985
Position 928: 0.0004985200450506456
Position 1223: 0.00043039843778558585
Position 1102: 0.00026630580850060906
Position 1015: 0.0002436122284461527
Position 1029: 0.00022413723491402737
Position 336: 0.00010005863975133646
Position 1843: 7.517318992328597e-05
Position 238: 2.5334397703142064e-05
Position 243: 2.850799738460147e-07
Position 301: 1.5255085652256401e-07
Position 305: 9.461819176603138e-08
