Gene = Alg14
index = 109
Annotated 5SS: [  211  6986 28439]
Annotated 3SS: [ 6830 28306 69782]
SMsplice 5SS: [  211  6986 13828 14404 28439 56665 59837 63220 65564 66599]
SMsplice 3SS: [ 6830 13745 14305 28306 56545 59670 63106 65457 66435 69782]
top_k =  100
Partition function (log Z): -44.04494247094939

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.999994081307144
Position 6986: 0.8135860732182203
Position 13828: 0.5649604106895523
Position 691: 0.001156554703370486
Position 3272: 0.0008263025537850919
Position 2536: 0.0006605094878864909
Position 415: 0.0001762119626013038
Position 215: 1.79848561315542e-06
Position 377: 6.277363141692726e-07
Position 49: 1.8309912963190006e-07
Position 117: 2.4499171602184397e-09
Position 179: 1.8616917849975679e-09
Position 198: 1.4246031937360998e-09
Position 19: 1.2039189017189605e-09
Position 147: 9.86812301926568e-10
Position 236: 4.2920902104126466e-10
Position 243: 2.1859443834631783e-10
Position 165: 2.1167625279590708e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6830: 0.8235209500821503
Position 13745: 0.6656961482183893
Position 15956: 0.5649604106895523
Position 13210: 0.2398912690544147
Position 6408: 0.008413453806015124
Position 5404: 0.007250290827965387
Position 7601: 0.0072484638975098175
Position 7217: 0.007014033172809832
Position 3183: 0.00607867787661844
Position 8894: 0.006002256854814356
Position 1080: 0.005073120747260905
Position 551: 0.004248664520049871
Position 2215: 0.0035869418791444198
Position 7403: 0.0030018213499402382
Position 6042: 0.00246131324173384
Position 4143: 0.0021656936623410767
Position 5865: 0.002142190247089166
Position 3691: 0.0019127053514869004
Position 2833: 0.0016006336558921012
Position 6211: 0.0015663622907694387
Position 4812: 0.0015155711033942088
Position 3226: 0.0013295913961017967
Position 5885: 0.001288295544129387
Position 740: 0.0012223040929369151
Position 3776: 0.0011656930428913693
Position 3901: 0.0009984738015321431
Position 294: 0.000936204004787469
Position 5257: 0.0009157246061064633
Position 2392: 0.0008192944111763157
Position 3071: 0.0007578390425459411
Position 1893: 0.0006494101978674129
Position 3153: 0.0006063800667247789
Position 4071: 0.0005802465611123813
Position 4439: 0.000549993544698959
Position 1100: 0.0005047408905462777
Position 2463: 0.0004816557514105118
Position 1275: 0.00047470325116476096
Position 3632: 0.000341158016491183
Position 795: 0.00034024032168634836
Position 1120: 0.00033609734008804864
Position 856: 0.00032509899691109134
Position 1977: 0.0002999570708485413
Position 1339: 0.00026975091272341147
Position 886: 0.00025808486079322387
Position 2625: 0.00019061024054225503
Position 602: 0.00017405154704975846
Position 451: 5.4922753599383465e-05
Position 477: 4.728721187181204e-05
Position 2356: 3.8062601436018985e-05
Position 2467: 3.173436588064573e-05
Position 565: 6.061707458738114e-06
Position 571: 5.715552306061258e-06
Position 303: 3.962777376693816e-06
Position 328: 3.1639516141838287e-06
Position 599: 2.804986967247926e-06
Position 629: 1.7777985959299977e-06
Position 360: 3.5857097972600075e-07
Position 604: 1.5728410536243204e-07
Position 440: 1.209497550109603e-07
Position 364: 3.9276820231699256e-08
Position 410: 2.0199067982452217e-08
