Gene = Ube2m
index = 1158
Annotated 5SS: [ 653 1708 1840 2062 2432]
Annotated 3SS: [1612 1800 1957 2367 2518]
SMsplice 5SS: [ 653 1708 2062 2432]
SMsplice 3SS: [1612 1800 2250 2518]
top_k =  100
Partition function (log Z): -2.4469901044028415

Sorted 5' Splice Sites (High to Low Probability):
Position 1708: 0.9274315235699072
Position 2432: 0.8035757186279643
Position 2062: 0.7782324504063483
Position 1840: 0.41938503856352866
Position 653: 0.33996321255855183
Position 98: 0.3082708861534388
Position 2106: 0.1661066558679356
Position 108: 0.1447917204679088
Position 1861: 0.14417782662127995
Position 2732: 0.11445418205127957
Position 679: 0.08852257554455613
Position 1156: 0.07744649549466968
Position 181: 0.06386884772135729
Position 2661: 0.037720972257139114
Position 1958: 0.026764351038153826
Position 719: 0.022257171467309943
Position 1883: 0.018654099658137652
Position 1690: 0.017161513828943556
Position 733: 0.015618821981548332
Position 2616: 0.012816115599621631
Position 443: 0.011247891809831764
Position 1714: 0.009982352586191286
Position 1058: 0.009329303657180037
Position 450: 0.006593615619557106
Position 2737: 0.006056186909674326
Position 762: 0.005820535626250493
Position 390: 0.004495695995684389
Position 340: 0.004318449764245131
Position 1368: 0.003665784676663802
Position 1697: 0.0025667928058164223
Position 1991: 0.0007829670732185907
Position 659: 5.3251957408855526e-05
Position 728: 4.814732430098346e-05
Position 1016: 2.723704819266041e-05
Position 911: 2.5794304080832705e-05
Position 939: 2.4890539587588638e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 1612: 0.9512014860668891
Position 1800: 0.9496629825373321
Position 2518: 0.9204501109524281
Position 1957: 0.42333882839993
Position 2250: 0.4154880895237191
Position 2367: 0.31967232267947754
Position 2799: 0.19095439197556924
Position 1990: 0.1372736067126646
Position 2183: 0.08113629712684021
Position 570: 0.03477330578719712
Position 567: 0.029961441482012345
Position 2061: 0.025470614812300032
Position 542: 0.02524632809555881
Position 2335: 0.018160091383583616
Position 1953: 0.01758489271581831
Position 2521: 0.010390500404245091
Position 573: 0.0075960823924396325
Position 2273: 0.00735217030796523
Position 1638: 0.005131197311175487
Position 1078: 0.004484335713947487
Position 1996: 0.0041655859845825495
Position 2299: 0.003674056232170444
Position 979: 0.00278151946500563
Position 1652: 0.0018006150765375276
Position 840: 0.0009884018052560882
Position 901: 0.0008734794620761451
Position 1436: 0.000746232920888418
Position 2092: 0.0005562479265671382
Position 339: 0.0004914020153791909
Position 1130: 0.0002475822282633379
Position 576: 0.00024461121202014866
Position 588: 0.00019849109416398135
Position 351: 0.0001617753734609846
