Gene = Lyar
index = 653
Annotated 5SS: [  166  4328  5534  7493  7664 10521 10890 12858]
Annotated 3SS: [ 4156  5418  7384  7579 10090 10802 12771 13520]
SMsplice 5SS: [  166  4328  5534  7493  7664 10890 12858]
SMsplice 3SS: [ 4156  5418  7384  7579 10802 12771 13520]
top_k =  100
Partition function (log Z): 8.382201362887846

Sorted 5' Splice Sites (High to Low Probability):
Position 5534: 0.9984916418515639
Position 12858: 0.9749692973255142
Position 7493: 0.9684215683363717
Position 166: 0.9571816352140078
Position 7664: 0.9207246618662309
Position 10890: 0.9154135779918067
Position 4328: 0.8762497527397192
Position 1713: 0.11582538668062958
Position 2348: 0.10975917314642097
Position 2057: 0.10675012785715955
Position 13623: 0.09225651571903423
Position 7631: 0.07927533813376642
Position 10945: 0.07798642994170699
Position 1648: 0.07334316132939356
Position 9874: 0.07119025275155784
Position 12521: 0.06321492668937546
Position 12499: 0.04980210594748893
Position 11647: 0.04374659910367705
Position 8963: 0.04235527277723724
Position 6434: 0.04048483295353182
Position 10521: 0.025431324562940415
Position 320: 0.0203546986036692
Position 325: 0.016148999351982652
Position 13085: 0.014683606672599244
Position 11426: 0.01449470530393935
Position 13652: 0.011020682069982496
Position 656: 0.006314666830340927
Position 13209: 0.0034176767557870225
Position 1624: 0.003238352695112353
Position 5982: 0.0018595279998618046
Position 1865: 0.0016410925723554183
Position 13638: 0.001624093257982284
Position 9559: 0.001403303343641627
Position 5505: 0.0011073505500271345
Position 8173: 0.0006308899006985701
Position 9959: 0.0006231376200217724
Position 7427: 0.0006146715349693539
Position 8169: 0.0005970816326386554
Position 6707: 0.0005363730400628262
Position 12914: 0.00035702798552147486
Position 6216: 0.0003207333823704928
Position 8967: 0.00030700065680772505
Position 13170: 0.00021260594007915584
Position 7045: 0.00016457869312268988
Position 6504: 0.0001254551028003752
Position 13066: 0.00010848976224416213
Position 13172: 4.515375812191465e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 7579: 0.999999122373087
Position 5418: 0.9995989924015909
Position 10802: 0.9847232957747387
Position 12771: 0.951219397641529
Position 7384: 0.9317098672459144
Position 13520: 0.8992631877459596
Position 4156: 0.8762497527397196
Position 1564: 0.1467027120377967
Position 12409: 0.09985014679292321
Position 1919: 0.09258474370231526
Position 13766: 0.07672429143736918
Position 9716: 0.07181339037157959
Position 2281: 0.0693609340728648
Position 12972: 0.0667142373940565
Position 8874: 0.042662273434044946
Position 11512: 0.042310668953000806
Position 6298: 0.03473273123526598
Position 13527: 0.02916562617694734
Position 2172: 0.028876933151960504
Position 1550: 0.02600521249805425
Position 10090: 0.025431324562940408
Position 12815: 0.024927564098726478
Position 13721: 0.020615463140938633
Position 7473: 0.019523568626693827
Position 7183: 0.01598532343925476
Position 1893: 0.013181384001532813
Position 12359: 0.01316688584394116
Position 1667: 0.01274331140374984
Position 13247: 0.012703570597821642
Position 11229: 0.012496733972364997
Position 2152: 0.01152130592159563
Position 10677: 0.00867671215877427
Position 13771: 0.0075615364686912835
Position 1473: 0.006802268532252933
Position 6342: 0.005875450963440231
Position 12682: 0.005612048964123177
Position 13594: 0.004188225580702044
Position 7107: 0.0018174805594779815
Position 11234: 0.001760917322038946
Position 5842: 0.0015521046258064268
Position 11529: 0.0014359301506762707
Position 9397: 0.001403303343641627
Position 8046: 0.0012279715333372257
Position 1759: 0.001022845082444931
Position 1993: 0.0009840001533114446
Position 6579: 0.0005363730400628265
Position 1349: 0.0003883949905322732
Position 6017: 0.00032283923999649203
Position 11211: 0.00023705400953540263
Position 5891: 0.00022268976711259923
Position 1810: 0.00022200332312811551
Position 6933: 0.00016457869312268988
Position 1503: 0.0001612454095317603
Position 5853: 8.408353280977453e-05
Position 5874: 6.50074133004062e-07
Position 7547: 6.367174292244736e-07
Position 7625: 2.4090948126979733e-07
