Gene = Prune1
index = 864
Annotated 5SS: [  492 13846 16659 18485 19866 22837 24050]
Annotated 3SS: [13752 16455 18299 19706 22741 23890 26648]
SMsplice 5SS: [  492 13559 13846 16659 18485 19866 22837 24050]
SMsplice 3SS: [13462 13752 16545 18388 19706 22741 23890 26648]
top_k =  100
Partition function (log Z): -22.49355947032249

Sorted 5' Splice Sites (High to Low Probability):
Position 492: 0.9594711359899457
Position 1271: 0.09843924557829727
Position 733: 0.0901261665100499
Position 45: 0.05786259605525952
Position 1772: 0.05117920719319273
Position 1766: 0.03173988133082773
Position 804: 0.03163238400653189
Position 551: 0.0025584654099050624
Position 341: 0.0023696561337233435
Position 1095: 0.0012834450779308588
Position 576: 0.0011593059257573258
Position 313: 0.0002188408341293864
Position 347: 0.00019038263442006076
Position 393: 0.00010227828400527027
Position 505: 6.960783578099319e-05
Position 381: 4.986836184093136e-05
Position 30: 2.5036279643847882e-05
Position 70: 1.352728775151918e-05
Position 334: 1.0950034069955304e-05
Position 764: 9.418586318454317e-06
Position 216: 8.123721831067258e-06
Position 28: 4.4967122368784075e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 4118: 0.43933816056018776
Position 888: 0.1413518121874862
Position 8754: 0.12642681242512557
Position 640: 0.12103668796848414
Position 7290: 0.09386769779701318
Position 1159: 0.07366367860326174
Position 1939: 0.05361651914609952
Position 3890: 0.037247947798906555
Position 1666: 0.03189145600545168
Position 5544: 0.030193889205958963
Position 1567: 0.029130609225648824
Position 1708: 0.026187305833827994
Position 1595: 0.023411555072927717
Position 1907: 0.016191505776049844
Position 1185: 0.01616437995961725
Position 373: 0.010596531794584712
Position 764: 0.009879064908420119
Position 1245: 0.006940255539053608
Position 491: 0.0065222167021571145
Position 1211: 0.005998299687923412
Position 470: 0.005520528085013557
Position 2609: 0.00519527441152644
Position 125: 0.00442765417387727
Position 425: 0.003070581911839975
Position 1839: 0.002320553118041283
Position 1800: 0.002146869404648575
Position 697: 0.001301984840765801
Position 596: 0.001167009332615621
Position 380: 0.0006332620615924097
Position 182: 0.0005657111509938242
Position 587: 0.0005646413209039778
Position 238: 0.0005505116279290435
Position 458: 0.0004308921923324134
Position 681: 0.0002688730210430328
Position 617: 0.0002527090443971601
Position 245: 0.00011338154541917913
Position 619: 6.534856872104838e-05
Position 718: 6.253591515707066e-05
Position 732: 6.181114304493342e-05
Position 386: 4.824420935059421e-05
Position 149: 3.312712277607427e-05
Position 647: 3.0927342779201376e-05
Position 334: 2.523140496502865e-05
Position 225: 5.261569191766447e-06
Position 286: 2.8929680752530536e-06
Position 185: 1.0936362186781933e-06
Position 519: 7.224620447602321e-07
