Gene = Iscu
index = 595
Annotated 5SS: [ 197 1629 2581 4102]
Annotated 3SS: [1514 2469 4022 5084]
SMsplice 5SS: [ 197 1629 2581 4102]
SMsplice 3SS: [1514 2469 4022 5084]
top_k =  100
Partition function (log Z): 0.7740068571791459

Sorted 5' Splice Sites (High to Low Probability):
Position 1629: 0.9748071816063302
Position 4102: 0.9480243770401322
Position 2581: 0.9381916828301137
Position 197: 0.5935506818669025
Position 349: 0.37396610893869764
Position 1217: 0.23372511727604642
Position 2068: 0.13826876383468706
Position 4520: 0.11625956360908393
Position 1885: 0.06058780991098134
Position 2044: 0.054237460718251945
Position 4331: 0.051938681461653036
Position 548: 0.04695041077831545
Position 4475: 0.033653489654160554
Position 2566: 0.030045810210139717
Position 1390: 0.01611329090580719
Position 684: 0.014958054353593875
Position 896: 0.013737995059227232
Position 5167: 0.012516387848389314
Position 2656: 0.010242807675692824
Position 343: 0.008259086209222409
Position 2682: 0.005279496364855269
Position 2562: 0.003832584910584384
Position 1296: 0.0037229428430399208
Position 1856: 0.0032426473506550098
Position 2337: 0.002507423117899998
Position 1287: 0.0024651636435177736
Position 215: 0.002196386245462164
Position 1609: 0.0019725547698112317
Position 1251: 0.0018367711276404061
Position 4690: 0.00172566625656542
Position 1640: 0.0013166065267149955
Position 2243: 0.0012781871935095496
Position 1590: 0.0011183335353113816
Position 1947: 0.0009745761003595325
Position 56: 4.045019025095979e-05
Position 312: 3.8450843989814315e-05
Position 121: 1.1605724020761908e-05
Position 314: 4.9046684275138125e-06
Position 302: 2.632058160324741e-06
Position 47: 1.1302227520788104e-06
Position 15: 1.119392533270382e-06
Position 353: 8.367365640444704e-07
Position 166: 6.699523033863097e-07
Position 105: 2.507406116680857e-07
Position 365: 2.2773183593520161e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2469: 0.983026751566876
Position 1514: 0.9353741267623801
Position 5084: 0.8842465600347562
Position 4022: 0.8425681988155778
Position 1772: 0.19388111691402346
Position 1114: 0.16297889241540914
Position 3976: 0.11200230882809871
Position 4399: 0.09226954490861118
Position 4374: 0.08371341749263261
Position 4216: 0.044385494280521375
Position 1454: 0.04332927301107683
Position 1032: 0.04091626558065637
Position 5050: 0.03455144914365124
Position 1922: 0.03163944946054666
Position 520: 0.02951707185408885
Position 1801: 0.02899926060361949
Position 1089: 0.022471707081847717
Position 4717: 0.021826924095513626
Position 4248: 0.01995604451736901
Position 5307: 0.01800774927992109
Position 760: 0.009906342558102294
Position 1325: 0.009590319590047561
Position 1147: 0.008036973037036259
Position 1006: 0.004605808374355668
Position 454: 0.004182828155319872
Position 2275: 0.0038589806658385784
Position 609: 0.003815267477673719
Position 4558: 0.0037093720713747822
Position 475: 0.0035923368588870784
Position 2475: 0.003434850247061196
Position 737: 0.0033285992260729874
Position 4422: 0.0031164663074311153
Position 1281: 0.0028432608043094275
Position 990: 0.00268057757880925
Position 3980: 0.0024517509973762184
Position 952: 0.002288304815025917
Position 1856: 0.0015512224738151222
Position 2155: 0.001278187193509548
Position 1806: 0.0012286009295817328
Position 436: 0.000991099034401117
Position 4176: 0.00030440658487307647
Position 3735: 0.0002627124814724707
Position 3836: 0.00023502702419737898
Position 4237: 0.00012918736106649767
Position 826: 0.0001239956347018159
Position 1373: 9.529215486729295e-05
Position 442: 7.12726516877222e-05
Position 2317: 6.557506449989568e-05
Position 4263: 5.135255741228727e-05
Position 4356: 3.2843186703043234e-05
Position 763: 1.822808215019402e-05
Position 1011: 1.664715560400149e-05
Position 529: 1.5094582512963394e-05
Position 3618: 1.1003466435831107e-05
Position 459: 9.379470064771083e-06
Position 2005: 8.069381331393588e-06
Position 1712: 3.538152016988437e-06
