Gene = Tma7
index = 1086
Annotated 5SS: [261 417 586]
Annotated 3SS: [ 360  497 4161]
SMsplice 5SS: [261 417 586]
SMsplice 3SS: [ 360  497 2291]
top_k =  100
Partition function (log Z): 3.7240104236067997

Sorted 5' Splice Sites (High to Low Probability):
Position 417: 0.9999072964028961
Position 261: 0.9696530410202742
Position 586: 0.935699624875691
Position 799: 0.33607550596321106
Position 834: 0.049610692693230735
Position 611: 0.029591335464472117
Position 4066: 0.026404562861366318
Position 191: 0.022390057800273165
Position 607: 0.02213048936935988
Position 2014: 0.00811649745808312
Position 89: 0.005968871780843127
Position 630: 0.004598928147650264
Position 171: 0.0015857032526898057
Position 125: 0.001019076017571276
Position 225: 0.0004122039135489404
Position 131: 0.00035709350520774684
Position 284: 0.00034902017460737437
Position 590: 9.556319881120428e-05
Position 247: 7.277220602389707e-05
Position 453: 4.058027382982283e-05
Position 200: 9.746589453667564e-06
Position 16: 6.410315556373138e-06
Position 195: 4.740802670936239e-06
Position 62: 4.5483352269034706e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 360: 0.9999321845651564
Position 497: 0.9956610959557998
Position 707: 0.48673399813984736
Position 2291: 0.21484502346500647
Position 4161: 0.17637560221985576
Position 3180: 0.09503470328302566
Position 4022: 0.08266055438206477
Position 4289: 0.04312254480943407
Position 1239: 0.039931633309272
Position 4145: 0.03680746683663157
Position 2550: 0.03141371885391534
Position 4167: 0.030709547797911695
Position 3086: 0.027114143912985278
Position 4466: 0.01788079525894673
Position 1847: 0.015159479908908664
Position 1190: 0.014645226704275672
Position 3396: 0.014480230926950353
Position 744: 0.014147419960233816
Position 2169: 0.0139707418727136
Position 4271: 0.009638536371527305
Position 1642: 0.009198066371914691
Position 1665: 0.008555319375518976
Position 748: 0.007265671371054192
Position 1439: 0.0051469397213717
Position 684: 0.0040807728254952744
Position 501: 0.00393402988034991
Position 2662: 0.0034461054764581235
Position 2439: 0.0025720679513261562
Position 1777: 0.002131546045587249
Position 170: 0.001744920934652705
Position 1938: 0.0016099761754440724
Position 877: 0.0013817691831920084
Position 762: 0.0012904600121893643
Position 714: 0.0005251328903646773
Position 1885: 0.0004621763147452757
Position 506: 0.0001443306794650984
Position 518: 0.000118497944499369
Position 218: 5.272636201339724e-05
Position 527: 3.953564445444492e-05
Position 536: 3.7197114782873246e-05
Position 386: 2.62337251905458e-05
Position 157: 2.4503310257497027e-05
Position 374: 9.980325667598306e-06
Position 260: 6.22421616224156e-06
Position 395: 5.130683771599883e-06
Position 182: 5.025779318169591e-06
Position 371: 3.9441386939498404e-06
Position 239: 3.7314895325581108e-06
Position 515: 3.2266026350533157e-06
Position 392: 2.80841993991841e-06
Position 398: 2.7167142055283003e-06
Position 187: 1.8266832107518805e-06
Position 340: 1.3184511936456249e-06
Position 539: 1.040813942760417e-06
Position 230: 9.386833580784893e-07
Position 530: 7.61342482264138e-07
Position 265: 5.039556472356331e-07
Position 404: 4.994330601073257e-07
Position 149: 4.7345430702552624e-07
Position 313: 3.1606457727886465e-07
Position 195: 2.980707553556825e-07
Position 724: 2.3276470708909217e-07
Position 146: 2.1697675830252551e-07
Position 716: 2.161981412025642e-07
Position 93: 1.4476290928794287e-07
Position 108: 1.439457961413138e-07
Position 129: 1.4606984337073202e-08
