Gene = Atraid
index = 153
Annotated 5SS: [ 122  946 3634 3899 4250 5424]
Annotated 3SS: [ 826 3561 3826 4127 5325 5627]
SMsplice 5SS: [ 122  946 3634 4250]
SMsplice 3SS: [ 826 3561 4127 5984]
top_k =  100
Partition function (log Z): -8.032365036800666

Sorted 5' Splice Sites (High to Low Probability):
Position 946: 0.9376829008144082
Position 122: 0.8214157223688229
Position 4250: 0.7892931026461741
Position 3699: 0.4234734862178315
Position 3634: 0.3803442873973005
Position 3997: 0.21024131309659264
Position 5424: 0.20725964656210905
Position 3899: 0.1279126660549162
Position 678: 0.06084837498357307
Position 156: 0.04575067775796536
Position 5879: 0.023508650588150014
Position 628: 0.017353097886489977
Position 194: 0.013963895632142152
Position 289: 0.013421187123670906
Position 665: 0.010736866149084657
Position 1692: 0.007208898264922235
Position 1395: 0.006785911697404112
Position 592: 0.006733047352614823
Position 430: 0.006724229249338516
Position 849: 0.005677255831155591
Position 166: 0.004531235450681569
Position 2486: 0.0036724211138392613
Position 281: 0.002197841510472969
Position 86: 0.0020942175635833907
Position 618: 0.001540537707858151
Position 271: 0.0013227181591528613
Position 660: 0.0013015374591747756
Position 196: 0.0012192457235182233
Position 541: 0.0011958146288779236
Position 1415: 0.0011826824712484047
Position 134: 0.000799540303274668
Position 200: 0.0006884792612735556
Position 21: 0.0005415698774631113
Position 213: 0.000529024189205849
Position 43: 0.0005021426269496858
Position 52: 0.0004513840372574482
Position 331: 0.00033131823419514157
Position 276: 0.00023748197503785558
Position 273: 0.0002249628591450676
Position 882: 2.524201641217095e-05
Position 1110: 1.7829781835981588e-05
Position 232: 1.1817915880753095e-06
Position 256: 1.1664373099555732e-07
Position 95: 8.15376530606957e-09
Position 31: 4.2585023947693446e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 826: 0.9486442119329808
Position 3561: 0.8186047982887641
Position 4127: 0.7776088267661339
Position 5984: 0.33215445241063174
Position 3826: 0.30186695037541056
Position 5325: 0.18673305878093818
Position 5378: 0.18345172632527096
Position 5708: 0.1550448834753938
Position 4462: 0.14951980200685233
Position 4194: 0.08192510444640444
Position 5627: 0.048606563648271504
Position 3801: 0.021819238256067033
Position 4722: 0.021433662570507647
Position 3887: 0.015063915601306172
Position 4644: 0.014118999260156036
Position 1308: 0.01358094883259233
Position 4898: 0.01268501560310334
Position 3613: 0.012085538854388638
Position 1586: 0.009704699567780674
Position 559: 0.007612358561192585
Position 591: 0.005733034290426503
Position 4322: 0.0038260120930073607
Position 3475: 0.002946950897527112
Position 375: 0.0028119962111919088
Position 797: 0.0022601640658238683
Position 2324: 0.0022371240951345366
Position 3461: 0.0021767614717361863
Position 807: 0.002009611551888397
Position 2361: 0.001435297018704725
Position 530: 0.0008936141210422005
Position 848: 0.0007769541624134968
Position 410: 0.0005579797560403797
Position 385: 0.0005155735393247467
Position 3386: 0.0003888214986522611
Position 213: 9.830477508357229e-05
Position 867: 1.0800360566756784e-05
