Gene = Tex36
index = 1072
Annotated 5SS: [ 191 6955 7753]
Annotated 3SS: [ 6822  7671 14580]
SMsplice 5SS: [ 191 6495 6955]
SMsplice 3SS: [ 6399  6822 14580]
top_k =  100
Partition function (log Z): -11.100822021766737

Sorted 5' Splice Sites (High to Low Probability):
Position 191: 0.9934234436916745
Position 6955: 0.8855288407520318
Position 6495: 0.4828034184286024
Position 6640: 0.2754157818078311
Position 3325: 0.07815419727452148
Position 893: 0.049164807030717864
Position 5538: 0.04090620910396878
Position 6499: 0.0350112833103576
Position 6913: 0.007916987159344479
Position 658: 0.006029470899867939
Position 7753: 0.005542420227622216
Position 7787: 0.005529260555786245
Position 473: 0.00028548767564551286
Position 103: 9.926084109767269e-05
Position 809: 9.608849495742516e-05
Position 283: 9.274654210837899e-05
Position 685: 8.907660275859233e-05
Position 50: 5.4700860803939144e-05
Position 635: 4.7100220812317087e-05
Position 84: 3.4569514157576236e-05
Position 706: 4.218392608066364e-08
Position 117: 8.338362300336715e-09
Position 54: 8.056813979386425e-09
Position 156: 4.579900846118986e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 6399: 0.7991444356614078
Position 6822: 0.7597053159714938
Position 14580: 0.3957964349896966
Position 13480: 0.15926523568343937
Position 13313: 0.15325510813613943
Position 6711: 0.14375522215766146
Position 8650: 0.09464886597428665
Position 7054: 0.05267809999613668
Position 5335: 0.04454991184527815
Position 6752: 0.0422749687702532
Position 805: 0.03880872845163303
Position 7671: 0.0300475299240508
Position 3120: 0.025372883252544325
Position 6882: 0.024766078965458876
Position 3044: 0.02225791782914842
Position 3243: 0.021042842978664142
Position 10159: 0.017329254205360512
Position 9560: 0.01193614112603512
Position 3069: 0.009749934262740451
Position 842: 0.00827737939040873
Position 770: 0.0038523360744074767
Position 7085: 0.002312744899975164
Position 960: 0.0017216458159999611
Position 3479: 0.0012758899553043873
Position 3654: 0.0006955305153986451
Position 286: 0.0006550222026741885
Position 2731: 0.00026061369380017376
Position 2936: 0.00021456393417706163
Position 1566: 0.0001687005994122543
Position 935: 0.0001555821783140079
Position 1207: 9.83015520157864e-05
Position 1026: 5.7155663056325974e-05
Position 545: 3.646970896157568e-05
Position 508: 1.0364636291235712e-05
Position 512: 1.014426898687349e-05
Position 472: 1.0006601024826743e-05
Position 478: 6.062839818322899e-06
Position 502: 3.3439234441113787e-06
Position 571: 3.2922234730266285e-06
Position 576: 3.222391946132709e-06
Position 532: 2.662970211149195e-06
Position 333: 2.1219353224854557e-06
Position 655: 1.5733740099959624e-06
Position 302: 1.438561315928474e-06
Position 519: 1.2461650130256658e-06
Position 517: 9.046060429020557e-07
Position 549: 8.517954232056012e-07
Position 552: 3.412785294193576e-07
Position 364: 2.24259716267011e-07
Position 357: 1.7483364850257886e-07
Position 506: 1.4901885469283334e-07
Position 600: 1.2697734887337231e-07
Position 529: 1.151279106884762e-07
