Gene = 4930558K02Rik
index = 56
Annotated 5SS: [  151 11726 14815 22544 27037 30053]
Annotated 3SS: [11639 14729 22459 26968 29993 37100]
SMsplice 5SS: [  151 11726 20598 22584 27037 27507 37243]
SMsplice 3SS: [11639 20472 22459 26968 27388 37155 37394]
top_k =  100
Partition function (log Z): -17.635488078884993

Sorted 5' Splice Sites (High to Low Probability):
Position 151: 0.9999992070684183
Position 11726: 0.9999206734320021
Position 22584: 0.7763811640490362
Position 22544: 0.12195594642674873
Position 22568: 0.08779183028322476
Position 1052: 2.001132647324838e-05
Position 2240: 1.6603917177440678e-06
Position 1076: 7.450003686759441e-07
Position 45: 3.630640444454885e-07
Position 460: 3.053077385605343e-07
Position 80: 1.0584009547072455e-07
Position 212: 1.0598712025526931e-08
Position 271: 8.121006575706926e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 11639: 0.999972605829927
Position 22459: 0.9998830528356668
Position 26300: 0.6588171650512372
Position 27388: 0.1710679015052057
Position 26173: 0.12844994215931851
Position 23658: 0.01777244575448801
Position 22733: 0.010021486288759084
Position 12256: 3.7620596332469566e-05
Position 946: 8.793249035001133e-06
Position 932: 5.716728541663968e-06
Position 2484: 5.710794408235222e-06
Position 1015: 4.721642744912619e-06
Position 6755: 3.5853654009569273e-06
Position 8062: 3.522112332894441e-06
Position 8176: 2.234993075192524e-06
Position 7139: 2.2190382555268916e-06
Position 2154: 2.040790764008301e-06
Position 3372: 1.5701043266672665e-06
Position 5241: 1.2891101013072392e-06
Position 3512: 1.221188100481283e-06
Position 3142: 9.880956525901823e-07
Position 961: 7.285227651676529e-07
Position 844: 6.616689522023656e-07
Position 5781: 6.333649652557541e-07
Position 1581: 5.970268525023567e-07
Position 4549: 4.671493151777696e-07
Position 966: 4.347016994569258e-07
Position 5391: 4.2827160417730687e-07
Position 3183: 4.1980882582029966e-07
Position 1435: 3.0502063276621026e-07
Position 4199: 2.7755505837035634e-07
Position 4323: 2.2322580618486738e-07
Position 4118: 2.151225538343554e-07
Position 3740: 1.658470206572145e-07
Position 3202: 1.4361747327504476e-07
Position 2729: 1.3483227786120778e-07
Position 1654: 7.862653662398103e-08
Position 585: 5.3416895698572924e-08
Position 1801: 5.00463026989257e-08
Position 555: 3.7146017432412334e-08
Position 2169: 3.6117767678149045e-08
Position 439: 3.145125983565664e-08
Position 800: 1.8900832364624213e-08
Position 2030: 1.2981646319678779e-08
Position 974: 8.667270747476595e-09
Position 851: 7.3167942339756885e-09
Position 1998: 6.368357712142538e-09
Position 864: 5.910229733992994e-09
Position 988: 5.096278303455943e-09
Position 888: 4.71459664899809e-09
Position 691: 4.39578701310026e-09
Position 994: 3.8987002773395577e-10
Position 1020: 3.064239621441771e-10
Position 718: 8.722854442697585e-11
