Gene = Csn2
index = 300
Annotated 5SS: [ 252 1603 2374 2511 3477 3603 5154 5798]
Annotated 3SS: [1539 2349 2489 3452 3557 4628 5752 6676]
SMsplice 5SS: [ 252 1603 3603]
SMsplice 3SS: [1539 3452 4628]
top_k =  100
Partition function (log Z): -5.476703096315534

Sorted 5' Splice Sites (High to Low Probability):
Position 252: 0.6826858248327325
Position 3603: 0.6329942620393317
Position 1603: 0.5230437168834741
Position 267: 0.31309891551449287
Position 966: 0.15416808321508083
Position 3573: 0.14925408212273283
Position 3477: 0.10515312183880124
Position 5154: 0.07206212844932336
Position 1954: 0.05721006104959231
Position 1656: 0.023683670338676185
Position 2511: 0.022160084447415324
Position 1962: 0.01867752553838321
Position 4554: 0.00976479905960655
Position 2374: 0.0053535870219822285
Position 4518: 0.004749836875329926
Position 2256: 0.0032805076216396814
Position 3315: 0.0030278434811168865
Position 870: 0.0018066032443767438
Position 1607: 0.001288395230401039
Position 2283: 0.0010047973733907688
Position 874: 0.000665674433170948
Position 1228: 0.0005928080201707865
Position 828: 0.00032271307856617757
Position 535: 0.0002501567744498688
Position 1352: 0.00011251058503292353
Position 526: 9.637423480809228e-05
Position 1194: 7.900022846028123e-05
Position 53: 1.9469877995020587e-08
Position 271: 3.92874594843463e-09
Position 138: 2.936986706032219e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3452: 0.9677038465962194
Position 1539: 0.5594946514002087
Position 4628: 0.48839575442131583
Position 790: 0.140512306232535
Position 6676: 0.11127482957345225
Position 6125: 0.08335913241471171
Position 1785: 0.07132845763356763
Position 4406: 0.06159650472206562
Position 3756: 0.05998096802423297
Position 4997: 0.044890006117420604
Position 3866: 0.03657414972718862
Position 3557: 0.035472883839024964
Position 5042: 0.030203220099643213
Position 5018: 0.014610924507025556
Position 5752: 0.013407569756373645
Position 2489: 0.01229428867528172
Position 2349: 0.01126655099275711
Position 6649: 0.009708960231460024
Position 3560: 0.008568723065361517
Position 2156: 0.005218518957755739
Position 912: 0.004637894866260285
Position 687: 0.004251447781892697
Position 3158: 0.0030278434811168865
Position 2253: 0.002168025849589458
Position 618: 0.00213645495397825
Position 3517: 0.001252888765387005
Position 2184: 0.0008515919890439902
Position 1098: 0.0006718082486310679
Position 716: 0.0003657857234615784
Position 361: 0.0002915783085605763
Position 857: 0.00027629190390124906
Position 567: 0.00018839332865622975
Position 1225: 0.00013061733821072746
Position 758: 0.00012018292585393891
Position 752: 8.856290573935983e-05
Position 879: 8.664155904361296e-05
Position 874: 8.440716487838161e-05
Position 392: 5.442400852773344e-05
Position 1549: 2.0888024547000026e-05
Position 1329: 1.913375326793011e-05
