Gene = Bcl10
index = 174
Annotated 5SS: [ 254 6433]
Annotated 3SS: [6143 8688]
SMsplice 5SS: [ 254 5633 6433]
SMsplice 3SS: [5493 6143 8688]
top_k =  100
Partition function (log Z): -6.789564363241448

Sorted 5' Splice Sites (High to Low Probability):
Position 254: 0.9354816779610915
Position 6433: 0.9323110402294297
Position 5633: 0.4714197283739465
Position 3347: 0.3957032271672765
Position 8998: 0.1387661146028753
Position 9605: 0.1258560872355702
Position 3595: 0.09881254997014433
Position 1140: 0.08869166756552294
Position 8034: 0.06006109935282221
Position 751: 0.05013737755418434
Position 7425: 0.04493829754948875
Position 8053: 0.028078053237551612
Position 7318: 0.026799432735527734
Position 3057: 0.02549805110837431
Position 2404: 0.017545206484317847
Position 1035: 0.01627996929999918
Position 453: 0.014903117013670916
Position 349: 0.014315886260489515
Position 3026: 0.006537669504088273
Position 71: 0.004151213502962221
Position 2839: 0.0029519216227188155
Position 6469: 0.0011791649366190622
Position 6393: 0.0011331882179577667
Position 440: 7.352584486549882e-05
Position 3305: 7.02515148089994e-06
Position 242: 1.6652245067049026e-06
Position 258: 1.5094552877865101e-06
Position 53: 7.091465566180034e-07
Position 67: 5.381543674478347e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 6143: 0.9539282130928638
Position 8688: 0.727862890246491
Position 5493: 0.47202319833834216
Position 3189: 0.4106626621410603
Position 9455: 0.3070654376212629
Position 7902: 0.08813915259037379
Position 977: 0.08180603493481009
Position 7175: 0.07843988162030213
Position 9276: 0.07136535532581724
Position 9746: 0.061139137283803845
Position 9669: 0.044294019795235444
Position 3524: 0.04205666444539356
Position 2960: 0.024837950997409798
Position 9713: 0.020422930156530923
Position 895: 0.016676014945498845
Position 3194: 0.01610059835207328
Position 3168: 0.013801755176382676
Position 575: 0.011265806487146741
Position 3381: 0.010163143748853822
Position 2281: 0.009433062341877218
Position 2828: 0.007197769615052791
Position 2312: 0.006869228281819162
Position 590: 0.005533754634666236
Position 8122: 0.0033262959897046034
Position 2678: 0.002951921622718813
Position 3124: 0.0027221105415624666
Position 611: 0.002374737072157634
Position 348: 0.0022497109157656775
Position 1049: 0.0015551429009385803
Position 2251: 0.0012429158606214665
Position 796: 0.001232489465507525
Position 6768: 0.0011671511580494268
Position 1023: 0.0006920798350596553
Position 606: 0.0006530857919557241
Position 6109: 0.00021365251691788943
Position 1375: 0.00012977156087359368
Position 1313: 4.098705879617337e-05
