Gene = Sdhd
index = 959
Annotated 5SS: [  75 3265 5052]
Annotated 3SS: [3147 4906 6561]
SMsplice 5SS: [  75 3265]
SMsplice 3SS: [3147 6561]
top_k =  100
Partition function (log Z): -6.845823922497569

Sorted 5' Splice Sites (High to Low Probability):
Position 75: 0.9749454518465184
Position 3265: 0.8245838052361397
Position 3034: 0.5565037723009042
Position 3680: 0.16864952334823544
Position 3224: 0.05286358618070133
Position 4845: 0.0492120230496281
Position 1980: 0.031196570864799992
Position 3013: 0.029661730422728176
Position 1984: 0.028134671202404697
Position 98: 0.020406426997041767
Position 1253: 0.018798932873455812
Position 3229: 0.01576257344174179
Position 5056: 0.013773010398910764
Position 5086: 0.009056653465499753
Position 765: 0.008512593227574219
Position 790: 0.008256076019039106
Position 938: 0.00760161009657699
Position 2238: 0.007333863111684283
Position 4823: 0.003531050218560284
Position 925: 0.0028136163411402143
Position 1145: 0.002523592800916479
Position 80: 0.0022363738463065646
Position 2699: 0.0021083154003305625
Position 918: 0.001899210919396704
Position 2703: 0.0015853221134345236
Position 814: 0.001499903949713083
Position 2178: 0.0014071300186062079
Position 2757: 0.0013221389144252292
Position 628: 0.0006561875725926268
Position 837: 0.0005477900339854438
Position 359: 0.0004617532270130882
Position 280: 2.6079946710624756e-05
Position 156: 2.4095058827407937e-05
Position 222: 8.568879679360503e-06
Position 257: 7.700590641617613e-06
Position 249: 6.614057743727412e-06
Position 303: 2.4118454345133966e-06
Position 134: 2.4057333956391764e-06
Position 267: 2.1496644774409206e-06
Position 306: 2.592755829071506e-07
Position 269: 2.253772050480065e-07
Position 82: 1.675218194364829e-08
Position 29: 1.0423550857954923e-08
Position 47: 7.219062607108315e-09
Position 57: 4.738815815367973e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3147: 0.9808829780616977
Position 6561: 0.497527396786011
Position 2918: 0.3136328597014341
Position 2740: 0.23866980202122234
Position 3497: 0.14454883369226906
Position 4906: 0.1184983461171232
Position 4714: 0.08504542262466118
Position 3556: 0.0435384711707324
Position 3787: 0.04272137958089214
Position 5847: 0.03662280152231896
Position 5893: 0.03639269091853907
Position 1841: 0.03457170348508395
Position 723: 0.030029236597917473
Position 3595: 0.029075176739198735
Position 1890: 0.024372405459782986
Position 5972: 0.020718483350808697
Position 2660: 0.020299048873279275
Position 5763: 0.018988252510343518
Position 2845: 0.018579568555886623
Position 3370: 0.015855100399615876
Position 4265: 0.01408401496036355
Position 3519: 0.013438464374487702
Position 5953: 0.009907534741979454
Position 4022: 0.009662654689850229
Position 2134: 0.008740993130290507
Position 990: 0.008636425563171754
Position 4063: 0.005828014072080819
Position 3113: 0.004963052836687394
Position 1111: 0.003902284063578368
Position 4802: 0.0028214214834264466
Position 4173: 0.0023159288041217307
Position 1017: 0.002292263875012032
Position 655: 0.002145392831554996
Position 4291: 0.0021118841788631466
Position 1075: 0.0018093584947806208
Position 917: 0.0011823042576372066
Position 1186: 0.0009050085213959004
Position 417: 0.0007678037374393045
Position 199: 0.0006453784067818304
Position 3163: 0.0004926085460050641
Position 1915: 0.0003871331223377417
Position 3500: 0.0001729275424132027
Position 1188: 0.00013763114979444972
Position 699: 3.65987443050336e-06
Position 622: 1.707576015344173e-06
