Gene = Hyls1
index = 552
Annotated 5SS: [ 522 1944 6336]
Annotated 3SS: [1892 6220 8293]
SMsplice 5SS: [ 522 5798 6118 6336]
SMsplice 3SS: [5577 5996 6220 8293]
top_k =  100
Partition function (log Z): -7.897406702698027

Sorted 5' Splice Sites (High to Low Probability):
Position 6336: 0.9368322300815675
Position 5798: 0.6949787778006672
Position 522: 0.500568913270604
Position 6118: 0.3957155568080846
Position 353: 0.3819442362108214
Position 397: 0.2854346461360906
Position 95: 0.19509073873549565
Position 731: 0.18502426649393594
Position 636: 0.16449806261710812
Position 5645: 0.1342783809840638
Position 6616: 0.06475062361407515
Position 594: 0.053688423610937674
Position 150: 0.04385988859295704
Position 8613: 0.03729721141670904
Position 8425: 0.02038975204704189
Position 233: 0.016385033455687974
Position 5640: 0.01464361347665168
Position 9152: 0.012885196015377577
Position 314: 0.006051470993253763
Position 8749: 0.004968060971621253
Position 441: 0.0009609004444242855
Position 289: 0.0007777658872708617
Position 420: 0.0007221135721440302
Position 319: 0.0006575113713333957
Position 308: 0.0004332747519691448
Position 104: 0.000338441803498974
Position 333: 0.0002868991676145971
Position 251: 9.568640251221988e-05
Position 173: 8.664936397833506e-05
Position 316: 3.833527956566823e-05
Position 184: 3.30543172947051e-05
Position 195: 3.4219241474206275e-06
Position 189: 1.376850010950918e-06
Position 204: 4.307919805473985e-07
Position 39: 1.4361704170355958e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 6220: 0.9795577455840723
Position 506: 0.7819690426849213
Position 5577: 0.6881946230665373
Position 8293: 0.4587266447960071
Position 5996: 0.3957155568080846
Position 9542: 0.34431675751879987
Position 5524: 0.14946003413384873
Position 6445: 0.11879591652370292
Position 9072: 0.06029006227758179
Position 8541: 0.04707596286597334
Position 8920: 0.03679186476931124
Position 439: 0.03503054335781837
Position 6674: 0.019343136092543338
Position 282: 0.014767531789542975
Position 5542: 0.007838976953533363
Position 6670: 0.0058235198459526336
Position 192: 0.004251101542727778
Position 6419: 0.0023954154783267846
Position 343: 0.0008981116387678676
Position 248: 0.0008906071496596387
Position 1642: 0.0008043541992999318
Position 229: 0.00022623316898645742
Position 1892: 0.00022010944173959593
Position 225: 0.00018508207719436777
Position 313: 8.938844551339937e-05
Position 227: 1.8954699082867545e-05
Position 357: 1.7162511877062814e-05
Position 333: 6.20928673043915e-06
Position 381: 4.8100216353160326e-06
Position 165: 3.51835151454729e-06
Position 370: 3.198709860164841e-06
Position 670: 3.0375691189773256e-06
Position 200: 2.8025202751659327e-06
Position 593: 1.8023879040477024e-06
Position 446: 1.12842822230839e-06
