Gene = Ankmy1
index = 121
Annotated 5SS: [   77   463  3408  6838 14460 16284 16771 18072 19165 21156 21927 23592
 24576 25896 26372 31234 32098]
Annotated 3SS: [  305  3217  6693 13989 16066 16611 17640 18992 21014 21785 23483 24443
 25781 26205 31160 31936 32587]
SMsplice 5SS: [   77  3408  6838 14072 16700 19165 21156 21927 23592 24576 25896 26372]
SMsplice 3SS: [ 3217  6693 13989 16611 18992 21014 21785 23483 24443 25781 26205 31157]
top_k =  100
Partition function (log Z): 13.806900503079275

Sorted 5' Splice Sites (High to Low Probability):
Position 6838: 1.0000000000000044
Position 23592: 0.999937288339281
Position 3408: 0.9993515948122568
Position 21156: 0.9794168252874355
Position 14072: 0.9776160792841629
Position 24576: 0.9679590469561721
Position 21927: 0.956726281131134
Position 25896: 0.9161239169653466
Position 19165: 0.8520745223759627
Position 16700: 0.6892591566862076
Position 26372: 0.6290355236997793
Position 31234: 0.495912424166029
Position 77: 0.3912449015256018
Position 16284: 0.3377946144387483
Position 16771: 0.3107408433137945
Position 18281: 0.24978694035652987
Position 2517: 0.24859086876159528
Position 14460: 0.23382798792841017
Position 463: 0.2210697099440497
Position 188: 0.212747087947553
Position 405: 0.20025601935637227
Position 23997: 0.1947413999304739
Position 26376: 0.1940646095742847
Position 25715: 0.11685850388496859
Position 20106: 0.10893755161853241
Position 19111: 0.09485819240858788
Position 387: 0.07836837279542083
Position 66: 0.07332971370338064
Position 16127: 0.07126227698040784
Position 24789: 0.06009053585621161
Position 18505: 0.04037596014818092
Position 19037: 0.03844382933232401
Position 21600: 0.03754507165783467
Position 21317: 0.035413943511888514
Position 17452: 0.03514348788377374
Position 15034: 0.03283977635400849
Position 22295: 0.03183584196877004
Position 24837: 0.030738856307621458
Position 3764: 0.03031891217220928
Position 21424: 0.027920202109259107
Position 20035: 0.026671334152432898
Position 2668: 0.022408646570938228
Position 21148: 0.019555904885202095
Position 4857: 0.014197239513591729
Position 489: 0.012790437983101796
Position 14122: 0.012483503808702686
Position 1036: 0.0123571552836517
Position 21962: 0.011820410099123808
Position 306: 0.011508292726689488
Position 21386: 0.01136674792902824
Position 26260: 0.010352176674172289
Position 18072: 0.00824256049630063
Position 24808: 0.008178826147983513
Position 22397: 0.005826649088566972
Position 18648: 0.005363165456106073
Position 49: 0.005193142765647867
Position 21283: 0.0049921078309035655
Position 22797: 0.004983378838492071
Position 22737: 0.004930479218463074
Position 14839: 0.004123663266905975
Position 22093: 0.0033780519700304223
Position 922: 0.0016638552545222907
Position 24910: 0.0016043364295732373
Position 268: 0.001501969939737115
Position 1249: 0.0013843131365635685
Position 919: 0.0013250279576914052
Position 21904: 0.0012716178402536896
Position 580: 0.0012357578982910478
Position 498: 0.0010627335479406553
Position 491: 0.0009768995028841265
Position 55: 0.0002600072596115783
Position 3445: 0.00021231641084780453
Position 32: 0.00020612879673030242
Position 123: 9.77586883794533e-05
Position 81: 6.156023164193853e-05
Position 105: 4.993750701127362e-05
Position 3315: 3.8130693196265054e-05
Position 3267: 2.1627422337321817e-05
Position 34: 1.4921135493552672e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 16611: 1.0000000000000022
Position 3217: 0.9995881481220552
Position 18992: 0.9853765441168748
Position 21785: 0.9717914057869153
Position 6693: 0.9560144178413912
Position 23483: 0.9263834905214384
Position 26205: 0.8334748576193998
Position 24443: 0.8309328975292545
Position 13989: 0.8192867656248465
Position 31157: 0.8092261143340139
Position 21014: 0.7119571709368198
Position 16066: 0.33769418043210236
Position 31526: 0.32563651570943125
Position 25781: 0.314920873735017
Position 25627: 0.30636709135847323
Position 2436: 0.2699635971884341
Position 18096: 0.24978694035652974
Position 25765: 0.24243984925415396
Position 21045: 0.1891874977587079
Position 305: 0.18725613243481407
Position 13924: 0.17081281746802046
Position 31502: 0.1702759084565977
Position 20007: 0.12855460317580833
Position 24498: 0.12520307338919967
Position 14306: 0.1220676020756428
Position 23692: 0.11289427625814276
Position 25745: 0.10803575204197456
Position 24736: 0.10216853984480435
Position 14244: 0.07514587761422428
Position 23521: 0.07337864805371568
Position 16011: 0.07136271098705388
Position 30072: 0.06753154662821197
Position 25839: 0.062068235845225694
Position 20980: 0.04781805133471649
Position 18368: 0.04573912560428701
Position 6665: 0.04398558215861338
Position 26608: 0.04136191615849243
Position 23853: 0.03813068601020211
Position 22221: 0.03766249105733701
Position 21258: 0.03540330919667841
Position 21230: 0.03220626606950733
Position 21533: 0.031116401588087664
Position 3658: 0.030318912172209313
Position 30564: 0.028595100558761823
Position 293: 0.027825775683219336
Position 17324: 0.02770339747132751
Position 14984: 0.027209185229180574
Position 21065: 0.02553214944987526
Position 21062: 0.0244778606925184
Position 23760: 0.0237197943777903
Position 26324: 0.01928261902355821
Position 14278: 0.01884036164221147
Position 14268: 0.0152601321690251
Position 21277: 0.01202218525918122
Position 24340: 0.01152042368464826
Position 22650: 0.009913858056955147
Position 14786: 0.009754254391733896
