Gene = Ugdh
index = 1163
Annotated 5SS: [  326  8534 11908 12500 12789 13315 15701 17472 18439 18929 19125]
Annotated 3SS: [ 8364 11805 12298 12590 13166 15605 17340 18304 18836 19013 21885]
SMsplice 5SS: [  326  8534 11908 12500 12789 13115 13315 14888 15701 17472 18439 18929
 19125 19418]
SMsplice 3SS: [ 8364 11805 12298 12590 13012 13190 14809 15605 17340 18304 18836 19013
 19297 21885]
top_k =  100
Partition function (log Z): 8.90745162166493

Sorted 5' Splice Sites (High to Low Probability):
Position 11908: 0.9873132491156639
Position 15701: 0.9804084711084902
Position 19125: 0.9442764556717972
Position 8534: 0.93964960694236
Position 18439: 0.9378949128419644
Position 13315: 0.9285440468861831
Position 17472: 0.9232430632893471
Position 13115: 0.9079563288341113
Position 12500: 0.902988325475688
Position 12789: 0.8677111150812474
Position 14888: 0.8005681734954063
Position 18929: 0.6114910517521086
Position 19418: 0.4795941214411828
Position 326: 0.46904250757472465
Position 369: 0.2903844657529496
Position 241: 0.23576103471332133
Position 17686: 0.1926259872135285
Position 19632: 0.1503180110561189
Position 14180: 0.10189945368146555
Position 19482: 0.10105437848193462
Position 14164: 0.0746423476326967
Position 14931: 0.06189907158246089
Position 2118: 0.06107869914262199
Position 20615: 0.043601112609289686
Position 14748: 0.040674143982878594
Position 16949: 0.031635304179075695
Position 17669: 0.029673932431366148
Position 19558: 0.02660393751585458
Position 16995: 0.02646422430603386
Position 9346: 0.023426522630117474
Position 15132: 0.022644615869336904
Position 12719: 0.02262747245446749
Position 17219: 0.018500027690730867
Position 19099: 0.009475680228245088
Position 22060: 0.00700749717871273
Position 12699: 0.005859023844089578
Position 479: 0.0034811701628435754
Position 13311: 0.0031373466446269743
Position 13380: 0.0025878129665204597
Position 12710: 0.0024185899793378145
Position 13254: 0.002358522559427789
Position 12400: 0.002042004049993675
Position 14772: 0.0017223767991381648
Position 13067: 0.0014675407505735007
Position 13060: 0.000924271129852666
Position 13120: 0.0007280549333634149
Position 13891: 0.0007077915805792707
Position 245: 0.000613094436919271
Position 13295: 0.0005136271052108951
Position 322: 0.00042506673903103937
Position 387: 0.0002926606202093466

Sorted 3' Splice Sites (High to Low Probability):
Position 15605: 0.9803227779298924
Position 8364: 0.9396496069423607
Position 19013: 0.9369367053209272
Position 11805: 0.9326620480314871
Position 18304: 0.9304792388238456
Position 17340: 0.9156765215730893
Position 12590: 0.9036816352570335
Position 21885: 0.8898192518524412
Position 12298: 0.8065686522577732
Position 13190: 0.7847952417713051
Position 19297: 0.7017848545085108
Position 14809: 0.671991561544574
Position 13012: 0.6463173690900852
Position 18836: 0.49347071595665115
Position 14049: 0.17654180131416228
Position 17569: 0.16548845387854516
Position 13046: 0.13203753599597184
Position 12930: 0.12245436673361286
Position 18631: 0.10604325075194988
Position 12388: 0.0916116818312431
Position 14865: 0.09005653468887746
Position 14768: 0.07894437417845616
Position 19503: 0.07734135587872923
Position 13166: 0.07660852987424827
Position 14610: 0.06179137752981559
Position 2011: 0.06107869914262202
Position 11759: 0.05465120108417689
Position 13198: 0.04779109263716479
Position 19481: 0.04738396301316526
Position 20425: 0.043601112609289686
Position 16865: 0.037341920232768604
Position 17588: 0.028786332535661353
Position 18862: 0.02572774805561237
Position 9141: 0.023426522630117453
Position 19932: 0.02179550148501659
Position 17590: 0.020835120020074375
Position 17097: 0.018500027690730867
Position 16794: 0.0180597139533194
Position 14845: 0.012938579244841437
Position 13192: 0.011527392151003752
Position 19557: 0.010831067186652417
Position 13236: 0.009893274063588033
Position 19506: 0.008614454570575206
Position 14972: 0.008306591225672743
Position 17293: 0.00827943585710679
Position 18263: 0.007415674018118783
Position 22695: 0.00700749717871273
Position 17262: 0.006477119069763674
Position 13216: 0.006012488428035353
Position 15101: 0.0034793633169834973
Position 18592: 0.0030647675670099905
Position 16888: 0.0026978942990215494
Position 13080: 0.0026404923306003187
Position 12618: 0.0025609975997392814
Position 12212: 0.002250086077797063
Position 12023: 0.0017223047766247142
Position 12061: 0.001522850963924432
Position 12117: 0.0013547536183188618
Position 13686: 0.0007077915805792705
Position 13230: 0.00037647738984568645
Position 13201: 0.00013685984677755267
Position 15436: 8.569317859728394e-05
