Gene = Flt3l
index = 414
Annotated 5SS: [  54  415  769 1311 2060 2551 4205 4364]
Annotated 3SS: [ 347  654 1256 1915 2405 4019 4294 5000]
SMsplice 5SS: [  54 1311 2551 4205 4364 4766]
SMsplice 3SS: [1256 2405 4019 4318 4451 4865]
top_k =  100
Partition function (log Z): -3.4440074588802574

Sorted 5' Splice Sites (High to Low Probability):
Position 1311: 0.8784068947724168
Position 2551: 0.8257715497579574
Position 4205: 0.8075648774438524
Position 4364: 0.6404219907825136
Position 54: 0.3435200958068389
Position 4766: 0.2751604669565499
Position 2060: 0.27275403983386126
Position 2838: 0.27180310382120354
Position 531: 0.25772847069188065
Position 769: 0.16254934313498784
Position 1344: 0.11754096209650562
Position 415: 0.11212494971877547
Position 4410: 0.09883559005182403
Position 4554: 0.08672681319463398
Position 3010: 0.08526612667952553
Position 1148: 0.06680485197586174
Position 550: 0.06678025432467136
Position 1065: 0.05938273391493737
Position 288: 0.053124600215445954
Position 2856: 0.052462055144913575
Position 280: 0.03576794194627857
Position 2535: 0.03412548881255045
Position 129: 0.029918446904095942
Position 4596: 0.018969925908017674
Position 2173: 0.016640920323082852
Position 3467: 0.014921682950963923
Position 101: 0.011139380973293606
Position 4581: 0.01090084999035883
Position 63: 0.009311432118957552
Position 158: 0.008058920048982208
Position 311: 0.005978387986109857
Position 627: 0.005398200750519014
Position 162: 0.003941173242917547
Position 292: 0.0031475337926916945
Position 432: 0.002187646404678165
Position 2494: 0.0015110466906636505
Position 93: 1.8501097307106306e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 4318: 0.9353536547290405
Position 1256: 0.7894376150737172
Position 4019: 0.7768782136319708
Position 2405: 0.6979958959283525
Position 4865: 0.6597505763805857
Position 4451: 0.4741849354552757
Position 2705: 0.25147673017535893
Position 1915: 0.19710987527525473
Position 2776: 0.14219778564865188
Position 1232: 0.13762213063935055
Position 971: 0.11883751697076843
Position 2435: 0.09576802101228299
Position 1952: 0.07583823852237509
Position 1188: 0.06437191319870897
Position 654: 0.059607823515073384
Position 3960: 0.053582351503226044
Position 2459: 0.037010664779491706
Position 2415: 0.02578091790173039
Position 2930: 0.022276261922405376
Position 347: 0.020135256904546425
Position 359: 0.0191141617005635
Position 4294: 0.0180816252282366
Position 3371: 0.014921682950963912
Position 4710: 0.01357376016511297
Position 2059: 0.011356888590509128
Position 379: 0.009878443557613067
Position 1050: 0.006092964981483621
Position 2334: 0.005608490772843313
Position 1758: 0.005089957768805293
Position 722: 0.003586450510045675
Position 919: 0.0029137927283760076
Position 1307: 0.00048795024771133535
Position 541: 0.0003164438200159939
Position 381: 0.00026263893092008347
Position 530: 8.899195802268277e-05
Position 175: 4.303040017947432e-05
Position 309: 2.647357993279692e-05
Position 197: 3.1466902375366982e-06
Position 178: 2.1470030541622697e-06
Position 118: 1.8295078324001988e-06
