Gene = Bcl2l10
index = 175
Annotated 5SS: [598]
Annotated 3SS: [3252]
SMsplice 5SS: [75]
SMsplice 3SS: [3252]
top_k =  100
Partition function (log Z): -9.532755706868482

Sorted 5' Splice Sites (High to Low Probability):
Position 75: 0.851323166270068
Position 415: 0.06710728923223165
Position 48: 0.05786791612532645
Position 598: 0.02825322390402445
Position 790: 0.021251056950832726
Position 2776: 0.008959451929418312
Position 2892: 0.007619870704005573
Position 119: 0.006862316074487328
Position 2268: 0.005225779170952112
Position 1767: 0.004761460201921624
Position 54: 0.004134455221719724
Position 2001: 0.003481334438086509
Position 79: 0.0033148831034548135
Position 3438: 0.002246248121467125
Position 617: 0.0021211962224970704
Position 1561: 0.001969053849109689
Position 249: 0.0018907707775690427
Position 355: 0.001781180012389377
Position 253: 0.001152891204878559
Position 129: 4.588476662703429e-05
Position 92: 2.2763574577983257e-05
Position 69: 7.326010429819497e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 3252: 0.9147731839430194
Position 2639: 0.03681687477448394
Position 284: 0.034011805219589596
Position 332: 0.013554565212021386
Position 3589: 0.007138223221737936
Position 1717: 0.006952741890946505
Position 529: 0.006408842569309807
Position 3276: 0.00518786307812474
Position 2132: 0.00472207956531179
Position 1623: 0.004381770879887144
Position 2232: 0.004359891757323071
Position 159: 0.00406653045118682
Position 2163: 0.0036307971037985243
Position 913: 0.0035037823550292183
Position 1461: 0.003460479895162349
Position 1837: 0.0027898664319696703
Position 3201: 0.0027823735626699114
Position 3650: 0.0023851841739099323
Position 1233: 0.002237330719177589
Position 2938: 0.001896303117513246
Position 288: 0.0018326202663624055
Position 1159: 0.0017196567936950337
Position 676: 0.001704054904841365
Position 222: 0.001679826825224847
Position 718: 0.0015014730773075615
Position 3425: 0.0013503240423621266
Position 258: 0.0010546546534816977
Position 3004: 0.0010139840242752846
Position 182: 0.0009394749456458844
Position 2199: 0.0007565104393041876
Position 3880: 0.0006637596486231439
Position 2259: 0.0006257091032378249
Position 1193: 0.0005044940355574453
Position 575: 0.00030628654130341714
Position 363: 0.0002896611047706378
Position 143: 0.0002436665356509238
Position 134: 0.00015123046291075565
Position 235: 1.0276846337558244e-06
Position 370: 3.926468172875988e-07
Position 394: 2.2020789620101672e-07
