Gene = Mlec
index = 680
Annotated 5SS: [ 377 7364 7972 8111]
Annotated 3SS: [ 7184  7794  8052 10034]
SMsplice 5SS: [ 377 7364 7724 7972 8111]
SMsplice 3SS: [ 7184  7610  7794  8052 10034]
top_k =  100
Partition function (log Z): -1.0018044047363772

Sorted 5' Splice Sites (High to Low Probability):
Position 7972: 0.9856769016141268
Position 7364: 0.9600577239400764
Position 377: 0.9531689971665849
Position 8111: 0.9094314289329581
Position 7724: 0.8771233470945399
Position 5894: 0.4132708907260688
Position 13257: 0.307523144336899
Position 9790: 0.15105423173304597
Position 13606: 0.11014270054859487
Position 5877: 0.10395378763130289
Position 7683: 0.07862394748438435
Position 1020: 0.07855904584028199
Position 8155: 0.07224505510556438
Position 890: 0.05063209052903252
Position 3089: 0.037495045790040565
Position 367: 0.028288917730163107
Position 5590: 0.023729796338819602
Position 12216: 0.02044040146258012
Position 7286: 0.01966411663987396
Position 1045: 0.018772560144025455
Position 1015: 0.01843176011211817
Position 977: 0.015809863787328196
Position 10261: 0.015765327112314917
Position 12090: 0.014527941494415678
Position 62: 0.014445944433704153
Position 7337: 0.01206004964031002
Position 10145: 0.011728878563301091
Position 9847: 0.010044612527930296
Position 7606: 0.006723379619476177
Position 7258: 0.00563088126866404
Position 7930: 0.005349632899871601
Position 9600: 0.0044432184491263165
Position 8296: 0.0025205792420510595
Position 111: 0.0022855425783228286
Position 7918: 0.0015318027480364508
Position 407: 0.0006025481319497755
Position 727: 0.000541510709138092
Position 7916: 0.0004188264481231993
Position 250: 0.00030289390728491553
Position 233: 0.00030084424665595953
Position 7962: 0.0001511474733441327
Position 8482: 8.291821258165231e-05
Position 325: 6.280109619430648e-05
Position 7327: 1.4950243806224401e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 8052: 0.9890720266254792
Position 7184: 0.9584955749157857
Position 7794: 0.7763095611044742
Position 5793: 0.5172246783573717
Position 7610: 0.46927449202347854
Position 10034: 0.401130835373536
Position 7519: 0.3162466777294968
Position 13133: 0.307523144336899
Position 14260: 0.27065416625339317
Position 9636: 0.16095239605763825
Position 7833: 0.15530402390642956
Position 800: 0.1488357958164449
Position 13463: 0.14514642958420618
Position 11428: 0.13773672660583314
Position 7545: 0.11786657291255839
Position 14583: 0.07846153507899614
Position 7865: 0.051113115769208614
Position 12003: 0.049637418348521214
Position 7587: 0.04918881744512963
Position 7237: 0.03893214681694505
Position 9890: 0.031760927947124595
Position 5294: 0.023729796338819602
Position 777: 0.01804624455124794
Position 2966: 0.01704268478857507
Position 2947: 0.013933388774230407
Position 7418: 0.01083537802197135
Position 8911: 0.008967093029180247
Position 13895: 0.008913442796414402
Position 726: 0.008661559867683251
Position 12449: 0.007441517726486937
Position 2910: 0.006518972227235087
Position 11086: 0.005871520061889164
Position 8585: 0.0057433284065419145
Position 717: 0.005273076773994457
Position 8441: 0.0047733740248300325
Position 7901: 0.004367794677641601
Position 7945: 0.0042229544534627
Position 9846: 0.003835171405313679
Position 9595: 0.0031297414738239927
Position 9396: 0.003021925897629552
Position 9405: 0.0027611235823301896
Position 8820: 0.0016589609133233244
Position 10658: 0.0014683102725635798
Position 539: 0.0013886434034158
Position 7770: 0.0008885081809068317
Position 9575: 0.00013241657696212944
Position 9745: 0.00012934609377653509
Position 8074: 8.458440572841658e-06
Position 8153: 8.958647953237816e-08
Position 8217: 5.148398058887203e-08
Position 8180: 3.201123265709338e-08
Position 8228: 1.688354969962508e-08
