Gene = Cfap161
index = 253
Annotated 5SS: [  139   885  1672  3249 14717 17811]
Annotated 3SS: [  794  1435  3157 14557 17736 18717]
SMsplice 5SS: [ 139  885 1527 3249]
SMsplice 3SS: [  794  1435  3157 15338]
top_k =  100
Partition function (log Z): -9.108593480177499

Sorted 5' Splice Sites (High to Low Probability):
Position 3249: 0.9926496291141936
Position 139: 0.9766595152877972
Position 885: 0.6786389230837158
Position 932: 0.3187533597067673
Position 1672: 0.2543639280481611
Position 10118: 0.07429169244298155
Position 1616: 0.06592405626320073
Position 1847: 0.037650010568336605
Position 2524: 0.023201368193042575
Position 1229: 0.015449792249650039
Position 1557: 0.012118263677514127
Position 399: 0.011155472876706483
Position 2263: 0.011139671942004412
Position 84: 0.004821109156493424
Position 286: 0.0046260851251261025
Position 6671: 0.0013517001695893772
Position 416: 0.0011847419598876245
Position 925: 0.0009982742008584138
Position 427: 0.000883450600053811
Position 965: 0.0003259491205619609
Position 89: 0.000279972799907701
Position 153: 0.00019587140011509505
Position 930: 0.00017308143897493345
Position 671: 0.0001410094371282063
Position 28: 8.441860304629129e-05
Position 82: 6.194841170163932e-05
Position 97: 5.8818523981365836e-05
Position 124: 5.127153938367011e-05
Position 480: 4.392023475087697e-05
Position 1851: 1.0489105077995705e-05
Position 1508: 9.51708961025093e-06
Position 709: 2.136461628804176e-06
Position 201: 2.1174510562247787e-08
Position 26: 6.484654874383238e-09
Position 32: 3.919496575279021e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 794: 0.9528104442289096
Position 3157: 0.9492303731503814
Position 15338: 0.381693114850608
Position 1435: 0.3569640775150223
Position 13096: 0.28797449864438074
Position 12255: 0.17131828302317434
Position 9996: 0.10130109904359744
Position 3078: 0.04477268295493489
Position 752: 0.030738406977989848
Position 6858: 0.02695536430552212
Position 8552: 0.018086880805819973
Position 2414: 0.017514618158304737
Position 2127: 0.014920731807834299
Position 3608: 0.013591121488990415
Position 1137: 0.012311984021274206
Position 8946: 0.01143221028376955
Position 1749: 0.010186191257066308
Position 661: 0.00996697153695638
Position 8037: 0.009477331659484188
Position 7033: 0.005452696206722351
Position 7670: 0.004838926821736408
Position 6358: 0.004593198850433591
Position 6787: 0.004442905938000166
Position 7355: 0.00355937116989616
Position 4634: 0.003407770222180157
Position 5435: 0.0033793772615035474
Position 1175: 0.0030122053316075053
Position 5789: 0.002859992951619706
Position 8067: 0.00272437432953775
Position 6907: 0.0027055021910802196
Position 1650: 0.0026765128130625242
Position 2488: 0.0026255787622730103
Position 709: 0.002527062564349258
Position 4230: 0.0023627744830189536
Position 797: 0.0022873263680467833
Position 6641: 0.0018568819861304808
Position 6081: 0.001779874705789417
Position 5590: 0.001639263849000698
Position 1441: 0.0013415412971488887
Position 1457: 0.0012672351920529536
Position 4373: 0.0011289697171427322
Position 3754: 0.0007581870992185289
Position 3480: 0.000546401197051963
Position 3442: 0.0005107055155351425
Position 816: 0.00047160319174546333
Position 848: 0.0002773051007742461
Position 4215: 0.00025205545266713435
Position 3757: 0.00021166969238244312
Position 3633: 0.00017759416205112251
Position 285: 0.00014690672540469996
Position 726: 5.561211657415105e-05
Position 289: 3.371092698711415e-05
Position 170: 3.107576666124992e-05
Position 1165: 2.77869456196141e-05
Position 224: 2.3651035444738115e-05
Position 2975: 1.514475598331695e-05
Position 353: 1.5106251093935956e-05
Position 308: 8.188714142661182e-06
Position 1160: 5.737089905426788e-06
Position 217: 4.82699656054998e-06
Position 1025: 3.6919494833176333e-06
Position 1508: 2.8300891800593456e-06
Position 821: 2.038427453015385e-06
Position 398: 9.456110398878647e-07
Position 480: 4.897758979569006e-07
Position 663: 4.828479842272854e-07
Position 359: 1.8202472679840447e-09
Position 355: 1.2398333131779184e-09
Position 415: 1.1873407490750714e-09
