Gene = Ppcdc
index = 843
Annotated 5SS: [  46 2699 5213]
Annotated 3SS: [ 2632  5029 41269]
SMsplice 5SS: [   46  2699  5213 19953 25030]
SMsplice 3SS: [ 2632  5029 19823 24860 36605]
top_k =  100
Partition function (log Z): -22.838633671927084

Sorted 5' Splice Sites (High to Low Probability):
Position 2699: 0.966487097395594
Position 5213: 0.9651531676200342
Position 46: 0.6685917422929115
Position 3958: 0.43407424579841786
Position 2118: 0.4334555125120162
Position 5797: 0.3645659635060686
Position 6515: 0.23674758203714893
Position 4853: 0.18851554366551976
Position 443: 0.1811250309633381
Position 2997: 0.1537473965641636
Position 1342: 0.1340351134282115
Position 1002: 0.12856369548800695
Position 2123: 0.1252200693253986
Position 7118: 0.09927677993584562
Position 4010: 0.08532524333284192
Position 298: 0.07681393504262302
Position 92: 0.06542074205848214
Position 2096: 0.06467055304891106
Position 4234: 0.04506507792733662
Position 4117: 0.028116044895644916
Position 5186: 0.0158465905695758
Position 4800: 0.015767952834403076
Position 951: 0.013271600091224488
Position 4199: 0.011887633409351357
Position 3907: 0.0092340402678676
Position 100: 0.008589216908665502
Position 5337: 0.0067039541088467006
Position 6527: 0.005499781296564677
Position 4347: 0.004678530570481567
Position 4270: 0.004462365632512246
Position 2683: 0.003977417422655701
Position 32: 0.003881820073925179
Position 128: 0.001450241924449218
Position 140: 0.0013990127314698817
Position 5826: 0.0011544170259630328
Position 124: 0.0008740893252709695
Position 79: 0.000701240674518286
Position 912: 0.000627753641748053
Position 118: 0.0006163857101861373
Position 174: 0.0004927769521725304
Position 148: 7.287202288417093e-05
Position 4005: 6.787325852261374e-05
Position 4256: 4.0962615760081215e-05
Position 75: 2.2937069606784e-05
Position 134: 1.7117205330266826e-05
Position 82: 1.4964796532737307e-05
Position 162: 3.884199109792213e-07
Position 153: 1.1804587124517635e-07
Position 146: 1.0354802044279315e-07
Position 155: 5.0895638463398e-08
Position 176: 4.46346605239443e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5029: 0.9940574461256318
Position 2632: 0.8614647329082916
Position 1964: 0.6168934262972636
Position 3768: 0.4976794060206076
Position 10072: 0.4204653671323729
Position 5715: 0.3884138919946869
Position 9262: 0.3444063788770144
Position 6300: 0.2637947620583623
Position 4731: 0.19436908282467458
Position 6882: 0.15777246523201854
Position 2918: 0.15331239802226254
Position 1194: 0.132435427650853
Position 2485: 0.10899978190995777
Position 4046: 0.09653192367369044
Position 752: 0.08121099975255731
Position 6386: 0.0591646987805228
Position 755: 0.04406084843606268
Position 11405: 0.03737626796748269
Position 6283: 0.02605427941216538
Position 3952: 0.02519287231601169
Position 246: 0.010825033498773132
Position 4714: 0.009914413675248137
Position 1785: 0.0064527085890609785
Position 3957: 0.005829124321031415
Position 942: 0.005592583254942185
Position 804: 0.0039035441751540164
Position 226: 0.003567356559547955
Position 911: 0.0026461522406509464
Position 1251: 0.0015996857773587431
Position 5551: 0.0005893440785815231
Position 5635: 0.0005720258186050496
Position 2822: 0.00043499854190115174
Position 159: 0.0002462582970773723
Position 139: 0.00011954282020336168
Position 377: 0.00011002766209822649
Position 806: 0.0001096101125135767
Position 314: 5.708653219069235e-05
Position 291: 5.5380229297015506e-05
Position 173: 4.3456946381122075e-05
