Gene = Mospd3
index = 689
Annotated 5SS: [ 303  774 1068 1451 3894]
Annotated 3SS: [ 500  991 1220 3728 3990]
SMsplice 5SS: [ 303  774 1068 1451 3894]
SMsplice 3SS: [ 692  991 1250 3728 3990]
top_k =  100
Partition function (log Z): -2.3072845600050647

Sorted 5' Splice Sites (High to Low Probability):
Position 3894: 0.8980730860381039
Position 774: 0.760919218490325
Position 1451: 0.7214519872161823
Position 303: 0.6667680706184004
Position 1068: 0.6563112658707962
Position 321: 0.2241451691372862
Position 811: 0.1654620280042338
Position 602: 0.12583213824423486
Position 1843: 0.04821871515390322
Position 1727: 0.03782907797360092
Position 156: 0.022832266367513853
Position 1080: 0.017973586254497537
Position 54: 0.015695257567659864
Position 2455: 0.015526615757563292
Position 1182: 0.004631370737322333
Position 145: 0.004289628776924867
Position 326: 0.004021108064998242
Position 606: 0.0039967283763256934
Position 1021: 0.003186174826885605
Position 221: 0.002466312307281703
Position 377: 0.0020876943311885976
Position 3911: 0.0011491822409560016
Position 179: 0.0006034315386720231
Position 237: 0.00010924392676876179
Position 66: 1.968979781957303e-05
Position 183: 3.1155648623759887e-06
Position 78: 1.504244066538952e-06
Position 26: 5.329483366785223e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3990: 0.7999264596372069
Position 3728: 0.7864964741975615
Position 991: 0.6541158749771012
Position 692: 0.589002059262906
Position 1250: 0.42646972093041935
Position 653: 0.32222779927870776
Position 1220: 0.23023310611224335
Position 3779: 0.1464595358567305
Position 4063: 0.1178247089638604
Position 1594: 0.03785151896540218
Position 500: 0.034410995311291
Position 3817: 0.03395741852296043
Position 1608: 0.03252730684916878
Position 533: 0.02205693353320826
Position 1354: 0.018560703845702103
Position 1348: 0.01823229679086353
Position 1003: 0.017740767085985064
Position 2364: 0.016267523364806556
Position 1644: 0.014055549368627376
Position 1266: 0.012920288204968003
Position 404: 0.01099852009580692
Position 1271: 0.010023798846559066
Position 699: 0.0093953000491948
Position 1821: 0.006795604450463035
Position 964: 0.005458662958008145
Position 3417: 0.003929533469166233
Position 561: 0.0038572089136938
Position 1137: 0.003362391523793324
Position 1374: 0.00333811098701813
Position 514: 0.002434261267995604
Position 417: 0.001874764680460546
Position 4067: 0.0018420019021027495
Position 589: 0.0015273613247368536
Position 231: 0.0012209089288573534
Position 1033: 0.0011905522134733214
Position 709: 0.0011204912195629246
Position 260: 0.0010566214325066464
Position 155: 0.0006963737620235212
Position 177: 0.0004422243865124762
Position 3107: 0.00043410568420919863
Position 429: 0.00036665052652305654
Position 160: 0.0002378818139441832
Position 368: 0.00015445057285081023
Position 727: 0.00014971558709091812
Position 445: 0.00010125814130345696
Position 179: 8.752344525801998e-05
Position 376: 7.505683540744576e-05
Position 172: 3.56307983574765e-05
Position 197: 3.0245067324507076e-05
Position 215: 1.0371825303160323e-05
Position 225: 1.0278663307687819e-05
Position 187: 9.297944176295253e-06
