Gene = Slc51b
index = 984
Annotated 5SS: [ 209 7789 9032]
Annotated 3SS: [7667 8940 9953]
SMsplice 5SS: [ 209 7803 9032]
SMsplice 3SS: [7667 8940 9953]
top_k =  100
Partition function (log Z): -6.084107773639962

Sorted 5' Splice Sites (High to Low Probability):
Position 209: 0.9934424745485007
Position 9032: 0.8187003511360484
Position 7803: 0.5433612191472177
Position 7789: 0.43718790036765875
Position 422: 0.228815836206802
Position 5129: 0.19122842983035768
Position 1852: 0.13980435086501003
Position 9380: 0.02100203178578903
Position 10039: 0.011034043222912777
Position 9580: 0.0071160846885028935
Position 7793: 0.004026888886032168
Position 9230: 0.0024974339655959355
Position 202: 0.0002510276519972718
Position 37: 0.00020123055189868352
Position 134: 0.00017587544186088694
Position 213: 0.00016237467336443413
Position 88: 0.00012857447836179964
Position 234: 8.104739062666689e-05
Position 79: 4.1844259719905956e-05
Position 77: 2.8456194835820864e-05
Position 92: 1.4363513861033243e-05
Position 186: 9.37000191803248e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 7667: 0.9852858515081608
Position 9953: 0.9462862188656774
Position 8940: 0.8227763248628992
Position 296: 0.21957592019559596
Position 1749: 0.13110899718832159
Position 4909: 0.07513391238692739
Position 4953: 0.045470782048407446
Position 4978: 0.03900510423661725
Position 9292: 0.029594440598529392
Position 4796: 0.017492515619960316
Position 4871: 0.01504688129550503
Position 9379: 0.01164680059228516
Position 9927: 0.01039286891137034
Position 8604: 0.010099401430576003
Position 9876: 0.010066867345497232
Position 9143: 0.005646623132005962
Position 10135: 0.004724024894960271
Position 1782: 0.004414881341618818
Position 1808: 0.004371853475886911
Position 10143: 0.0025395163374466673
Position 307: 0.0021390497940392134
Position 10215: 0.002017398599472423
Position 10212: 0.0017531033910334318
Position 279: 0.001725572195756757
Position 3783: 0.0003068518992394356
Position 5823: 0.0002550808286110243
Position 2438: 0.00014201646568289623
Position 3095: 5.2957945081967154e-05
Position 746: 5.013040921402457e-05
Position 1023: 4.731038468154383e-05
Position 1178: 3.602322581661993e-05
Position 2891: 3.362742291474864e-05
Position 553: 3.0374085777205194e-05
Position 535: 2.8860136385234362e-05
Position 1270: 1.2523240097900542e-05
Position 310: 3.784900263120207e-07
Position 356: 8.07119382542815e-08
Position 411: 6.134648877499524e-08
Position 318: 1.2494007532701197e-08
Position 372: 4.430453464970639e-09
Position 126: 2.6176708116072225e-09
Position 368: 1.7043456628881794e-09
Position 378: 3.278560531848094e-10
Position 179: 2.081556294631114e-10
Position 320: 1.8587407111512064e-10
