Gene = Noc4l
index = 756
Annotated 5SS: [ 195  407 1105 1739 2106 2306 2473 2884 3083 3346 3614 3885 4086 4352]
Annotated 3SS: [ 285  997 1630 1955 2205 2437 2832 2970 3284 3502 3723 4002 4237 4433]
SMsplice 5SS: [ 195  407 1105 1739 2106 2884 3083 3614 4086 4352]
SMsplice 3SS: [ 285  997 1630 1955 2832 2981 3502 4002 4237 4433]
top_k =  100
Partition function (log Z): 19.983714624989553

Sorted 5' Splice Sites (High to Low Probability):
Position 4086: 0.9971487035196395
Position 1105: 0.9898004215475982
Position 195: 0.9828316266877608
Position 3614: 0.9644787468596423
Position 2106: 0.9485363343763596
Position 407: 0.9431491144016177
Position 4352: 0.9182806528154318
Position 3083: 0.8878433941301792
Position 1739: 0.745566355020521
Position 2884: 0.5978990378326117
Position 3346: 0.4458393836852523
Position 3885: 0.3986165756177347
Position 2306: 0.19853510800889174
Position 2473: 0.17323329611332605
Position 2894: 0.12595758104344218
Position 1875: 0.08248127066027357
Position 4313: 0.025787050623643684
Position 3420: 0.021516335401601847
Position 2061: 0.017407323494916308
Position 1750: 0.013587837069591399
Position 4295: 0.007557045863105477
Position 1099: 0.004992756252086395
Position 228: 0.004834040438197872
Position 3079: 0.0030769840105001655
Position 1841: 0.0022565673627847594
Position 2045: 0.002227008989157048
Position 341: 0.0022078780332738792
Position 411: 0.0016139006939787245
Position 865: 0.001595307530866083
Position 4528: 0.0015558788871035652
Position 968: 0.001484243580368883
Position 430: 0.001463482534617051
Position 4615: 0.001357079478105181
Position 2995: 0.0013437835425291482
Position 366: 0.0008745250059399643
Position 1767: 0.0008450095317979087
Position 453: 0.0008032998066764177
Position 4715: 0.0005844887587127307
Position 4469: 0.00043697739420424326
Position 601: 0.0002401959631696423
Position 587: 0.00013705772023475758
Position 595: 0.00011580824832259399
Position 1150: 0.00011427816553495851
Position 1168: 0.00010886454172166042
Position 940: 7.490595582984893e-05
Position 927: 6.699228301264777e-05
Position 1058: 5.949074561914207e-05
Position 1109: 5.353435342185216e-05
Position 168: 4.989439801166989e-05
Position 148: 2.3493985785065668e-05
Position 1699: 2.235959531219695e-05
Position 170: 1.7540260412706937e-05
Position 186: 1.4784098774485604e-05
Position 151: 4.102924581070363e-06
Position 138: 3.6250095486762757e-06
Position 41: 5.684674056868173e-10
Position 238: 2.2750957584851607e-13
Position 232: 6.092776014377794e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 4433: 0.9910260317014766
Position 997: 0.9699514437225426
Position 3502: 0.9648377500790565
Position 1955: 0.9367790108254089
Position 4237: 0.9262868311503012
Position 4002: 0.923870747793584
Position 285: 0.8784761863866044
Position 1630: 0.8175655587395643
Position 2832: 0.6435572016756849
Position 2981: 0.5479438152445366
Position 3723: 0.3533756293875247
Position 3284: 0.3379293116331498
Position 2970: 0.32210412411045947
Position 2205: 0.19146020251903986
Position 3236: 0.11803754490711593
Position 3877: 0.08843176577066612
Position 2352: 0.0823799645197934
Position 2608: 0.0454693033007115
Position 2437: 0.042554432697206504
Position 2587: 0.02608743501622779
Position 2642: 0.024524191624297496
Position 291: 0.023875082925509505
Position 1959: 0.02300527792177421
Position 1737: 0.02045574638062603
Position 3953: 0.016131359383809614
Position 2356: 0.01577015726487999
Position 1005: 0.015764298155931077
Position 1910: 0.014229940035126573
Position 2298: 0.012751802621536804
Position 329: 0.012641577608617009
Position 4181: 0.011284522475668933
Position 300: 0.010239580805303225
Position 3181: 0.009039562039723122
Position 3217: 0.008701267225647012
Position 4249: 0.008375330032363789
Position 4445: 0.007833676047314594
Position 1845: 0.006560751648307092
Position 1593: 0.006404264573129792
Position 767: 0.006138230884895898
Position 294: 0.005099090414104381
Position 2189: 0.004931934100799444
Position 4709: 0.00449022801062052
Position 4004: 0.003946549328027116
Position 2142: 0.003873044697023239
Position 2529: 0.003564999470823815
Position 4294: 0.0031012697017810844
Position 2615: 0.0028697101165214996
Position 313: 0.0027405820341786257
Position 835: 0.002548246864736234
Position 354: 0.002302036808282065
Position 3840: 0.0020896637791813994
Position 1996: 0.0018471397275086068
Position 3242: 0.0014421486095524925
Position 828: 0.001398787596990258
Position 316: 0.0013858014610646206
Position 4162: 0.0013508358096459886
Position 2269: 0.0013423007698016543
Position 3382: 0.0009924052792533878
Position 1965: 0.0008782318352275518
Position 309: 0.0008221577681251788
Position 1098: 0.0007472964355389295
Position 882: 0.0006895746598507081
Position 4895: 0.00058448875871273
Position 2060: 0.00044834352530142164
Position 2255: 0.00044787006516544005
Position 2021: 0.0003668822911481647
Position 474: 0.00031840283194502
Position 361: 0.00030863598839055346
Position 889: 0.0002880182732269705
Position 1052: 0.0002816084243337726
Position 1666: 0.00026070087910786793
Position 859: 0.0002531276990296056
Position 1026: 0.0002418914825365576
Position 1600: 0.0001967325103512561
Position 1398: 0.00017589396611614226
Position 505: 0.0001438506024768182
Position 1069: 4.8270756450327694e-05
Position 545: 3.080849730515565e-05
Position 1645: 3.117354960471566e-06
Position 1657: 2.906129121472826e-06
Position 1538: 2.8824031163091357e-06
Position 1571: 2.6606407952203872e-06
Position 1451: 7.19580995251392e-07
Position 386: 3.457321508871968e-07
Position 363: 2.220547065914617e-07
Position 391: 7.489107589303807e-09
Position 227: 9.320896408872998e-10
Position 406: 4.3969643536084656e-10
