Gene = 4931406C07Rik
index = 61
Annotated 5SS: [  235  5082  8606 11763 12017 14449 15782 19093]
Annotated 3SS: [ 4934  8506 11688 11914 14271 15631 18975 21456]
SMsplice 5SS: [  235   412  5082 14449 15782 18419 19093]
SMsplice 3SS: [  318  4934 14271 15631 18333 18975 21997]
top_k =  100
Partition function (log Z): -0.5402381190643206

Sorted 5' Splice Sites (High to Low Probability):
Position 15782: 0.9979796779892078
Position 235: 0.9929706997041272
Position 412: 0.9704276970733459
Position 19093: 0.9472766371472732
Position 14449: 0.8670216012643056
Position 18419: 0.6906620012734809
Position 11290: 0.6640444957899987
Position 5082: 0.5702421510230402
Position 3651: 0.5534089024320781
Position 5037: 0.42975784897696123
Position 12017: 0.15187779722283767
Position 4061: 0.08054044362419535
Position 9928: 0.0742315280199749
Position 14701: 0.03843285724903488
Position 14429: 0.03671703993826462
Position 18008: 0.03413266180349717
Position 21646: 0.026033945958765823
Position 19060: 0.010344917513907037
Position 21656: 0.006999612025398139
Position 249: 0.0038917018520979625
Position 245: 0.002507751261076766
Position 239: 0.0004930471326371892
Position 261: 8.42449667460513e-05
Position 75: 1.2480674512535314e-05
Position 270: 1.1048807346885241e-05
Position 255: 1.0416419567512818e-05
Position 149: 7.4859839298871235e-06
Position 177: 5.126579455359856e-06
Position 120: 3.6527616182223016e-06
Position 294: 2.3438568855143645e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 15631: 0.9979796779892078
Position 18975: 0.9694210884060204
Position 318: 0.9484842143191042
Position 4934: 0.9402975152699714
Position 14271: 0.9037386412025701
Position 11196: 0.6640444957899987
Position 18333: 0.5473255121816262
Position 3478: 0.385934554476449
Position 21997: 0.3730329935895449
Position 21456: 0.24902343480681835
Position 11914: 0.15187779722283767
Position 3520: 0.10116104902631048
Position 18373: 0.07817124751665996
Position 22820: 0.07497220591868038
Position 9835: 0.07423152801997489
Position 3927: 0.07163377332606946
Position 22475: 0.06905285468050279
Position 3566: 0.06631329892931866
Position 18156: 0.06516524157519475
Position 4907: 0.05970248473003022
Position 20159: 0.05956917803136936
Position 22783: 0.03993161580309893
Position 14528: 0.03843285724903488
Position 18940: 0.027286028519255448
Position 21494: 0.026615114234535768
Position 20191: 0.016987098334528706
Position 17901: 0.016316244587655265
Position 20760: 0.015631608404979794
Position 17950: 0.013072177239365535
Position 22030: 0.012612421076441432
Position 320: 0.011691946776369935
Position 19620: 0.00919150791394762
Position 19589: 0.008984497368183476
Position 22900: 0.008918168291985941
Position 3759: 0.008906670298125889
Position 21129: 0.007715445707352223
Position 22517: 0.00728287406716334
Position 20105: 0.007099358031729489
Position 340: 0.006020532762272814
Position 17881: 0.0047442399764763684
Position 21168: 0.004034736384480668
Position 18982: 0.003292883074724985
Position 327: 0.0021387777713045095
Position 367: 0.00209222544429424
