Gene = Leo1
index = 632
Annotated 5SS: [  100  4458  5671  6861  7967  9037 13183 14240 15658 16726 19568]
Annotated 3SS: [ 3698  5565  6765  7820  8951 13087 14104 15521 16538 19469 24657]
SMsplice 5SS: [  100  3792  4458  5671  6861  7967  9037 13183 14240 15658 16726 19568]
SMsplice 3SS: [ 3698  4351  5565  6765  7820  8951 13087 14121 15521 16538 19469 24657]
top_k =  100
Partition function (log Z): 30.678080127731423

Sorted 5' Splice Sites (High to Low Probability):
Position 9037: 1.0000000000000038
Position 15658: 0.9999999999999986
Position 16726: 0.9999999772900996
Position 19568: 0.999961996492673
Position 13183: 0.9955063524912449
Position 3792: 0.987339809937888
Position 7967: 0.9741899691339023
Position 6861: 0.9555013424030967
Position 100: 0.9451395914471485
Position 5671: 0.9132812685648793
Position 4458: 0.7562540224739409
Position 14240: 0.6801095998887459
Position 22618: 0.5629629678338591
Position 4006: 0.41040058513162986
Position 10066: 0.233572788319248
Position 4431: 0.19582062138488376
Position 24084: 0.184196414759623
Position 12914: 0.18001669063831824
Position 24092: 0.16135244921540678
Position 20411: 0.10835665281943253
Position 20903: 0.09736261233477639
Position 24088: 0.0888320055986674
Position 5661: 0.08496105875223461
Position 7284: 0.08010152490832825
Position 5985: 0.07073936107968096
Position 425: 0.06155586464987406
Position 10019: 0.056358610903525
Position 16249: 0.05593933666252702
Position 7184: 0.055216356970740316
Position 5433: 0.04777197465076695
Position 14191: 0.04772169038257469
Position 3195: 0.046008076154454194
Position 5200: 0.04536035040875629
Position 580: 0.04102377982559255
Position 3154: 0.039592824275997265
Position 18469: 0.038093504190691026
Position 15130: 0.03672597046057621
Position 16134: 0.032182642999991413
Position 1383: 0.02316623485307727
Position 8797: 0.02127323466805038
Position 13958: 0.020545719713912267
Position 4863: 0.02031523608843796
Position 16025: 0.013665779244737535
Position 15388: 0.013563091921106912
Position 3332: 0.012833435907164919
Position 5996: 0.012441833843918672
Position 24048: 0.011279980516466994
Position 13862: 0.01078119785146461
Position 13703: 0.010571778205573779
Position 3274: 0.009730763193042452
Position 17984: 0.006145453247500503
Position 19992: 0.0045955801650631465
Position 13187: 0.00449364750875607
Position 24723: 0.0036283002024677085
Position 7204: 0.0026989253112682716
Position 16083: 0.0024054942972431014
Position 2331: 0.0021134450212528222
Position 5695: 0.0017576726828864011
Position 19957: 0.0017142729380562622
Position 20065: 0.0012497178923761105
Position 19534: 1.115730783606009e-05
Position 19720: 1.7082308322822342e-06
Position 242: 3.868650199791149e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5565: 0.9999908254418635
Position 19469: 0.9958758282897637
Position 13087: 0.995027581277497
Position 15521: 0.9141383091748323
Position 16538: 0.902789868363559
Position 6765: 0.8567433317252845
Position 24657: 0.8477978892509752
Position 7820: 0.7673707232866978
Position 8951: 0.6086677474267433
Position 23964: 0.5113077630198718
Position 3698: 0.4935909276250409
Position 22463: 0.4929205998631671
Position 3630: 0.48257870499565525
Position 4351: 0.3756045029858435
Position 14121: 0.3465533186642886
Position 4324: 0.3448530243688552
Position 14104: 0.29768980488277247
Position 8967: 0.28397460304410804
Position 7792: 0.14727396404487372
Position 4321: 0.14591481410110277
Position 3893: 0.1278434854571956
Position 3110: 0.108165099530659
Position 12865: 0.10353556572675217
Position 8928: 0.1025602247516003
Position 20166: 0.09986317739618569
Position 7157: 0.09618183021963904
Position 22411: 0.09509558506417667
Position 3900: 0.0937419997765564
Position 16570: 0.09191543292784005
Position 15574: 0.08146311612797626
Position 12685: 0.08145354363407288
Position 14159: 0.0756644284703982
Position 3864: 0.07378070721545946
Position 3931: 0.07317839296719719
Position 9975: 0.07140417507415454
Position 5832: 0.07064107284354086
Position 9880: 0.07045939666365962
Position 6658: 0.062233717468655955
Position 20801: 0.06123383932073727
Position 7841: 0.05954528180233109
Position 4267: 0.05657729333263646
Position 9968: 0.054370521551933185
Position 9768: 0.052864650411818134
Position 5305: 0.047781149208904555
Position 16114: 0.044640823032297765
Position 18227: 0.038093504190691026
Position 14984: 0.03672597046057624
Position 7011: 0.03585805768983184
Position 22777: 0.031547373920873804
Position 13735: 0.029196804545034406
Position 15868: 0.028202048254903446
Position 9902: 0.02698746612214546
Position 179: 0.025204518193019127
Position 8649: 0.02256963821813303
Position 20703: 0.021587599013701796
Position 1249: 0.020171478088018946
Position 20269: 0.018891188744564923
Position 5029: 0.018453598557209648
Position 5003: 0.016982236461824358
Position 3870: 0.016053799630722253
Position 19796: 0.015860371447922364
Position 6607: 0.015041862186301394
Position 4731: 0.014254393661537572
Position 15865: 0.013945377456889162
Position 6635: 0.013914267029128208
Position 10018: 0.013845189399061916
Position 15241: 0.013563091921106912
Position 3958: 0.013142010022389725
Position 495: 0.011890513056095056
Position 20838: 0.011767357476100136
Position 4120: 0.01118639420067665
Position 13504: 0.010571778205573779
Position 3733: 0.010472703986667633
Position 5059: 0.00992451538972232
Position 4318: 0.009394431105485069
Position 4345: 0.008419730867692638
Position 14185: 0.00784749695060007
Position 6577: 0.007228049500658477
Position 3582: 0.007088974237436707
Position 5786: 0.00689844161809873
Position 3753: 0.006268689155196202
Position 17797: 0.006101487440640142
Position 4768: 0.0059998135889438075
Position 16157: 0.005955325751419643
Position 7055: 0.0058689880870968925
Position 16577: 0.005294675998698357
Position 15535: 0.004398574697191337
Position 16183: 0.004343303593457377
Position 20064: 0.004325148767315252
Position 19471: 0.00409903374158061
Position 478: 0.0038881845344370626
Position 24892: 0.0036283002024677085
Position 16129: 0.003231772481535407
Position 21201: 0.0031967518021560493
Position 1311: 0.002994756765058282
Position 5842: 0.0029078736754222425
Position 20714: 0.00277381652423719
Position 5740: 0.002733806786537901
Position 20303: 0.0026991665361193727
Position 15959: 0.0023189706182475257
Position 262: 0.002271095693192754
Position 2222: 0.002113445021252825
Position 321: 0.0019348760398764017
Position 8855: 0.0018642682192226293
Position 8831: 0.0016367530082470004
Position 13865: 0.0010620992164512171
Position 510: 0.0009606379969660162
Position 221: 0.0009554248465267421
Position 15943: 0.0007795607746369541
Position 16049: 0.0007760712411117958
Position 13835: 0.0005875124257613549
Position 13753: 0.0004805013781298823
Position 20320: 0.0004280175012599007
Position 443: 0.00033019850598669414
Position 293: 0.00028417392153768197
Position 19979: 0.000281701655649742
Position 19882: 0.0002327146198814474
Position 6443: 0.0001934427220529243
Position 6465: 0.0001466717710157647
Position 4165: 0.0001244057080079239
Position 7026: 0.00010793119376931049
Position 19800: 9.259214883041953e-05
Position 13932: 7.624130326128646e-05
Position 4710: 6.102883795656917e-05
Position 17860: 4.396580686036119e-05
Position 4005: 4.7188524475852185e-08
