Gene = Fpgt
index = 415
Annotated 5SS: [ 105 2013 3292]
Annotated 3SS: [1844 3198 5333]
SMsplice 5SS: [105]
SMsplice 3SS: [1844]
top_k =  100
Partition function (log Z): -10.683295036060146

Sorted 5' Splice Sites (High to Low Probability):
Position 105: 0.7072984562029897
Position 2013: 0.5234614142387494
Position 469: 0.29591278493820317
Position 5523: 0.2675042374200509
Position 3292: 0.17532956117235757
Position 2765: 0.13219955438458156
Position 1653: 0.05294722881117298
Position 1258: 0.0489517235208201
Position 289: 0.010583119342634253
Position 1405: 0.010092100612519564
Position 493: 0.00826389672858098
Position 1129: 0.003622218081127522
Position 204: 0.001637046938427387
Position 523: 0.001560213686906883
Position 15: 0.0014613556588566202
Position 1629: 0.0012483620862454665
Position 1744: 0.0012091001149391659
Position 195: 0.0007925264686524233
Position 480: 0.0007891004922369685
Position 178: 0.0007635535022176534
Position 311: 0.0005802289476411402
Position 1691: 0.00046625870350690886
Position 1695: 0.0004016577863598254
Position 333: 0.00037929671143137523
Position 998: 0.00034640593610986566
Position 1253: 0.00018911984060609563
Position 255: 3.677344188249965e-05
Position 123: 1.0158140911124418e-05
Position 275: 4.680092335338625e-06
Position 330: 3.6856415696273133e-06
Position 9: 2.376073424753124e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1844: 0.7300522644110353
Position 5333: 0.5136395688035631
Position 3198: 0.23735451239665192
Position 5625: 0.15014084751444257
Position 2489: 0.07945212290438894
Position 6491: 0.07718597463467204
Position 3605: 0.07241630210215767
Position 1500: 0.058852117503314545
Position 2615: 0.04664012735529951
Position 1160: 0.04370059546136186
Position 7077: 0.04017741527093635
Position 394: 0.03466148736030626
Position 2524: 0.03082289882870319
Position 4396: 0.030561360309911693
Position 4200: 0.02553321042544926
Position 3461: 0.016147075840579065
Position 2390: 0.009558717743013721
Position 4547: 0.00928158284861102
Position 3893: 0.007999094186325478
Position 3160: 0.007037773703529494
Position 1284: 0.005266765716255649
Position 3035: 0.005026791448170479
Position 2257: 0.003732523232756887
Position 2090: 0.0022208339683093188
Position 1119: 0.0019039858503781138
Position 214: 0.001770529779938749
Position 865: 0.0016956108909005274
Position 1129: 0.0008677984523010106
Position 1163: 0.0008668497421541823
Position 1091: 0.0006662528698613108
Position 330: 0.000648962737042892
Position 1048: 0.0005569601403102545
Position 272: 0.0005217387009455018
Position 261: 0.00024263540279822546
Position 1781: 0.00022876630098389984
Position 909: 0.00022485072290936853
Position 171: 0.0001865395316764833
Position 1021: 0.00017413049322846465
Position 833: 1.1196273458432779e-05
Position 868: 1.0921278213513977e-05
Position 1066: 8.502581203167005e-06
