Gene = Nadsyn1
index = 731
Annotated 5SS: [  183  1670  3749  6668  7256  9452 10079 10352 11673 14050 14857 15455
 15962 16927 18828 19646 23051 23801 24387 25017]
Annotated 3SS: [ 1608  3631  6613  7165  9399  9989 10233 11540 13974 14731 15405 15858
 16757 18691 19538 22918 23730 24257 24839 26784]
SMsplice 5SS: [  183  1719  3749  6668  7256  9569 10352 11673 14050 14857 15455 15962
 16927 18828 19646 23051 23801 24387 25017]
SMsplice 3SS: [ 1608  3631  6613  7165  9399 10233 11540 13974 14731 15405 15858 16757
 18691 19538 22918 23730 24257 24839 26784]
top_k =  100
Partition function (log Z): 30.49879919724926

Sorted 5' Splice Sites (High to Low Probability):
Position 23051: 1.000000000000002
Position 7256: 1.0000000000000013
Position 3749: 0.9990106666403246
Position 14050: 0.9857833351733866
Position 15455: 0.953023798990082
Position 19646: 0.9133647608916506
Position 24387: 0.8774123102675598
Position 25017: 0.8473158493947579
Position 10352: 0.8447612978571981
Position 11673: 0.8205048556386745
Position 14857: 0.7937260132968194
Position 1719: 0.6967732618671852
Position 23801: 0.6859455487969633
Position 183: 0.6634471645138537
Position 6668: 0.6488834448443289
Position 18828: 0.6305652431495914
Position 16927: 0.6234475425033783
Position 9569: 0.5433330659396497
Position 15962: 0.5007304226360443
Position 5612: 0.42119107189200977
Position 18877: 0.36943475685040905
Position 2119: 0.34556098261054596
Position 6672: 0.32433782495666197
Position 10079: 0.25330914466095295
Position 10708: 0.22809588720281748
Position 599: 0.22184441333269417
Position 9864: 0.19270344864199218
Position 9537: 0.17119681178875912
Position 10331: 0.15523870214280083
Position 7878: 0.14641038457475314
Position 16565: 0.14401934836697866
Position 14741: 0.14167219143962761
Position 1670: 0.12458345072197771
Position 315: 0.11899083958432333
Position 11160: 0.10384371121035751
Position 22740: 0.10123847201817386
Position 11719: 0.09995498809578163
Position 2441: 0.0987940705112701
Position 9934: 0.09652097098282784
Position 18542: 0.09004146766709208
Position 19106: 0.08741724149286771
Position 21140: 0.08615400875092918
Position 24950: 0.08541918672094322
Position 15966: 0.08513205144725877
Position 20068: 0.07704278607761703
Position 9452: 0.07129360673490322
Position 305: 0.0661589879257457
Position 14783: 0.06460179526355436
Position 648: 0.06406267007420577
Position 4122: 0.05694206619818406
Position 4334: 0.05278903830283853
Position 12424: 0.045460154734520586
Position 10995: 0.044331672584925874
Position 9814: 0.04415932193160737
Position 2234: 0.04245984810659949
Position 9836: 0.04164902805806207
Position 7863: 0.040398120468920974
Position 1392: 0.038830703248491416
Position 2429: 0.03443817987795003
Position 21469: 0.033650097850489065
Position 16973: 0.03251870794615157
Position 4458: 0.030528906360238958
Position 4970: 0.02992845665880967
Position 5571: 0.022249500263946852
Position 232: 0.021687257314759775
Position 9894: 0.021418644915722408
Position 433: 0.020098198765484222
Position 11259: 0.01714470157017063
Position 25974: 0.016517096450404917
Position 14107: 0.01416069602536395
Position 23548: 0.012357453732962684
Position 19988: 0.009956200131977153
Position 2399: 0.009043363971386133
Position 9853: 0.007479261645092869
Position 16352: 0.007473830682723959
Position 8923: 0.006966316798123186
Position 26018: 0.006597216296485117
Position 25885: 0.006292951310429885
Position 8820: 0.004505424584302584
Position 2222: 0.004492950646651328
Position 8788: 0.004200645373224032
Position 15505: 0.004122814581742896
Position 1997: 0.0035206373220840748
Position 9492: 0.003395467671430016
