Gene = Arpin
index = 142
Annotated 5SS: [ 207 3557 5787 7188 7734]
Annotated 3SS: [3480 5653 6980 7569 8508]
SMsplice 5SS: [ 207 3557 5700 7734]
SMsplice 3SS: [3480 5653 7569 8508]
top_k =  100
Partition function (log Z): -1.730210136883685

Sorted 5' Splice Sites (High to Low Probability):
Position 3557: 0.9609135187627477
Position 7734: 0.918800395651219
Position 207: 0.8780320386640943
Position 5700: 0.4031894654313958
Position 3380: 0.34662448705938687
Position 1534: 0.3154163780052494
Position 5756: 0.2104731297987609
Position 5787: 0.182956654203043
Position 5447: 0.17419936193703153
Position 4054: 0.10428676223336505
Position 326: 0.08779686847366137
Position 5546: 0.07518411078970752
Position 7188: 0.048222564296876706
Position 7767: 0.04814025464720785
Position 3363: 0.03985914531752406
Position 7037: 0.038285826471356296
Position 3565: 0.03818186143884267
Position 5057: 0.035848215666925316
Position 7738: 0.03049250151393596
Position 5791: 0.02940757025465397
Position 1000: 0.027778527348818173
Position 984: 0.027680316476685424
Position 8290: 0.026077031596114787
Position 277: 0.02125662137496864
Position 1423: 0.015385159806011284
Position 2663: 0.014663761557763718
Position 57: 0.012539725662962182
Position 8376: 0.011342899602709424
Position 8838: 0.011015432858039865
Position 3231: 0.008054238397307569
Position 853: 0.007011829296105923
Position 1057: 0.006944995157527342
Position 5264: 0.003629200318420524
Position 3193: 0.0034998117364010376
Position 6195: 0.003487846550731443
Position 5200: 0.0034846030242787376
Position 9610: 0.003176775988608687
Position 1419: 0.0029541577619707645
Position 1712: 0.002660825097809504
Position 7975: 0.001971704580581752
Position 3680: 0.0007372873535873699
Position 797: 0.00012484000308243722
Position 717: 0.00011764529643456627
Position 214: 9.261367180311366e-05
Position 612: 2.6886696650867083e-05
Position 510: 3.7933774541600433e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7569: 1.0000000000000009
Position 3480: 0.9816567533586926
Position 8508: 0.7980509817835773
Position 5653: 0.7846461352510138
Position 1422: 0.25947702877577855
Position 5336: 0.21203225391892294
Position 3272: 0.20313312770774716
Position 3289: 0.10051317965120662
Position 6980: 0.08650839076823305
Position 3874: 0.08419041173534147
Position 9677: 0.06403077012017556
Position 9238: 0.06299636616485396
Position 884: 0.05894313797976881
Position 3346: 0.05502167291577824
Position 3137: 0.04371762278587191
Position 4955: 0.04203243983369936
Position 5427: 0.03764399684922611
Position 5697: 0.03664695919033665
Position 1228: 0.03516226705683095
Position 7858: 0.029148829979290337
Position 8097: 0.02198363621875326
Position 1382: 0.02180126130811821
Position 9514: 0.018690323379529097
Position 3973: 0.01671451539537826
Position 9478: 0.015315864643674248
Position 2506: 0.014663761557763718
Position 8756: 0.014024202452652712
Position 3406: 0.010337925922589693
Position 758: 0.01019431021676495
Position 1399: 0.005256033168476622
Position 8276: 0.005214578103547785
Position 1288: 0.005213092833888353
Position 1366: 0.004501868769676859
Position 8040: 0.004467156332555611
Position 5680: 0.004440947205092835
Position 8417: 0.004215945658634694
Position 8169: 0.004027368009865178
Position 1513: 0.003545105761026731
Position 6040: 0.0034878465507314424
Position 3930: 0.0033672340426340124
Position 3401: 0.0033360214558859993
Position 9112: 0.003108088826775584
Position 8868: 0.0024717511531391705
Position 8534: 0.002024492446007171
Position 1579: 0.0014598629972446975
Position 8218: 0.0012466411653851313
Position 5174: 0.0009295791759251993
Position 611: 0.0002538643894301122
Position 3631: 0.00015404626802510696
Position 3896: 1.4601060011286762e-05
Position 888: 8.656745516115733e-06
Position 773: 3.3181290597139917e-06
