Gene = Mtfmt
index = 721
Annotated 5SS: [  226  1416  3871  4667  5907  8189 11521 12997]
Annotated 3SS: [ 1205  3747  4563  5830  8096 11441 12913 16222]
SMsplice 5SS: [  226  3871  4667  5907  8189 11521 12997]
SMsplice 3SS: [ 3747  4563  5830  8096 11441 12913 16222]
top_k =  100
Partition function (log Z): 9.961558947218426

Sorted 5' Splice Sites (High to Low Probability):
Position 12997: 0.9991964484003857
Position 11521: 0.9858867947719608
Position 226: 0.9827291834870304
Position 8189: 0.9743574593585785
Position 5907: 0.8751598297083586
Position 4667: 0.7918669302072092
Position 3871: 0.7544603299972508
Position 1416: 0.4868927119358522
Position 6018: 0.27312649193252353
Position 4882: 0.18755408104886218
Position 14642: 0.18560256136262315
Position 1360: 0.180492605148892
Position 424: 0.14441607868944145
Position 13181: 0.10161473687174565
Position 5505: 0.0808159452507002
Position 1826: 0.06477898802878927
Position 1388: 0.06214395745775925
Position 3985: 0.059823732522450025
Position 14775: 0.05372688796202228
Position 6887: 0.04950154098321009
Position 4754: 0.04561763969833119
Position 12138: 0.039614344232662274
Position 13515: 0.03750645375389251
Position 6370: 0.03630512383614888
Position 13899: 0.03523844464742682
Position 12539: 0.03346980961836088
Position 13745: 0.032259201892789566
Position 3842: 0.031236839204892848
Position 4901: 0.031042884381537825
Position 9108: 0.02781875203215948
Position 14617: 0.022634644689402565
Position 826: 0.017889518901057264
Position 452: 0.016974349799861666
Position 29: 0.009297985568380924
Position 12472: 0.00857677086094407
Position 378: 0.007431972009358374
Position 889: 0.005545849777908682
Position 4684: 0.004198957393738021
Position 4681: 0.0040492398980001305
Position 14119: 0.0036975430139385645
Position 57: 0.0033080657622963842
Position 164: 0.002103147285460705
Position 866: 0.0019385125648628382
Position 797: 0.0019310709897247325
Position 482: 0.0009524390193460639
Position 9: 0.0009182877442590004
Position 399: 0.0009128447948476167
Position 5943: 0.0007522718213751551
Position 12992: 0.0006839334529931276
Position 13254: 0.00017106643835883541
Position 140: 0.00010834642227236971
Position 46: 0.00010774766463106909
Position 109: 9.248811194300022e-05
Position 132: 8.077598753453593e-05
Position 61: 9.953885710291172e-06
Position 239: 8.194075409949625e-06
Position 257: 2.5387329334075047e-07
Position 87: 2.8026797986188557e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5830: 0.9997615884385842
Position 12913: 0.9994319245533019
Position 11441: 0.9858867947719602
Position 4563: 0.8749882920011993
Position 3747: 0.8413538219767444
Position 8096: 0.7638957997818036
Position 16222: 0.6865340598436435
Position 1205: 0.5197052993993952
Position 14544: 0.45911647429820573
Position 1273: 0.19942464231410306
Position 8032: 0.1974785903177622
Position 6007: 0.10232901877872932
Position 4745: 0.09659161084499286
Position 335: 0.09390467634259654
Position 13070: 0.08291735321994408
Position 13796: 0.080461018984111
Position 13553: 0.07761249164728297
Position 4757: 0.0651616066725452
Position 315: 0.06436659568047029
Position 5294: 0.05270411564480885
Position 5988: 0.046947986244944305
Position 6755: 0.04453482827910426
Position 1721: 0.03971536970750751
Position 13420: 0.039322385702407196
Position 5448: 0.02811182960589135
Position 12048: 0.027905563814018184
Position 9037: 0.02781875203215948
Position 12422: 0.027719208744042458
Position 6277: 0.021247263863481337
Position 4780: 0.01876388015875468
Position 1646: 0.016340625388036035
Position 12202: 0.014327371735262492
Position 7980: 0.012983069259012112
Position 13898: 0.012778685443830986
Position 6212: 0.012088784000882296
Position 13075: 0.01203074516090763
Position 12079: 0.011688967004612048
Position 1207: 0.00992625525658595
Position 13127: 0.009023497752545625
Position 1542: 0.008722992933245747
Position 15088: 0.00865506831864871
Position 4574: 0.008514791184592162
Position 693: 0.007917834878241803
Position 626: 0.0077444410788523686
Position 590: 0.006294480099875192
Position 6720: 0.004966712704105852
Position 98: 0.004782917410997491
Position 659: 0.004192311106257856
Position 3979: 0.004167079747849513
Position 121: 0.0038835279487813654
Position 6167: 0.0029690759717852506
Position 14229: 0.001962993574628875
Position 13447: 0.001850203389327778
Position 348: 0.0011297593720976816
Position 749: 0.0008886547059503046
Position 151: 0.0006648907539128819
Position 12860: 0.0005360816436781142
Position 366: 0.0005142890364292311
Position 1252: 0.00045230887132260934
Position 4615: 0.0003095517655936949
Position 818: 0.0002672303643759884
Position 317: 0.00020548566258972914
Position 12714: 3.1993803018769484e-05
Position 13180: 2.726794395066888e-05
Position 1142: 2.0768701096303163e-05
Position 11984: 1.9813414032042156e-05
Position 13166: 1.5639883081491077e-05
Position 13115: 9.750809792931692e-06
Position 13656: 7.423526767216802e-06
Position 13622: 6.8629865015431525e-06
