Gene = Jhy
index = 602
Annotated 5SS: [   70  3236 19778 41459 47120 53183 65911 66770]
Annotated 3SS: [ 2905 19257 41344 46472 52887 65829 66640 68381]
SMsplice 5SS: [   70  3236 41459 47120 65911 66770]
SMsplice 3SS: [ 2905 41344 46990 65829 66640 68381]
top_k =  100
Partition function (log Z): -44.98179363396597

Sorted 5' Splice Sites (High to Low Probability):
Position 3236: 0.9361079026438089
Position 70: 0.9310821524009428
Position 9702: 0.08141027349849642
Position 91: 0.043399516814431445
Position 1466: 0.04331534832308053
Position 2356: 0.02786813496537207
Position 5814: 0.014755393277245269
Position 1913: 0.008081087406919414
Position 117: 0.005035003533138639
Position 611: 0.004408645567224088
Position 134: 0.0034357560253892782
Position 726: 0.003342605919765801
Position 60: 0.0030209170251956964
Position 29: 0.0017991426064162804
Position 2316: 0.0017395532062790967
Position 1545: 0.0013728251716786737
Position 1460: 0.0011253143550238175
Position 1425: 0.000879874763327358
Position 3478: 0.0008062983992779297
Position 3148: 0.0007998885108613146
Position 3466: 0.0007582190289385579
Position 80: 2.558527067917583e-07
Position 242: 1.9268205820826574e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2905: 0.8763013233211403
Position 15948: 0.35891601889185243
Position 9859: 0.23243160692410508
Position 9603: 0.20854624180979883
Position 13523: 0.11259267838301257
Position 3092: 0.05204452939784294
Position 10086: 0.046528618934041026
Position 1374: 0.04158198812974692
Position 5229: 0.0183223482194804
Position 9016: 0.017871017507802758
Position 5679: 0.016790745503348022
Position 3030: 0.015332752882888276
Position 9625: 0.011918154688050568
Position 2229: 0.01001709231616034
Position 2226: 0.010010812993403274
Position 2026: 0.009302453691507086
Position 8326: 0.008574287242496247
Position 2941: 0.008196826403704553
Position 5916: 0.00722599418491029
Position 2933: 0.006029953629832748
Position 7163: 0.004110735470202842
Position 3361: 0.003954737653981354
Position 5444: 0.003431762411952551
Position 7651: 0.003310833855437843
Position 5251: 0.0033080859390405143
Position 4848: 0.003091721132488189
Position 1787: 0.0026970025958164856
Position 7141: 0.0024532433475261285
Position 1751: 0.0021811224021140324
Position 5852: 0.0017433204406558124
Position 3405: 0.0013251231421149336
Position 1338: 0.001237879368961096
Position 2310: 0.0012137010045033371
Position 5323: 0.0010325566862553264
Position 1864: 0.0009796402698991878
Position 418: 0.0008965248341971283
Position 2093: 0.0008882219304475299
Position 3582: 0.0007771190597375533
Position 1417: 0.0007498735062466299
Position 5254: 0.0007440435473897815
Position 1058: 0.0006676743123664247
Position 5188: 0.0006533705511350889
Position 3560: 0.0004515676498395384
Position 725: 0.00042084937956963397
Position 284: 0.0004176271651535841
Position 300: 0.0004081731808318319
Position 1296: 0.0003731995728236304
Position 1389: 0.0003613294059742478
Position 3906: 0.0003607708387011752
Position 2681: 0.00035171985271924934
Position 4120: 0.0003455311636483388
Position 3567: 0.00030033476763248235
Position 3520: 0.00028629408314781186
Position 208: 0.00014983910464966006
Position 2030: 9.528227009389368e-05
Position 229: 9.124202911081377e-05
Position 3320: 7.955270136331706e-05
Position 363: 6.435087043256094e-05
Position 1272: 2.899424303117525e-06
