Gene = Ost4
index = 784
Annotated 5SS: [124 390]
Annotated 3SS: [ 251 1021]
SMsplice 5SS: [124 390]
SMsplice 3SS: [ 251 1346]
top_k =  100
Partition function (log Z): -1.0740600737438382

Sorted 5' Splice Sites (High to Low Probability):
Position 124: 0.9829604216068377
Position 390: 0.9790231608754686
Position 661: 0.01951034544241514
Position 1489: 0.019297988041936342
Position 434: 0.00847174736606268
Position 119: 0.006290285340696082
Position 68: 0.0038218664863880064
Position 1438: 0.0036568260547149797
Position 1201: 0.003603827279432306
Position 1153: 0.0028665521959868904
Position 396: 0.0028177911800420304
Position 86: 0.0021401397375605895
Position 769: 0.0012385533243794117
Position 548: 0.0008662944371278352
Position 340: 0.0007173754918908739
Position 702: 0.00047208132757587176
Position 630: 0.00037218806586096286
Position 1055: 0.00032373036650624196
Position 82: 0.0002931026734028828
Position 1520: 0.0002637614424821847
Position 1057: 0.0002379468862952593
Position 94: 0.0002201126170034644
Position 99: 0.00013807125156569002
Position 176: 0.0001188354211805901
Position 56: 9.263850095568453e-05
Position 9: 8.346014812741404e-05
Position 90: 5.3822020653504976e-05
Position 179: 3.970343351220216e-05
Position 105: 1.2081031892310765e-05
Position 144: 8.142227005767192e-06
Position 369: 6.202829590503028e-06
Position 24: 4.965479925630716e-06
Position 405: 4.628285340388287e-06
Position 474: 3.569996149507396e-06
Position 97: 3.226030952058154e-06
Position 31: 2.5231454523368156e-06
Position 300: 2.3283850446021273e-06
Position 790: 8.223066780739586e-07
Position 213: 5.760769727697473e-07
Position 198: 1.192311255550999e-07
Position 1399: 1.0121202015989863e-07
Position 217: 4.5914618163330625e-08
Position 34: 4.1239899238144357e-10
Position 319: 2.2297073088212664e-11
Position 298: 1.4339536489079151e-11
Position 265: 1.2229242712952107e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 251: 0.9893483308929074
Position 1346: 0.9320424580389617
Position 1021: 0.05585903628069844
Position 1567: 0.008753744127281391
Position 561: 0.008751486833928488
Position 1100: 0.007282350189923976
Position 538: 0.0067076244502862516
Position 463: 0.004904625215538866
Position 1736: 0.0045439521664131285
Position 629: 0.003842712983279331
Position 1467: 0.0027052013241634885
Position 1538: 0.0023925666163005115
Position 1803: 0.0015962798842972614
Position 1604: 0.0015727117438762372
Position 1361: 0.0011892733990419028
Position 637: 0.0011564209193912277
Position 1891: 0.0011264890799095068
Position 592: 0.0010239759711386095
Position 1740: 0.0006589013021140916
Position 1646: 0.0006554239912608757
Position 1029: 0.0006042998664194457
Position 1810: 0.0004887584415613379
Position 1372: 0.00030513784127493435
Position 270: 0.0003013323851789121
Position 1153: 0.00029922576119684364
Position 1842: 0.0002715935543123036
Position 1788: 0.00023277839590177263
Position 1569: 0.0002209531565939301
Position 1667: 0.00019156574050123784
Position 826: 0.0001887792560188491
Position 1858: 0.0001772216728695406
Position 1630: 0.00017365348241667197
Position 389: 0.00017055875916382286
Position 1898: 0.00016198218352371984
Position 474: 0.00012901543656655462
Position 232: 3.977453075215977e-06
Position 340: 3.15890929833657e-06
Position 1390: 1.6111071299879052e-06
Position 1419: 7.757941371853292e-07
Position 198: 6.415876957160399e-07
Position 226: 4.881602014053118e-07
Position 152: 4.1170846557380163e-07
Position 360: 2.1671547593175842e-07
Position 1309: 1.473221001628216e-07
Position 204: 3.39039136155147e-08
Position 357: 2.790488843419348e-08
Position 210: 2.4813580673904652e-08
Position 202: 8.6117950477333e-09
Position 354: 8.231595390426096e-09
Position 206: 4.1806820496795104e-09
Position 213: 3.881849551191366e-09
