Gene = Dok7
index = 344
Annotated 5SS: [  127   276  7703  9789 18561 20406]
Annotated 3SS: [  229  7471  9587 18440 20285 22168]
SMsplice 5SS: [  127   276  1342  9789 18561]
SMsplice 3SS: [  229  1188  9587 18440 20285]
top_k =  100
Partition function (log Z): -19.33992575077269

Sorted 5' Splice Sites (High to Low Probability):
Position 276: 0.8332122293526646
Position 1342: 0.6931104050747718
Position 127: 0.49917742323727543
Position 722: 0.30525454037549604
Position 895: 0.10575567315035547
Position 103: 0.07964507969896362
Position 419: 0.034134711998775644
Position 699: 0.03159535807953159
Position 1549: 0.021220275175871522
Position 1807: 0.012625197868584428
Position 363: 0.003823084929594996
Position 924: 0.0029408190006339745
Position 167: 0.0007048486729612759
Position 91: 0.000559673458818082
Position 1448: 0.00032682415663596855
Position 611: 0.00016291616141809174
Position 4: 2.9200232551251695e-05
Position 33: 2.7808023320770594e-06
Position 237: 2.6122389854915138e-06
Position 241: 2.9677639708574657e-07
Position 307: 9.786327539462586e-08
Position 248: 5.2010598125317e-08
Position 314: 4.4151400996961205e-08
Position 269: 3.963650931063613e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1188: 0.8256330196587072
Position 229: 0.5045905767383908
Position 5934: 0.2133374785356545
Position 4279: 0.16708492180723522
Position 4262: 0.1600551388043974
Position 619: 0.14357234893128856
Position 1751: 0.12394634798010262
Position 2007: 0.09064618096157039
Position 820: 0.05636750381181088
Position 750: 0.055100380611460255
Position 554: 0.05185103166367425
Position 557: 0.04769416013024036
Position 1444: 0.03313134847101638
Position 383: 0.025665396274166384
Position 698: 0.022745396628825645
Position 2547: 0.021311758410717987
Position 4055: 0.01734682364263129
Position 3472: 0.011995517739844256
Position 2789: 0.01180242474465191
Position 3169: 0.01111689284768145
Position 595: 0.008667078328444594
Position 521: 0.008495480528860535
Position 1596: 0.005320483465896299
Position 826: 0.003495467436153637
Position 642: 0.0026256493708447957
Position 275: 0.00033591218925596654
Position 362: 0.0001504180778432602
Position 235: 0.00010002733691360241
Position 481: 5.867084491654483e-05
Position 369: 2.653530797507371e-05
Position 240: 6.305502009186931e-06
Position 186: 3.2706482265249524e-06
Position 280: 2.2344030814278992e-06
Position 259: 1.95025020074957e-06
Position 237: 5.0478055316737023e-08
Position 102: 1.5402619742028537e-09
Position 69: 7.4721840605386e-13
Position 85: 6.462718683865539e-13
