Gene = Kcne4
index = 604
Annotated 5SS: [239]
Annotated 3SS: [852]
SMsplice 5SS: [239 970]
SMsplice 3SS: [ 852 1295]
top_k =  100
Partition function (log Z): -3.2646452612433277

Sorted 5' Splice Sites (High to Low Probability):
Position 239: 0.9951391871829824
Position 970: 0.8751537231086453
Position 1412: 0.33993682184037344
Position 1402: 0.32035913289817125
Position 1808: 0.2748339274595614
Position 1420: 0.2181833768814708
Position 1926: 0.2016548475886466
Position 2023: 0.04454441079743603
Position 1160: 0.04350761966042247
Position 1170: 0.022377675426568426
Position 958: 0.011393098556719782
Position 2118: 0.009229025226350458
Position 944: 0.008386487450992006
Position 951: 0.004434621629603187
Position 1633: 0.0023379545707839476
Position 701: 0.0015666110135670358
Position 326: 0.0014130052246088016
Position 864: 0.0006206312072954032
Position 1091: 0.0005189041416747543
Position 228: 0.00045465324106548643
Position 999: 0.0003851956487739121
Position 612: 0.00035598239997304494
Position 1148: 0.00030973086907173117
Position 1094: 0.0002954938721048401
Position 1002: 0.00024019290333429248
Position 243: 0.00023443475682500135
Position 1076: 0.0002289458028275562
Position 80: 0.000216693439813629
Position 464: 0.00018695255060260078
Position 207: 0.00012609173675421316
Position 967: 0.00010647225282584936
Position 77: 8.460556362693292e-05
Position 102: 8.198171435170068e-05
Position 370: 7.486990639689961e-05
Position 448: 3.2219595966663e-05
Position 150: 2.8554930020109008e-05
Position 497: 2.0007225809332465e-05
Position 375: 1.5314827749917677e-05
Position 16: 2.98976537050706e-07
Position 45: 2.9456441579969004e-07
Position 67: 1.3046486917733216e-10
Position 199: 1.0187679906190601e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 852: 0.9676335381941269
Position 1295: 0.954072559626601
Position 2607: 0.4411565409814696
Position 1721: 0.2841965655499343
Position 2974: 0.14877579043697114
Position 1795: 0.08611256438427192
Position 2500: 0.08028363205064061
Position 1684: 0.08009790241221004
Position 1779: 0.05380958249313256
Position 2022: 0.050894594022293765
Position 1704: 0.04823677304706142
Position 2452: 0.03041370878980247
Position 2241: 0.028027968976240956
Position 2045: 0.02218523277676758
Position 2112: 0.018951055089177486
Position 2014: 0.015743928193142312
Position 820: 0.014269154598096733
Position 1845: 0.012869640524147997
Position 1301: 0.010453260346131754
Position 1951: 0.009252793886273406
Position 1870: 0.0053926145594298
Position 1648: 0.004838349623704578
Position 754: 0.004688325612514528
Position 1196: 0.002908393205647623
Position 1298: 0.002181754194763959
Position 2000: 0.0009325577102209494
Position 1242: 0.00028483620544626597
Position 827: 0.0001386965344858132
Position 1498: 0.00010560323589962051
Position 1249: 6.0477983854101206e-05
Position 1738: 5.7301808187369044e-05
Position 330: 4.429956201891758e-05
Position 1159: 1.49479929833408e-08
Position 1101: 1.2967206025206355e-08
Position 1354: 1.1839547718456004e-08
Position 1351: 6.305348444608048e-09
Position 1322: 6.19988720965848e-09
Position 672: 1.3759475222756788e-12
Position 784: 1.0357069861095584e-12
