Gene = 4930519G04Rik
index = 51
Annotated 5SS: [  195  3709  7322  7981  9886 16602 17147 18889 20685 24355 25935]
Annotated 3SS: [ 3657  7141  7926  9800 16490 17054 18863 20615 24300 25844 29130]
SMsplice 5SS: [  195  3280  4455  6536 11929 16602 17147 18889 20685]
SMsplice 3SS: [ 3128  4342  6434 11827 16490 17054 18863 20615 29130]
top_k =  100
Partition function (log Z): -19.894566105653386

Sorted 5' Splice Sites (High to Low Probability):
Position 4455: 0.9854199535839316
Position 3280: 0.9619953480477045
Position 9886: 0.7627683300623704
Position 3709: 0.537685673557112
Position 6536: 0.48851350272218214
Position 195: 0.3939075411734085
Position 251: 0.38706352606573186
Position 211: 0.1584359814623696
Position 3064: 0.042096608687599374
Position 3226: 0.03800465195229801
Position 7981: 0.030498846039691885
Position 89: 0.02591402042733879
Position 17: 0.01876472708074487
Position 82: 0.014687969246937016
Position 146: 0.010911905794944412
Position 2962: 0.00786377656842156
Position 1896: 0.005699372740792338
Position 1876: 0.0049645437530364
Position 1442: 0.0029909063892145198
Position 4409: 0.002538397334680998
Position 32: 0.0001543543297650331
Position 20: 8.61038959582906e-05
Position 360: 1.0180921555570423e-05
Position 225: 8.494180499936072e-06
Position 73: 8.289121826849737e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 3128: 0.9353583512484369
Position 4342: 0.8656970952800075
Position 9800: 0.8498689406928408
Position 16490: 0.7407823812548783
Position 6434: 0.4909670990029603
Position 3572: 0.2779857987733826
Position 3657: 0.18756198580241906
Position 4360: 0.08418276536421586
Position 9108: 0.05836902351557149
Position 2923: 0.05336536511514549
Position 3102: 0.04686252493696834
Position 7926: 0.030498846039691777
Position 10210: 0.02198594880749589
Position 8238: 0.021627955058071385
Position 4247: 0.019235131632642212
Position 3537: 0.01617194200497487
Position 7253: 0.01585617816830076
Position 3604: 0.015845746659082557
Position 3185: 0.014374143955471552
Position 4357: 0.013520774182382908
Position 3597: 0.012705161213003226
Position 9009: 0.010164987019290857
Position 123: 0.009953093701081795
Position 4299: 0.009222085061917127
Position 3516: 0.008897527787584214
Position 3391: 0.008368887272457897
Position 5313: 0.007966703777861467
Position 3663: 0.007399052973741379
Position 4562: 0.0071496922523326175
Position 1780: 0.0067099819553043775
Position 4679: 0.005141415190463562
Position 4910: 0.00413146060913613
Position 3690: 0.003302442304795688
Position 7141: 0.00322499154352484
Position 1783: 0.002815956544844631
Position 4968: 0.002292250545798775
Position 1162: 0.0022793165452142153
Position 4220: 0.0018394935405739393
Position 5590: 0.0015636683726546054
Position 3770: 0.001248804835931325
Position 4813: 0.0011752637389813396
Position 1707: 0.0011379779936797135
Position 4641: 0.0009490630430039707
Position 1279: 0.0007115898440003017
Position 3942: 0.0005241399779964201
