Gene = Bbc3
index = 169
Annotated 5SS: [ 246 2799 4202]
Annotated 3SS: [2509 4010 7501]
SMsplice 5SS: [ 149 2799 4202]
SMsplice 3SS: [2637 4010 7501]
top_k =  100
Partition function (log Z): -5.559745615415735

Sorted 5' Splice Sites (High to Low Probability):
Position 4202: 0.9795617453535703
Position 2799: 0.9457788210707311
Position 149: 0.4122265876425819
Position 246: 0.3993145577584589
Position 313: 0.15818006164928994
Position 923: 0.04624183807676371
Position 2017: 0.0399041921166707
Position 7395: 0.03522506575692422
Position 1992: 0.02863803094549469
Position 5777: 0.02748219187098625
Position 1851: 0.02482386253721562
Position 3867: 0.020760805851760836
Position 3558: 0.01780746971806184
Position 3670: 0.014074296002936127
Position 3680: 0.004811463700427331
Position 250: 0.0028222553778987696
Position 4224: 0.0022385082644480574
Position 2098: 0.0022133196578597338
Position 6010: 0.0016394640990010688
Position 79: 0.0015771189491487168
Position 455: 0.001555583854772471
Position 2627: 6.356119183596348e-05
Position 123: 7.156567991449015e-06
Position 341: 9.542619616352128e-07
Position 114: 5.661201624779969e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4010: 0.8271756718877555
Position 2637: 0.5926143550446329
Position 7501: 0.36947797319267506
Position 2509: 0.3446517585793649
Position 6814: 0.3075481807071093
Position 6981: 0.08722962099600254
Position 4034: 0.06420246162411437
Position 7349: 0.0630317937835276
Position 6899: 0.054664356090888655
Position 4085: 0.048753248036745175
Position 1966: 0.045771485285127554
Position 5486: 0.03947092688585211
Position 3415: 0.03181401983203065
Position 6155: 0.028033297928546908
Position 1719: 0.021631784493741216
Position 4132: 0.020454871820488094
Position 829: 0.019563451738850553
Position 4129: 0.01888944212903659
Position 1664: 0.017907067285016686
Position 3775: 0.01255643294319452
Position 4694: 0.010269256123032333
Position 6862: 0.009528055475783325
Position 2477: 0.008555627785807702
Position 7584: 0.008212946233367147
Position 3588: 0.008189055419554173
Position 5713: 0.007749855776740362
Position 1818: 0.0066767574281577135
Position 3743: 0.006555503570515825
Position 7751: 0.006216474721802127
Position 5836: 0.005802449578601774
Position 6078: 0.005794412434092123
Position 6120: 0.005778673803486423
Position 7923: 0.004909708803870305
Position 5077: 0.0048794128259721375
Position 8288: 0.004743774176471947
Position 6923: 0.004408893485234518
Position 7720: 0.004244519906454583
Position 6266: 0.004033109945830604
Position 7136: 0.0036105997687310345
Position 1595: 0.0035923107651975018
Position 5652: 0.003343055309009143
Position 5727: 0.0028916828435075937
Position 7166: 0.002795947305273166
Position 5880: 0.0027698996487470397
Position 3883: 0.002226502298860832
Position 8576: 0.002051550949429522
Position 6939: 0.001699639318800461
Position 4473: 0.0013433573871825851
Position 271: 0.001170475413829069
Position 4744: 0.001132253616229287
Position 3846: 0.0011226711767078014
Position 5363: 0.0009232856272309544
Position 5016: 0.0007930897815622477
Position 4294: 0.0007418435676609265
Position 870: 0.0007151880128399529
Position 4874: 0.0006854020378037658
Position 4534: 0.0006009691633604955
Position 229: 0.0002938019936659712
Position 2890: 0.0002508606792431359
Position 454: 0.00018376309984591846
Position 2390: 2.0640852761708055e-05
