Gene = Cth
index = 304
Annotated 5SS: [  212  4123  5061  6652 11478 14195 16179 17758 18895 19933 27886]
Annotated 3SS: [ 4040  4964  6541 11345 14136 16100 17604 18772 19879 27746 30249]
SMsplice 5SS: [  212  4123  5061  6652 11478 16179 17758 18895 21358 27886]
SMsplice 3SS: [ 4040  4964  6541 11345 16100 17604 18772 21276 27746 28287]
top_k =  100
Partition function (log Z): -4.609132510007867

Sorted 5' Splice Sites (High to Low Probability):
Position 6652: 0.9999999999999986
Position 18895: 0.997530094121997
Position 11478: 0.9850005843890144
Position 4123: 0.9797053761990965
Position 21358: 0.9343143829982735
Position 212: 0.9324411609912783
Position 5061: 0.8175483125674943
Position 16179: 0.7660160616934629
Position 19933: 0.5570200959567039
Position 17758: 0.528819425017011
Position 14195: 0.44302217824196893
Position 3818: 0.43928788142113123
Position 2981: 0.20937362655423875
Position 17736: 0.13120934256249775
Position 295: 0.11071281758170393
Position 4407: 0.0782205760969222
Position 3829: 0.0733329070095647
Position 1200: 0.06196008619397246
Position 3390: 0.05389639059784345
Position 5626: 0.05331741333461399
Position 2186: 0.04747306805921269
Position 17745: 0.04322805246638582
Position 15034: 0.0396270361797803
Position 3434: 0.025685466135183334
Position 2370: 0.012445484211729205
Position 13087: 0.008630278341130443
Position 2005: 0.006758994663761384
Position 2014: 0.006570556904117503
Position 3645: 0.005787183387665165
Position 736: 0.004610172333840195
Position 634: 0.004456080653918875
Position 523: 0.004431382786992527
Position 659: 0.004125695435712223
Position 1239: 0.0017999677900893745
Position 587: 0.0017420965032622856
Position 370: 0.0016158356597574346
Position 116: 1.7621206007909546e-05
Position 155: 1.1887920819632219e-05
Position 9: 2.1454420432803226e-06
Position 84: 2.141032250940674e-06
Position 169: 1.4791805097764754e-06
Position 205: 1.3821295913278542e-06
Position 152: 1.2970986415389955e-06
Position 147: 4.1330202452655365e-07
Position 241: 1.2395573980085847e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 18772: 0.9999689399883214
Position 4040: 0.9978242399767665
Position 11345: 0.9850005843890144
Position 6541: 0.9183394366135208
Position 16100: 0.7660160616934627
Position 17604: 0.7032568200458946
Position 4964: 0.693136747769138
Position 21276: 0.6855858145378921
Position 28287: 0.4811183243922873
Position 3690: 0.43320126356788463
Position 19879: 0.2896863862353236
Position 21232: 0.27330127257804515
Position 13932: 0.23499729817842444
Position 14136: 0.2080559400752207
Position 27148: 0.16484191189601993
Position 2836: 0.14516906566816878
Position 19787: 0.1133685434461835
Position 19815: 0.10651635416209383
Position 26346: 0.10629865235889083
Position 6601: 0.08166056338647822
Position 3150: 0.07958185673302678
Position 4839: 0.07361611874232918
Position 1069: 0.06307673656617842
Position 19831: 0.06091113397747186
Position 3727: 0.06069152241541183
Position 4349: 0.060101712319252786
Position 279: 0.047079502971498884
Position 2889: 0.04395977436470079
Position 23376: 0.04223207016965369
Position 24360: 0.04061090460415405
Position 2097: 0.040599149828789656
Position 15006: 0.0396270361797803
Position 5024: 0.03593542519263457
Position 5505: 0.032143108749117535
Position 22036: 0.023549141766882956
Position 23288: 0.022186390460104316
Position 23089: 0.021802385951450128
Position 3710: 0.01872800244739941
Position 22657: 0.018253188766770033
Position 5485: 0.015982273994437336
Position 1918: 0.015670598344815826
Position 2819: 0.014963372135307618
Position 5021: 0.014860020863392345
Position 543: 0.014721568441373368
Position 22819: 0.013421412632062354
Position 12899: 0.008630278341130443
Position 20036: 0.00859606423670464
Position 2251: 0.007568390682644265
Position 3581: 0.005787183387665165
Position 2860: 0.005281414386061535
Position 5558: 0.0051920305910591194
Position 2222: 0.004700192417068954
Position 20100: 0.004370734483517422
Position 19484: 0.004312889304311673
Position 19212: 0.0036825734858331157
Position 20086: 0.002762885582629872
Position 1854: 0.002553599160853337
Position 315: 0.0022624387198808714
Position 20266: 0.0014555380486940997
Position 2142: 0.001031007835178583
Position 1128: 0.0006672809599776508
Position 1885: 0.0006144232716607205
Position 1921: 0.000510742297809429
Position 357: 4.240002160954816e-05
Position 633: 2.6067460991663587e-05
Position 620: 1.7927794437020637e-05
Position 863: 1.6036457905754486e-05
Position 705: 1.2962549898376446e-05
Position 570: 5.435279549052398e-06
Position 399: 5.30614306931002e-06
