Gene = Dnpep
index = 342
Annotated 5SS: [ 303  928 1097 1308 1693 2019 2293 2508 3274 4212 5233 5646 5846 8339]
Annotated 3SS: [ 833 1007 1193 1566 1887 2216 2399 3195 4127 5071 5605 5743 8170 8927]
SMsplice 5SS: [ 303  928 1097 1308 1693 2019 2293 2508 3274 4212 5233 5646 5846 8339
 8862]
SMsplice 3SS: [ 833 1007 1193 1566 1887 2216 2399 3195 4127 5071 5605 5743 8170 8693
 8927]
top_k =  100
Partition function (log Z): 16.298073592561234

Sorted 5' Splice Sites (High to Low Probability):
Position 5846: 0.9958804879528113
Position 3274: 0.9941216314646293
Position 928: 0.9784737007252969
Position 8862: 0.9248399637364269
Position 2019: 0.9036556815377838
Position 1308: 0.9021060931863019
Position 4212: 0.9000160697208973
Position 1097: 0.8666075320787976
Position 5646: 0.7773949814124266
Position 5233: 0.7349093719944517
Position 2508: 0.6782121016031832
Position 8339: 0.5696898445500009
Position 303: 0.563001282020991
Position 2293: 0.48486850387073743
Position 1693: 0.3556011594574811
Position 1696: 0.3245323112530759
Position 176: 0.2984761491121755
Position 9155: 0.2978059313504575
Position 8369: 0.2972428184864882
Position 2320: 0.114368898939511
Position 1609: 0.10819580620494301
Position 8461: 0.07022890394403047
Position 7900: 0.060944865358142225
Position 289: 0.05942035406706889
Position 1594: 0.05142085838394718
Position 747: 0.034544392201548924
Position 1650: 0.029946988515514385
Position 1421: 0.022337551174414688
Position 6229: 0.02024654929517589
Position 9144: 0.019230760446219634
Position 932: 0.015643343561860246
Position 2521: 0.014514452814446417
Position 433: 0.011312525138438624
Position 2534: 0.011203432387312575
Position 412: 0.010959425726564177
Position 159: 0.008333688783137632
Position 81: 0.005014262534138963
Position 1342: 0.0045225659758869104
Position 2692: 0.003319758111222772
Position 2959: 0.00295555489114307
Position 556: 0.002753783420465704
Position 493: 0.002705844250636943
Position 2764: 0.0025884618032824516
Position 1247: 0.0025184240471459005
Position 5072: 0.0024857348303840197
Position 2746: 0.002122396379260106
Position 320: 0.0019846848516022527
Position 4465: 0.0016737473431207258
Position 284: 0.0016272822202114188
Position 3745: 0.001511843376715858
Position 1380: 0.0015061630934989556
Position 248: 0.001430846711308137
Position 2285: 0.0012647227894495953
Position 941: 0.001034525469037594
Position 265: 0.0009013384393321241
Position 1315: 0.0008016114651983577
Position 396: 0.0006424306620555676
Position 1407: 0.000593835131086198
Position 1082: 0.0005908577687801268
Position 896: 0.0005705802716402882
Position 469: 0.0005153070505791645
Position 404: 0.00047925275183309675
Position 342: 0.00044693977206073705
Position 4093: 0.00042545415054667324
Position 731: 0.00041269734958109845
Position 521: 0.00037721468975074535
Position 726: 0.00023972957990707963
Position 719: 0.00023297177026364215
Position 41: 0.00021449673324729708
Position 658: 0.00021266670466944684
Position 6: 0.00018606011744214893
Position 8828: 0.0001781164458242531
Position 501: 0.00014663655452990307
Position 170: 0.00014371278779458542
Position 1050: 9.781996534164178e-05
Position 1112: 7.532154644649112e-05
Position 464: 6.66781583573271e-05
Position 307: 6.485766807743469e-05
Position 910: 3.623488012369562e-05
Position 3: 1.611630501578327e-07
Position 49: 1.1042654206231716e-07
Position 47: 3.950079759008064e-08
Position 900: 2.150954890514837e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3195: 0.9941216314646291
Position 833: 0.9879873757576191
Position 8170: 0.9371615669805197
Position 8693: 0.9119996214121004
Position 1193: 0.8985488824806047
Position 4127: 0.8693547320847648
Position 1007: 0.8382630833217722
Position 5743: 0.8113451498051482
Position 5605: 0.7945973040510645
Position 5071: 0.7242890435379045
Position 1566: 0.7180685909910344
Position 2399: 0.6917968339959621
Position 8927: 0.6154848945978968
Position 1887: 0.5892168071669471
Position 2216: 0.5393428639187524
Position 9461: 0.37213110841070146
Position 1900: 0.28167704577300257
Position 1535: 0.109106941193951
Position 9094: 0.10836299241248347
Position 9469: 0.0919779977284628
Position 5708: 0.08294536388342037
Position 8750: 0.06953511465516267
Position 9517: 0.0623655495739732
Position 7793: 0.0508060967974747
Position 1521: 0.04485665359761679
Position 5573: 0.043698432084379527
Position 2236: 0.03845802834425404
Position 1039: 0.027725555974716015
Position 1207: 0.027208729975364252
Position 5645: 0.02562636727725086
Position 2124: 0.024975386723537676
Position 4168: 0.02152968958114164
Position 6140: 0.02024654929517589
Position 5447: 0.015062852263974073
Position 1974: 0.014355895788387887
Position 639: 0.0110932313291844
Position 7739: 0.01013876856066752
Position 9073: 0.009588517031849425
Position 1825: 0.008789857853656742
Position 5023: 0.008757306046581616
Position 2239: 0.008674518768661642
Position 2611: 0.008030616293765329
Position 773: 0.006724057624267191
Position 1770: 0.005340715384428617
Position 4042: 0.004283939523907233
Position 4946: 0.003940931547858593
Position 3969: 0.0033923532958651166
Position 2828: 0.0029555548911430704
Position 3992: 0.002431382979438707
Position 1026: 0.0018955590451951055
Position 3650: 0.001511843376715858
Position 1247: 0.0014045027329556963
Position 993: 0.0012900235050751388
Position 2218: 0.0011844806534714453
Position 1593: 0.0010414085398108301
Position 1464: 0.0008588573146198187
Position 4371: 0.0006727858846506771
Position 1157: 0.0006423002962707878
Position 8843: 0.0006089761562980348
Position 991: 0.0004928465420565362
Position 4393: 0.00045038786479737326
Position 4982: 0.00040782569249089466
Position 1060: 0.00034785887789382663
Position 850: 0.0001483403005950907
Position 1018: 0.00010368339697945151
Position 609: 0.00010159783662154142
Position 372: 0.00010138753277710348
Position 931: 8.174944619110738e-05
Position 348: 5.082338441627295e-05
Position 241: 4.46789833564282e-05
Position 1608: 4.0031749289108214e-05
Position 726: 3.3228522490253734e-05
Position 1067: 2.2459459075640766e-05
Position 205: 1.99387182494357e-05
Position 1088: 1.190034875880271e-05
Position 687: 9.68358376232629e-06
Position 1337: 7.421531298654694e-06
Position 492: 3.1042610238556094e-06
