Gene = Sepsecs
index = 964
Annotated 5SS: [  134   810  3721  4473  5541  9079 13483 13695 22111 22593]
Annotated 3SS: [  654  3601  4313  5386  8975 13352 13602 22016 22501 25600]
SMsplice 5SS: [  134   810  3721  4473  5541 11880 13483 13695 21925 22111 22593]
SMsplice 3SS: [  654  3601  4313  5386 11795 13352 13602 21801 22016 22501 25600]
top_k =  100
Partition function (log Z): -2.355730486626524

Sorted 5' Splice Sites (High to Low Probability):
Position 13695: 1.0
Position 22593: 0.9957459845910386
Position 4473: 0.9712623796948636
Position 22111: 0.9639214121434072
Position 11880: 0.8898069667826286
Position 810: 0.8173382180749886
Position 134: 0.8134895363076519
Position 3721: 0.7659303061014436
Position 5541: 0.7305569625853654
Position 9079: 0.5207890383103152
Position 13483: 0.36481709058331435
Position 12198: 0.14736261298190528
Position 25770: 0.13133489213304167
Position 4766: 0.04426600856834271
Position 3055: 0.03175967220746061
Position 25050: 0.02914183498280721
Position 24610: 0.02188248764187109
Position 191: 0.020960135054946975
Position 22845: 0.017984637363585344
Position 4547: 0.0156233060666267
Position 743: 0.015308206823066373
Position 22832: 0.014634336339069224
Position 263: 0.013542197947967459
Position 541: 0.011684536403093186
Position 22424: 0.011079968980022501
Position 22965: 0.010384859290048164
Position 4830: 0.009292293505713131
Position 3260: 0.00905830181160497
Position 3725: 0.007327553723062636
Position 71: 0.007053337393302569
Position 348: 0.004752999929145099
Position 3455: 0.004651274148529358
Position 3628: 0.0032482242217123937
Position 584: 0.003171991604799591
Position 334: 0.002897581861572654
Position 555: 0.0016005838470642413
Position 397: 0.0010425065877331155
Position 1530: 0.0008329143736097343
Position 224: 0.0006963947969980068
Position 195: 0.00048730221056575955
Position 58: 0.0004658967938489169
Position 490: 0.00037863309441343217
Position 324: 0.00033924124208820685
Position 56: 4.531853689889722e-06
Position 449: 2.9507778265806635e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 13602: 0.9999999999999996
Position 22501: 0.9809018101588001
Position 22016: 0.9639214121434072
Position 4313: 0.9615257849967253
Position 11795: 0.8898069667826283
Position 3601: 0.7765060840462186
Position 654: 0.703450524749203
Position 5386: 0.6347407587546052
Position 25600: 0.5152590451126877
Position 8975: 0.37516504053902505
Position 13352: 0.36481709058331435
Position 12030: 0.14736261298190528
Position 8814: 0.14562399777129
Position 23688: 0.1342682780267704
Position 25668: 0.11173675625332682
Position 5407: 0.09232755628400532
Position 26022: 0.08679858390905285
Position 22734: 0.08427168568520703
Position 28675: 0.084222554198158
Position 28104: 0.06720633579882695
Position 22668: 0.05420834624495386
Position 4647: 0.050459452938640105
Position 24935: 0.033575293880184265
Position 2931: 0.03175967220746059
Position 4343: 0.024299307735448743
Position 24261: 0.021446716316109133
Position 22467: 0.01616460774326377
Position 24542: 0.013943004188567344
Position 22279: 0.013550785031022552
Position 3129: 0.00860415927780665
Position 3253: 0.005105416682327682
Position 25122: 0.004584042902909489
Position 24792: 0.003923687547351314
Position 24358: 0.0036956867487429185
Position 660: 0.0034903003843612217
Position 5422: 0.003488647546755046
Position 718: 0.0025417004379109753
Position 605: 0.002445806644330967
Position 520: 0.0020777207233785787
Position 23609: 0.001963341531792268
Position 711: 0.0012097790129472158
Position 4269: 0.0010605930293163383
Position 4658: 0.0010178082068049762
Position 4719: 0.0008014978948341297
Position 4618: 0.0006526862549801325
Position 4588: 0.0006268567787964904
Position 1358: 0.0004013539005836791
Position 22905: 0.0002349172861520877
Position 22574: 0.00018246782927313352
Position 1445: 0.00017296383112917944
Position 1371: 0.0001358022020669541
Position 1214: 0.00012279443982992152
Position 16899: 4.346318163802212e-05
Position 14099: 7.591746693221803e-06
Position 553: 3.440836018039169e-07
Position 432: 2.737903686459972e-07
Position 575: 2.5781768739742504e-07
Position 397: 2.3985194289120074e-08
Position 465: 2.1723564299034086e-08
Position 764: 1.4902832118169723e-08
Position 346: 1.4349382817881654e-08
