Gene = Plet1
index = 824
Annotated 5SS: [ 222 4775 6604]
Annotated 3SS: [4569 6547 9751]
SMsplice 5SS: [ 222 6604]
SMsplice 3SS: [6547 9133]
top_k =  100
Partition function (log Z): -5.868415532483956

Sorted 5' Splice Sites (High to Low Probability):
Position 6604: 0.994330078194124
Position 222: 0.9918555002697049
Position 4775: 0.38177480079362497
Position 2327: 0.25442496695918276
Position 9043: 0.24660258692300482
Position 9971: 0.1995380854365786
Position 1440: 0.18115563164113146
Position 10318: 0.057222587633175885
Position 2702: 0.049393613184306205
Position 2582: 0.04001656562440432
Position 10512: 0.030793017641200685
Position 8725: 0.02171762845981469
Position 9292: 0.015973304418545616
Position 7807: 0.004579589971969413
Position 289: 0.002529403633081755
Position 9595: 0.00228519713941912
Position 399: 0.0020109469858862724
Position 201: 0.0017875012758007778
Position 293: 0.001782809130836868
Position 209: 3.38387046857988e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 6547: 0.9610331899535278
Position 9133: 0.48814483956307647
Position 9751: 0.3480395984004952
Position 4569: 0.317874708369973
Position 2223: 0.2472331254390834
Position 8883: 0.1897795826294062
Position 10389: 0.18260405935502616
Position 1369: 0.13319401231074438
Position 8611: 0.1065779697854554
Position 10077: 0.0815507103094939
Position 2563: 0.07122208939837332
Position 4463: 0.042396803949809256
Position 6432: 0.03862463868483719
Position 10758: 0.03079301764120069
Position 10446: 0.030410512766036214
Position 10053: 0.029913875961515436
Position 1233: 0.024699989318483998
Position 9832: 0.022979174946346253
Position 4593: 0.021731101133521592
Position 10201: 0.017044282387701067
Position 7196: 0.009043077290391246
Position 9042: 0.008663316388072804
Position 2117: 0.008494118439128968
Position 8762: 0.008390730852491972
Position 2315: 0.007677571554849823
Position 2361: 0.007452212642203407
Position 9435: 0.007241837787135402
Position 1311: 0.0068149163123230145
Position 1273: 0.005788332219567333
Position 1112: 0.00494725605742535
Position 994: 0.0049327169237880514
Position 7243: 0.0044071311596308865
Position 8293: 0.002878768622389323
Position 7533: 0.0026326799560096787
Position 2285: 0.0011958370579238855
Position 7485: 0.0010703737183330227
Position 7504: 0.0008765362976267121
Position 1387: 0.00040580237895643386
Position 2095: 0.0002871572796604658
Position 1423: 0.00023140427657931392
Position 1129: 0.00020244647718522193
Position 2002: 0.00016769324536141552
Position 1905: 0.00010534071130859876
Position 507: 5.311406803277417e-05
