Gene = Urad
index = 1168
Annotated 5SS: [284]
Annotated 3SS: [6974]
SMsplice 5SS: [284]
SMsplice 3SS: [6974]
top_k =  100
Partition function (log Z): -7.992665943754535

Sorted 5' Splice Sites (High to Low Probability):
Position 284: 0.9864781487718757
Position 2259: 0.49070517711303613
Position 3279: 0.19342384412502506
Position 6473: 0.044916333668396334
Position 2023: 0.03525430376635857
Position 7056: 0.019464380702516906
Position 124: 0.019442957757883957
Position 2380: 0.015506099217781627
Position 2228: 0.007558256144421422
Position 1630: 0.004028599797196559
Position 118: 0.0027523317047131045
Position 883: 0.002063002405946784
Position 464: 0.0011565094950999517
Position 1622: 0.0009908929490219085
Position 302: 1.6523794149970036e-05
Position 172: 1.3872989288698674e-05
Position 157: 1.127949464432773e-05
Position 7: 5.250156909671806e-06
Position 151: 3.099828533962985e-06
Position 95: 2.5692891484953543e-06
Position 159: 1.350931217937012e-06
Position 311: 1.6518631263176596e-07
Position 11: 9.593777137158546e-08
Position 326: 8.323819262070632e-08
Position 300: 7.298077387601444e-08
Position 207: 5.41395604740727e-08
Position 9: 2.4276053509766013e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6974: 0.717381777876822
Position 2171: 0.5094527905833952
Position 3129: 0.1254340937206022
Position 6169: 0.09629538849919661
Position 6604: 0.07714260971609739
Position 3152: 0.060357193757633695
Position 7166: 0.040383517172661094
Position 1517: 0.02732828482163385
Position 6811: 0.024381286097690004
Position 2964: 0.018445848646824532
Position 6936: 0.017682534219617203
Position 2156: 0.012578419691533227
Position 6600: 0.011119193765968774
Position 6500: 0.009617486304204167
Position 1732: 0.009423771981963277
Position 5234: 0.007746670638428401
Position 213: 0.007405008348865709
Position 4571: 0.007215996658193695
Position 2482: 0.006804447269163758
Position 1850: 0.006797650422801709
Position 2128: 0.006765520553243904
Position 1860: 0.0033391548146749273
Position 419: 0.0028344997269048873
Position 3591: 0.0027168018423992892
Position 1937: 0.00252058823605305
Position 1832: 0.0019989970361079462
Position 1769: 0.0017635405231384777
Position 235: 0.001398696541508045
Position 715: 0.0008136101975522778
Position 1240: 0.0007737339694219714
Position 751: 0.0006980869190951814
Position 1522: 0.0006670147009844676
Position 1997: 0.0006220881296536492
Position 2419: 0.0005939820577541413
Position 367: 0.0005936094838991153
Position 1076: 0.0005501577431026376
Position 2532: 0.0004417315183403633
Position 2349: 0.0003864657104471598
Position 770: 0.00036174163607388687
Position 1195: 0.00032054274061890507
Position 1486: 0.00031857958826724165
Position 429: 0.0002408300224244397
Position 375: 7.903929756522157e-05
Position 241: 1.7904872192959732e-06
Position 2203: 5.061920851603979e-07
