Gene = Nifk
index = 750
Annotated 5SS: [  159  1887  5895  7726  8824 10640]
Annotated 3SS: [ 1742  5785  7513  8766 10504 10910]
SMsplice 5SS: [  159  1887  5895 10640 10813]
SMsplice 3SS: [ 1742  5785 10504 10722 10910]
top_k =  100
Partition function (log Z): 3.363662953633241

Sorted 5' Splice Sites (High to Low Probability):
Position 10640: 0.9785257048396747
Position 5895: 0.9614241211872515
Position 159: 0.9344941819996374
Position 1887: 0.8475767867836544
Position 10813: 0.5114389500048736
Position 8824: 0.4750938842663532
Position 7726: 0.3720616870178117
Position 2058: 0.27994559597131213
Position 10798: 0.21893611109512193
Position 7653: 0.2170443272364659
Position 9040: 0.1736571693995727
Position 6621: 0.16562804303209902
Position 1879: 0.14242955289669687
Position 9422: 0.10534513313451187
Position 7647: 0.08582642244387743
Position 2940: 0.06070298393338076
Position 1260: 0.05593383343625588
Position 5013: 0.04381054160411026
Position 10962: 0.042118309084848086
Position 246: 0.03510002629446705
Position 7767: 0.034574316743890054
Position 5213: 0.03303812686858109
Position 389: 0.029730291358491527
Position 7371: 0.021342606399941892
Position 10599: 0.021019224514004436
Position 1017: 0.014249286408450674
Position 6532: 0.013751017768719589
Position 264: 0.011937490365474859
Position 918: 0.011286744407674446
Position 10826: 0.007090717112956277
Position 486: 0.005414031739898208
Position 1055: 0.005319910618845196
Position 855: 0.004936100602260807
Position 10755: 0.0021498609082842503
Position 11099: 0.002027388056851234
Position 3801: 0.001662913133245457
Position 2192: 0.0015418198486818152
Position 11113: 0.0010878185889075089
Position 2143: 5.891168166148883e-05
Position 278: 5.206456540318342e-05
Position 10782: 2.3296994477791825e-05
Position 257: 7.787618178331748e-06
Position 62: 5.2744585874345235e-06
Position 259: 1.1170472873147348e-06
Position 222: 3.529523325615387e-07
Position 285: 2.62546996901359e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 10504: 0.9991657122294161
Position 10910: 0.9673957509447447
Position 1742: 0.9635707939853284
Position 5785: 0.9614241211872518
Position 10722: 0.7598231668789835
Position 7513: 0.7095067534420455
Position 8766: 0.6487510536659258
Position 1958: 0.2814466939564147
Position 9338: 0.10534513313451187
Position 6508: 0.0861103475318836
Position 6523: 0.07454396468496338
Position 2849: 0.045442398460946935
Position 4823: 0.04381054160411026
Position 1087: 0.040647660113789535
Position 11232: 0.037737832209201724
Position 5012: 0.03303812686858109
Position 7222: 0.021342606399941892
Position 11289: 0.01912450625899685
Position 6579: 0.01872474858397164
Position 1782: 0.01803414838390368
Position 2825: 0.01526058547243384
Position 1010: 0.013483068890578362
Position 720: 0.010758990618507186
Position 789: 0.00965405281791575
Position 307: 0.008324031582930647
Position 1748: 0.0076174395566598885
Position 976: 0.0070262592337086965
Position 407: 0.004973967953657005
Position 1116: 0.0033460206540674247
Position 819: 0.002604083536371502
Position 3671: 0.0016629131332454568
Position 314: 0.0013296916949108051
Position 1249: 0.0012139984860290005
Position 232: 0.0011747142446630757
Position 378: 0.0009404754705909444
Position 1016: 0.0008979986126132159
Position 765: 0.0008246890718979333
Position 11022: 0.000791195554394104
Position 1192: 0.0007076341673753969
Position 1844: 0.0005904571300826244
Position 854: 0.0005614192706330155
Position 10292: 0.0003792171242630191
Position 1592: 0.00019350062437636795
Position 1981: 6.894965677706751e-05
Position 2037: 3.068388846365564e-05
