Gene = Ndufc1
index = 739
Annotated 5SS: [ 125  844 1653]
Annotated 3SS: [ 739 1575 3368]
SMsplice 5SS: [ 125  844 1653]
SMsplice 3SS: [ 739 1575 3368]
top_k =  100
Partition function (log Z): -3.400651987006644

Sorted 5' Splice Sites (High to Low Probability):
Position 125: 0.9658516940314118
Position 844: 0.8868066466337841
Position 1653: 0.8443967432576209
Position 2401: 0.2700345222332766
Position 3216: 0.025678838655351297
Position 3530: 0.020970678759607956
Position 66: 0.018286287617209945
Position 2134: 0.01682696994027995
Position 1177: 0.016726485666896995
Position 2438: 0.014488301023077011
Position 810: 0.014475221833062685
Position 2442: 0.006622296601495284
Position 499: 0.0061394695885075515
Position 258: 0.0044748297680776115
Position 279: 0.004411141585201715
Position 3453: 0.00436641755639564
Position 210: 0.0038203323729255473
Position 848: 0.003353516885114488
Position 795: 0.0025903657828472465
Position 70: 0.002469303258651011
Position 826: 0.0023264657931875076
Position 2098: 0.001969892353113439
Position 814: 0.0017458217885011236
Position 853: 0.0015730481164974584
Position 447: 0.0013935333557423043
Position 834: 0.0013726998928423996
Position 880: 0.0011588391550290521
Position 476: 0.001144210369602865
Position 478: 0.0010707364683275353
Position 864: 0.0009741880810492096
Position 3475: 0.0008914030913781963
Position 233: 0.0006222746878950559
Position 466: 0.00045652925526526905
Position 601: 0.0004102622977646923
Position 216: 0.0003328782085467644
Position 84: 0.0001780336774970553
Position 607: 0.00015272582684202964
Position 513: 0.00011630739221608408
Position 129: 0.00010821068712585606
Position 73: 1.0491035213734998e-06
Position 131: 6.00310401848139e-08
Position 327: 4.779583136682585e-08
Position 4: 7.528073686453926e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3368: 0.9732330775875028
Position 739: 0.9195566631337602
Position 1575: 0.6305340020040962
Position 2156: 0.14839473938297162
Position 1532: 0.13211754174660473
Position 2377: 0.11227517343969949
Position 1465: 0.07774962317131587
Position 3109: 0.028490857070293273
Position 1927: 0.018701353281663648
Position 2286: 0.018137106067007136
Position 2277: 0.010877880003723429
Position 3625: 0.008938225900523638
Position 396: 0.008204425704133956
Position 2574: 0.007365790906930731
Position 945: 0.00660424399538637
Position 3819: 0.006205567887820538
Position 2303: 0.005026851015663954
Position 4245: 0.004501082246681311
Position 1503: 0.004188477207476807
Position 3373: 0.003744852007588964
Position 1005: 0.0031392096797403474
Position 1955: 0.0025416104103238146
Position 3577: 0.0022220169724307673
Position 966: 0.0019587984696430335
Position 3673: 0.0017129885855479904
Position 1405: 0.0015798958398909049
Position 206: 0.0014652774606417679
Position 3991: 0.0014220335990329314
Position 209: 0.0013946913142392102
Position 2008: 0.0013929355235743892
Position 985: 0.0010544612756085766
Position 942: 0.0010485252854427844
Position 3581: 0.0009985653041311474
Position 341: 0.0009593859885428624
Position 2981: 0.0007671477976278043
Position 4283: 0.0006585973964532309
Position 203: 0.00048559045016544034
Position 1094: 0.00034150938785720917
Position 703: 0.0003042117110007904
Position 1021: 0.00030086987184348916
Position 398: 7.192650907137853e-05
Position 1941: 3.8802881654089415e-05
Position 1897: 3.654664050691829e-05
Position 233: 3.4788590052968826e-05
Position 1341: 3.018504615985509e-06
Position 802: 2.3382663992316532e-06
Position 775: 1.8991648172758269e-06
Position 545: 1.8313848848235811e-06
Position 756: 1.5966903383252122e-06
Position 680: 6.832907609671406e-07
