Gene = Cdcp1
index = 240
Annotated 5SS: [  211 26118 30986 32582 33874 36054 38351 40304]
Annotated 3SS: [25907 30622 32212 33651 35672 37984 40218 42111]
SMsplice 5SS: [  211 12553 23817 26118 33734 36054 40304]
SMsplice 3SS: [12432 23656 25907 33651 35927 40218 44122]
top_k =  100
Partition function (log Z): -29.389387409796033

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.9999129015012204
Position 6490: 0.3670686124459013
Position 2868: 0.025155921997825407
Position 2498: 0.021291298357513665
Position 5312: 0.018772289277202408
Position 1488: 0.011143495916395053
Position 2780: 0.011033199844149268
Position 4225: 0.0107183679851048
Position 862: 0.00010915636071446619
Position 13: 8.706387567814088e-05
Position 369: 3.462308835002526e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 12432: 0.7951434193781148
Position 6336: 0.4133861815564504
Position 6970: 0.05961418772379122
Position 5227: 0.024349958142235294
Position 2758: 0.023506370955838657
Position 6928: 0.020426257355871315
Position 2419: 0.012304504626274066
Position 4156: 0.011589483916490853
Position 7345: 0.011508746582598366
Position 2347: 0.011130444273137176
Position 2709: 0.009459444639711568
Position 8518: 0.007880429754475051
Position 7624: 0.0072778226962335515
Position 7897: 0.004932373560392493
Position 6252: 0.004512043427693593
Position 7008: 0.0034050981177137845
Position 1232: 0.0032134253102861264
Position 6871: 0.0032056103118099292
Position 1407: 0.0029077769558467745
Position 2640: 0.0028904929297156037
Position 5400: 0.0027536135996084512
Position 4545: 0.002725322038800337
Position 1291: 0.002481585559011665
Position 1450: 0.002314890620358623
Position 3021: 0.0022833368628106085
Position 5507: 0.002227964262357136
Position 991: 0.0017444289662684968
Position 5424: 0.0017282919673122358
Position 4836: 0.0016386488257647898
Position 2582: 0.001606951603813535
Position 1092: 0.0011382347563187415
Position 1337: 0.0010550896232803335
Position 5028: 0.0010007289499990386
Position 4342: 0.0009770212159959588
Position 4614: 0.00095787570583382
Position 3892: 0.0009491998531215443
Position 3232: 0.0007325073004976064
Position 3679: 0.0007113370781559974
Position 2197: 0.0006497058417213952
Position 1685: 0.000604636589121255
Position 3105: 0.0003836709354806057
Position 2908: 0.00030097160725898006
Position 2856: 0.0002522355214597103
Position 1701: 0.0002468410067663419
Position 2293: 0.00024084147614275212
Position 587: 0.00022091180990722238
Position 713: 0.00021518019542404404
Position 472: 0.00016793440356522603
Position 1186: 0.00013710266902875942
Position 289: 0.00010202811228110887
Position 575: 7.515619574235307e-05
Position 753: 1.2719919998475256e-05
Position 825: 4.352187401389262e-06
Position 799: 2.3348181251804558e-06
Position 619: 1.4264354752205035e-06
Position 626: 1.2299483421374683e-06
Position 687: 1.0138107973398462e-06
Position 789: 9.476967755983661e-07
