Gene = Trpa1
index = 1145
Annotated 5SS: [  138  6503  8133 12940 14410 14716 15717 17001 18798 19516 20607 20854
 22371 25680 27558 28468 29469 31268 31976 33113 34753 36751 37266 38664
 43014 44499]
Annotated 3SS: [ 6342  7956 12831 14300 14569 15579 16951 18697 19414 20436 20688 22255
 25512 27463 28407 29369 31196 31809 33022 34582 36620 37082 38594 42902
 44400 45133]
SMsplice 5SS: [  138  6503  8133 14410 14716 15717 18798 19516 20607 20854 25680 29469
 34753 36751 37266 38664 43014 44499]
SMsplice 3SS: [ 6342  8007 14300 14569 15618 18697 19414 20436 20688 25534 29369 34582
 36620 37082 38594 42902 44400 45133]
top_k =  100
Partition function (log Z): 12.81225702631411

Sorted 5' Splice Sites (High to Low Probability):
Position 14410: 1.0000000000000004
Position 25680: 0.9999999999999998
Position 38664: 0.9949033366470338
Position 20607: 0.9871069899859344
Position 37266: 0.9848750102809566
Position 18798: 0.9823098940567875
Position 19516: 0.9806345384695649
Position 8133: 0.9770962260417786
Position 138: 0.9749993946447422
Position 6503: 0.9664548358028311
Position 36751: 0.9577178001971289
Position 15717: 0.9548569131270106
Position 44499: 0.932813567971477
Position 20854: 0.9306403550924981
Position 29469: 0.9221090606473797
Position 43014: 0.7990837163620799
Position 22371: 0.5967630365856574
Position 31976: 0.5156311721078901
Position 28468: 0.5056922769083915
Position 27558: 0.3256894966262346
Position 33113: 0.27697410606552986
Position 12940: 0.22459491866879677
Position 38506: 0.20737520930768127
Position 4904: 0.1790331585227109
Position 43258: 0.17657910254158507
Position 40325: 0.11381487625140585
Position 16180: 0.09407733224702915
Position 31532: 0.08988766150584027
Position 1604: 0.04764859218362648
Position 19816: 0.046904571914608624
Position 22077: 0.042146600422777736
Position 17001: 0.04178369446291193
Position 2491: 0.03756977167719145
Position 6455: 0.03354516419716958
Position 43993: 0.030706694820863023
Position 44173: 0.029432152836335712
Position 21288: 0.02823034355867392
Position 45254: 0.027879073119741193
Position 184: 0.02464200916425966
Position 45104: 0.023267248804528223
Position 1305: 0.02018859859486863
Position 26050: 0.017984700274970303
Position 282: 0.01702141800122135
Position 28145: 0.012928855309906678
Position 21052: 0.012246665223584394
Position 41191: 0.011638388574420563
Position 44526: 0.011306821007070336
Position 20266: 0.010782186095038549
Position 31465: 0.010737847164948317
Position 663: 0.01030415341743989
Position 540: 0.010275869023461042
Position 41271: 0.010236950448430841
Position 19334: 0.009804610309294179
Position 7879: 0.008713035726706658
Position 37270: 0.007867898031287759
Position 14745: 0.007673588025683523
Position 18889: 0.004780327373925144
Position 444: 0.0045374922961324725
Position 37639: 0.00425017289315999
Position 521: 0.003760045541943146
Position 1298: 0.0035573136788993125
Position 38120: 0.0033556186118871975
Position 676: 0.0029742982598783352
Position 860: 0.002942213605909812
Position 37975: 0.0013980648857522156
Position 20504: 0.0005165011392224856
Position 40857: 0.0004609046973743757
Position 19655: 0.00030425075123904953
Position 44680: 0.00015592780283145782
Position 274: 3.8342488824849745e-05
Position 75: 1.654813208910346e-05
Position 152: 9.439357828911394e-06
Position 18: 2.332540055082242e-06
Position 84: 1.0531316159273142e-06
Position 155: 9.591462096462365e-07
Position 99: 9.328478919240548e-07
Position 87: 3.6981773874364004e-08
Position 23: 7.17797723066658e-09
Position 12: 4.387994978945081e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 14300: 1.0
Position 44400: 0.999551475196276
Position 37082: 0.9870851192298105
Position 19414: 0.980363480882168
Position 6342: 0.9688665395988726
Position 18697: 0.9604957531644451
Position 36620: 0.9577178001971287
Position 29369: 0.9221090606473801
Position 25534: 0.8802614782920475
Position 38594: 0.8234132559828057
