Gene = Ccp110
index = 230
Annotated 5SS: [  197  1697  2963  5544 10487 12034 12908 13591 14065 17173 17523 18190
 19208 19902 20421]
Annotated 3SS: [ 1553  2807  5414  8841 11902 12750 13450 13947 17070 17405 18115 19144
 19841 20334 22715]
SMsplice 5SS: [  197  5544 10487 13591 14065 17173 17523 18190]
SMsplice 3SS: [ 5414 10384 13473 13947 17070 17405 18115 22715]
top_k =  100
Partition function (log Z): 5.404478020673874

Sorted 5' Splice Sites (High to Low Probability):
Position 5544: 0.9999999999999997
Position 18190: 0.9922053370608223
Position 13591: 0.9898466691341046
Position 17523: 0.9886213858083595
Position 10487: 0.9468761864640004
Position 17173: 0.9228528342719854
Position 14065: 0.7227974865525798
Position 197: 0.6147885654238614
Position 1227: 0.43560323853607646
Position 1697: 0.3961350707210311
Position 1274: 0.37886066377641975
Position 12034: 0.31274973443847415
Position 19208: 0.24030548883240588
Position 244: 0.1502751871373391
Position 18563: 0.13575285033835352
Position 12908: 0.12786002167019084
Position 186: 0.11089153089705922
Position 2963: 0.10492200802360278
Position 1614: 0.0895477118664351
Position 468: 0.07088885375932027
Position 15519: 0.06290625734271708
Position 14070: 0.058631033033131885
Position 21648: 0.05849787816190327
Position 11704: 0.05587419852855448
Position 10762: 0.046774554615820155
Position 19673: 0.03969019407203209
Position 18418: 0.031285211785145574
Position 17220: 0.0296131778353858
Position 17215: 0.02670711563489278
Position 12067: 0.025268643282654754
Position 15618: 0.022289758063768327
Position 15546: 0.020423901941864782
Position 18020: 0.018600210841368103
Position 297: 0.017272487538884183
Position 1264: 0.01568017762442484
Position 1030: 0.013208991362510709
Position 15798: 0.012159770480060448
Position 15374: 0.012056996598713024
Position 445: 0.012034649299153544
Position 19902: 0.011761043590273024
Position 19684: 0.011007821702925451
Position 2754: 0.00983037706970797
Position 13613: 0.006559156118929076
Position 216: 0.0063471386217221855
Position 312: 0.005744028531118565
Position 15635: 0.005492745266412181
Position 11466: 0.00436636765373787
Position 754: 0.002964009222439439
Position 18290: 0.0024704913793493176
Position 431: 0.0023160338410709146
Position 365: 0.0022457508506667097
Position 66: 0.0014882402102729681
Position 1096: 0.0010809984148663187
Position 1278: 0.0006735295406702086
Position 190: 3.7126318669617946e-05
Position 352: 3.663378035995628e-05
Position 473: 3.423015716121892e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 5414: 0.9999999999999999
Position 17070: 0.9798630824830991
Position 10384: 0.9468761864640004
Position 22715: 0.9406125974226114
Position 18115: 0.9020411870193423
Position 13947: 0.7807385345088893
Position 13473: 0.619508312974274
Position 17405: 0.5559828015490785
Position 1077: 0.4497934942341345
Position 17272: 0.390122493968958
Position 13450: 0.37689751227875995
Position 989: 0.3628629198905845
Position 11902: 0.29431177592996294
Position 1553: 0.22439674019812825
Position 1493: 0.21687983461470478
Position 19144: 0.15250494822639657
Position 12750: 0.12786002167019084
Position 15441: 0.11810204313357142
Position 18509: 0.11101153377377565
Position 2807: 0.10492200802360281
Position 11627: 0.09958080031972052
Position 18893: 0.09075620149809728
Position 21608: 0.05849787816190327
Position 19432: 0.05761345423396643
Position 17952: 0.05141422324964005
Position 10707: 0.046774554615820155
Position 1381: 0.04347441151836951
Position 18462: 0.037454201885680605
Position 23837: 0.034686583975718194
Position 1174: 0.03074744697561249
Position 18253: 0.029180648164696326
Position 18056: 0.027851605391154065
Position 17457: 0.022481638133879333
Position 18090: 0.01903580860076719
Position 17379: 0.015758895739421748
Position 19841: 0.01255881569589337
Position 15217: 0.011714039149705572
Position 2650: 0.009830377069707973
Position 17768: 0.00801539939789833
Position 15666: 0.00517038996125139
Position 11295: 0.00436636765373787
Position 17360: 0.0035856016761859973
Position 18149: 0.003318993730787729
Position 18336: 0.0018262161260873754
Position 18316: 0.0015991972038828038
Position 18359: 0.0010664797988739212
Position 18322: 0.0004960232695565158
Position 13836: 0.0003489263095578048
Position 15100: 0.0003429574490074487
Position 13960: 0.00034105876726411556
Position 17894: 3.453093784969307e-05
