Gene = Atp5k
index = 151
Annotated 5SS: [123 423 718]
Annotated 3SS: [ 367  618 1110]
SMsplice 5SS: [123 423 718]
SMsplice 3SS: [ 367  618 1110]
top_k =  100
Partition function (log Z): -2.790758865667689

Sorted 5' Splice Sites (High to Low Probability):
Position 718: 0.9125351930343395
Position 123: 0.877124566241386
Position 423: 0.7027704425034231
Position 532: 0.1535582496944367
Position 456: 0.12746644716560762
Position 105: 0.048521472769198944
Position 75: 0.011310710449062258
Position 99: 0.010644148244243526
Position 150: 0.00970711993029801
Position 1006: 0.007731819901519257
Position 998: 0.006954501261942455
Position 902: 0.0022447224097090577
Position 142: 0.002044773099176756
Position 90: 0.0017371264324938596
Position 277: 0.0011814508924948568
Position 292: 0.0010594318324934132
Position 1012: 0.000855922840503813
Position 139: 0.0007710098612092498
Position 376: 0.0006689515799855494
Position 304: 0.0005953087535488098
Position 846: 0.000511766365172421
Position 956: 0.0005025515295029769
Position 191: 0.0004935686197617979
Position 55: 0.00048473229438751147
Position 489: 0.0003403300248372428
Position 466: 0.00022764805705649497
Position 761: 0.00020821268952069696
Position 874: 0.0001881576088801263
Position 1057: 0.00014612024215166384
Position 468: 0.00014089500057983583
Position 230: 8.639825898649606e-05
Position 335: 5.551062812850005e-05
Position 427: 4.6114246234285084e-05
Position 42: 9.792722084887815e-06
Position 227: 4.9393524110383926e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 367: 0.9435672086587255
Position 618: 0.9361695041227355
Position 1110: 0.7824267765889648
Position 877: 0.08227397803616726
Position 817: 0.07124797512613283
Position 1163: 0.012488106924960066
Position 580: 0.01173065843942513
Position 292: 0.010855071099500714
Position 639: 0.007292435710713877
Position 956: 0.005895619817336264
Position 589: 0.0028194247639403308
Position 1045: 0.002800967503481319
Position 199: 0.0026026778193373925
Position 1027: 0.0018027861465821473
Position 839: 0.0016417385482130156
Position 1116: 0.0011694393565521144
Position 644: 0.0009384109026545066
Position 577: 0.0007795309314799462
Position 641: 0.0006033872110944581
Position 1061: 0.0005627416557258647
Position 901: 0.0004841473374678104
Position 489: 0.0003801145196935653
Position 916: 0.00037036474139457446
Position 834: 0.00036811271085644774
Position 647: 0.0003664200579495299
Position 531: 0.0003376129070379295
Position 1051: 0.0002548174886047189
Position 1071: 0.00025162113364251274
Position 1137: 0.00014371072421004398
Position 594: 0.00013976106047273204
Position 237: 5.837324562185784e-05
Position 504: 4.75303369247821e-05
Position 514: 3.5500847319144484e-05
Position 521: 2.332749126863313e-05
Position 159: 2.398632174584833e-07
Position 122: 6.2426333418072225e-09
Position 415: 6.238979084551771e-09
Position 423: 2.2575342446124447e-10
