Gene = Mypop
index = 729
Annotated 5SS: [ 110 1376]
Annotated 3SS: [ 586 9245]
SMsplice 5SS: [ 110  970 1376]
SMsplice 3SS: [ 812 1305 8287]
top_k =  100
Partition function (log Z): -7.288027842166745

Sorted 5' Splice Sites (High to Low Probability):
Position 110: 0.9975184182766071
Position 1376: 0.7729500958704305
Position 970: 0.729526945676408
Position 3000: 0.366403256494806
Position 1978: 0.3022781580641847
Position 1015: 0.25848055498971667
Position 8424: 0.15505950700928153
Position 4144: 0.1269466919882034
Position 1974: 0.08920902782465055
Position 6580: 0.06995333297855785
Position 8460: 0.06273359425942437
Position 9330: 0.03177865402721941
Position 2023: 0.017666057044971747
Position 1335: 0.016284765992519826
Position 1491: 0.009442304090263972
Position 1429: 0.0035420409218756958
Position 312: 0.0009822042411566445
Position 460: 0.0007653642794809744
Position 135: 0.0004582508600538223
Position 114: 0.0001763186954785043
Position 38: 9.94436472252576e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 8287: 0.8664079112089775
Position 812: 0.8606945593498648
Position 1305: 0.4221056160729962
Position 2782: 0.37428720736897647
Position 1897: 0.30964580545836856
Position 10481: 0.21779310126870585
Position 1311: 0.1428585603845257
Position 3894: 0.12883427121719748
Position 1173: 0.10650002744872428
Position 4397: 0.09387332077202981
Position 6455: 0.09068811766406713
Position 736: 0.08778699164146275
Position 1215: 0.06536199783661151
Position 1856: 0.0528642690732466
Position 1790: 0.05132164547401573
Position 9245: 0.031778654027219466
Position 1218: 0.030812886722104454
Position 1079: 0.018274440270125224
Position 835: 0.013857855513061266
Position 586: 0.013508877508595949
Position 1348: 0.007066031061404954
Position 814: 0.005280600697055453
Position 603: 0.004001701354353727
Position 1325: 0.0035269811129669433
Position 1140: 0.0032302320776263506
Position 1098: 0.0017252788897908666
Position 2558: 0.001175627108212965
Position 839: 0.0010490662105963333
Position 2649: 0.0009282126135151588
Position 990: 0.0008871948493931801
Position 744: 0.0008418688618322699
Position 703: 0.0007176174769422605
Position 927: 0.000655051192286229
Position 1128: 0.0005298937301913811
Position 945: 0.0003791847922354394
Position 1358: 0.00024558485646602275
Position 349: 0.00022978141023606682
Position 789: 0.00022006437605344998
Position 625: 0.00014751352691049882
Position 1005: 0.00013770844999783595
Position 901: 2.0168121544200422e-05
Position 632: 1.8765697628177768e-06
Position 746: 8.69710150937622e-07
Position 1007: 7.619021128563588e-07
